기관명,사회서비스분야,주된목적,사업내용,인증여부,인증일자,인증번호,대표자명,전화번호,소재지도로명주소,소재지지번주소,홈페이지주소,데이터기준일자,제공기관코드,제공기관명
(주)드림앤해피워크,청소,일자리제공형,"청소용역, 집수리",,,,황윤길,053-783-4466,경상북도 울진군 기성면 망양로 73,,http://www.dreamnhw.co.kr,2019-09-25,5250000,경상북도 울진군
농업회사법인 주식회사 도래,기타,지역사회공헌형,농수산물도소매,,,,김대성,054-788-1555,"경상북도 울진군 후포면 후포삼율로 132, 지하",,,2019-09-25,5250000,경상북도 울진군
㈜월드그린,환경,일자리제공형,"위생관리 및 소독, 기름걸레·생활용픔 도소매",,,,박수영,043-201-1382,충청북도 청주시 청원구 우암로 9번길 67,,,2019-11-26,6430000,충청북도
구름마을사람들영농조합법인,고용서비스,지역사회공헌형,"농산물 도소매, 빵, 떡, 다류, 절임식품 제조",,,,송남수,043-740-3732,충청북도 영동군 영동읍 화신로 4,,,2019-11-26,6430000,충청북도
농업회사법인㈜엔토모,고용서비스,창조혁신형(기타),"곤충사육, 곤충류 동물사료 제조, 곤충사육시설 제조",,,,박기환,043-201-1382,충청북도 청주시 청원구 오창읍 여천3길 279,,,2019-11-26,6430000,충청북도
동명산업㈜,청소,일자리제공형,"폐기물수집운반, 파지고철외재활용품수집운반, 폐목수집운반",,,,고영빈,043-201-1382,충청북도 청주시 서원구 남이면 대림로 227,,,2019-11-26,6430000,충청북도
디랜드협동조합,고용서비스,창조혁신형(기타),"가구 제조, 가구제작교육",,,,성유경,043-201-1382,충청북도 청주시 흥덕구 가로수로 1130,,,2019-11-26,6430000,충청북도
㈜빛글산업,고용서비스,일자리제공형,포대 및 종이가방 제조,,,,박경자,043-835-3254,충청북도 증평군 도안면 남촌길 8,,,2019-11-26,6430000,충청북도
㈜태성스틸,고용서비스,일자리제공형,"강관, 이형관, 밸브접합관, 폴리우레탄강관, 아스팔트도복장강관, 배관자재",,,,김준기,043-871-3633,충청북도 음성군 삼성면 금율로 349-25,,,2019-11-26,6430000,충청북도
부강이엔에스주식회사,고용서비스,일자리제공형,"태양광발전장치류, 안전용품, 신재생에너지사업",,,,박규식,043-201-1382,충청북도 청주시 흥덕구 서부로1124번길 102-15,,,2019-11-26,6430000,충청북도
영진엘리베이터주식회사,사업시설관리,일자리제공형,"사업시설관리 및 사업지원서비스업, 승강기유지관리",,,,서영진,043-850-6061,충청북도 충주시 봉계1길 4,,,2019-11-26,6430000,충청북도
주식회사한누리주거복지센터,사업시설관리,지역사회공헌형,토목시설물 건설업,,,,장정옥,043-641-6613,충청북도 제천시 명륜로7길 10,,,2019-11-26,6430000,충청북도
(주) 마을제작소엔건축사무소,고용서비스,지역사회공헌형,"농어촌 연구개발, 도시계획/조경설계, 소프트웨어 자문/개발/공급/컨설팅, 위탁교육 등 농학 연구개발업체",,,,박중신,043-201-1382,충청북도 청주시 청원구 율량로 24,,,2019-11-26,6430000,충청북도
(주) 피닉스,고용서비스,일자리제공형,수배전반 제조,,,,김정민,043-539-3483,충청북도 진천군 이월면 밤디길 100,,,2019-11-26,6430000,충청북도
연실영농조합법인,고용서비스,지역사회공헌형,"농산물 가공, 유통",,,,유한상,043-641-6613,충청북도 제천시 봉양읍 북부로 1262,,,2019-11-26,6430000,충청북도
주식회사 나눔환경,청소,일자리제공형,폐기물수집운반,,,,이승호,043-201-1382,충청북도 청주시 서원구 가장로353번길 161,,,2019-11-26,6430000,충청북도
주식회사 미가건축,사업시설관리,지역사회공헌형,취약계층 주거환경 개선 등,,,,한정현,043-201-1382,충청북도 청주시 상당구 남일면 효촌송암길 12,,,2019-11-26,6430000,충청북도
하나산림기술㈜,기타,지역사회공헌형,"나무병원,드론항공방제",y,2017-05-26,산림청제2017-7호,박재호,,"대전광역시 유성구 노은동로75번길 89,101호",대전광역시 유성구 노은동 549-3 한밭빌딩 101호,,2018-01-01,3670000,대전광역시 유성구
㈜홍재화원,기타,혼합형,꽃꽂이 교육 및 판매,y,2017-03-01,제2017-3호,김세인,,"대전광역시 유성구 죽동로 298번길 55,1층(죽동)",대전광역시 유성구 죽동 698-11,,2018-01-01,3670000,대전광역시 유성구
팜팜협동조합,기타,지역사회공헌형,"제과제빵생산,판매",y,2017-03-01,제2017-2호,박윤정,042-716-3387,대전광역시 유성구 테크노4로 71(관평동),대전광역시 유성구 관평동 743,,2018-01-01,3670000,대전광역시 유성구
㈜나무리프,기타,기타형,재활용(낙엽)접시제작,y,2017-03-01,제2017-1호,이인구,,"대전광역시 유성구 테크노2로 160,309호(관평동)",대전광역시 유성구 용산동 558 충남대학교 창업지원센터309호,http://namuleaf.com/,2018-01-01,3670000,대전광역시 유성구
추자나무목공협동조합,기타,기타형,각종목공제품제조,y,2016-08-01,제2016-5호,이선우,,"대전광역시 유성구 대학로 28,803호(봉명동)",대전광역시 유성구 봉명동 536-9 홍인오피스텔803호,,2018-01-01,3670000,대전광역시 유성구
㈜포세듀,기타,지역사회공헌형,대학생 취업교육,y,2016-07-27,제2016-6호,손부경,042-633-8555,대전광역시 유성구 문지로 193 F731호(문지동),대전광역시 유성구 문지동 103-6 KAIST문지캠퍼스 F731호,http://forsedu.com/,2018-01-01,3670000,대전광역시 유성구
㈜더 테스트키친,기타,지역사회공헌형,건강과자 개발판매,y,2016-02-25,제2016-1호,염주희,042-825-3600,대전광역시 유성구 지족로349번길 12. 101호(지족동),"대전광역시 유성구 지족동 979-5, 101호",http://thetestkitchen.co.kr/,2018-01-01,3670000,대전광역시 유성구
워드프레스협동조합,고용서비스,일자리제공형,워드프레스테마 및 플러그인 개발업,y,2015-06-01,제2015-4호,장병기,070-2842-8219,대전광역시 유성구 테크노9로35. 504호(탑립동),"대전광역시 유성구 탑립동 694,504호",http://wpcoop.kr/,2018-01-01,3670000,대전광역시 유성구
(사)식물자원협회,기타,기타형,"자연생태학습, 야생화재배",y,2015-02-24,제2015-3호,최정심,042-489-3939,대전광역시 유성구 관용로 44(관평동),대전광역시 유성구 관평동 542-13,http://www.tjplant.or.kr/,2018-01-01,3670000,대전광역시 유성구
청주가농 영농조합법인,기타,창조혁신형(기타),"우리농 매장 체인점 운영사업, 취약계층 직업재활교육 및 훈련",,,,정문화,043-201-1382,충청북도 청주시 서원구 두꺼비로60번길 25-2,,,2019-11-26,6430000,충청북도
㈜보듬,간병및가사지원,사회서비스제공형,"심리발달상담지원, 심리검사, 학술용역, 잡화",,,,최순복,043-201-1382,충청북도 청주시 흥덕구 진재로 30,,,2019-11-26,6430000,충청북도
㈜에코크린,청소,일자리제공형,"청소용품임대, 청소대행, 위생관리용역",,,,연희주,043-201-1382,충청북도 청주시 서원구 남이면 석판2길 25,,,2019-11-26,6430000,충청북도
㈜채움플러스교육,보육,사회서비스제공형,"교육활동 및 교사교육업, 출판업, 교육용자재,",,,,유제완,043-201-1382,충청북도 청주시 청원구 상당로 314,,,2019-11-26,6430000,충청북도
㈜보은주거복지센터,고용서비스,일자리제공형,"창호공사, 단열공사, 배관 및 설비공사, 인테리어",,,,이성남,043-540-3539,충청북도 보은군 보은읍 춘수골길 12,,,2019-11-26,6430000,충청북도
㈜에스하우스,고용서비스,일자리제공형,"일반음식점, 커피가공, 홈페이지제작 및 관리유지업",,,,김민경,043-201-1382,충청북도 청주시 서원구 내수동로108번길 35,,,2019-11-26,6430000,충청북도
안남배바우공동체 영농조합법인,고용서비스,지역사회공헌형,"곡물, 곡물도정업, 기타사업서비스",,,,송윤섭,043-730-3363,충청북도 옥천군 안남면 안남로 509,,,2019-11-26,6430000,충청북도
㈜깨끗한세상 씨엔피,환경,일자리제공형,위생관리,,,,이종만,043-540-3539,충청북도 보은군 보은읍 보은로 174-1,,,2019-11-26,6430000,충청북도
㈜스페이스선,환경,창조혁신형(기타),"천연비누, 세제, 생태변기, 친환경체험프로그램",,,,엄수정,043-850-6061,충청북도 충주시 소태면 솔무정길 35-1,,,2019-11-26,6430000,충청북도
㈜나우메디,운동,일자리제공형,"건강보조기구, 피부미용기기, 의료보조기구",,,,안경미,062-974-8596,광주광역시 북구 첨단과기로208번길 50,광주광역시 북구 대촌동 958-3,,2020-03-20,3620000,광주광역시 북구
㈜툴아이피,예술·관광,창조혁신형(기타),"문화예술분야 콘텐츠 개발, 도시재생분야 교육",,,,이정현,070-5178-8373,"광주광역시 북구 서암대로137, 2층(신안동)",광주광역시 북구 신안동 481-28,,2020-03-20,3620000,광주광역시 북구
코끼리협동조합,기타,사회서비스제공형,"메이커스페이스 운영 및 교육, 교육기구 제작",,,,서강원,062-513-2014,"광주광역시 북구 무등로 190, 1층(신안동)",광주광역시 북구 신안동 133-6,,2020-03-20,3620000,광주광역시 북구
㈜사람과일터,기타,일자리제공형,농수산물 가공 및 농수산물 위탁 운영,,,,곽창우,070-8865-5353,전라남도 신안군 지도읍 읍내길 39-1,,,2020-03-27,5010000,전라남도 신안군
임자만났네협동조합,기타,지역사회공헌형,"도소매, 서비스",,,,정창일,061-261-0153,전라남도 신안군 임자면 진리길 44,,,2020-03-27,5010000,전라남도 신안군
(사)서울팝스오케스트라,예술·관광,기타형,오케스트라 공연,Y,2010-05-26,제2010-001호,하성호,02-593-8760,서울특별시 광진구 능동로 216 (능동),서울특별시 광진구 능동 18 어린이대공원,http://www.seoulpops.com/,2019-02-28,3040000,서울특별시 광진구
사회적협동조합 도우누리,간병및가사지원,일자리제공형,"가사, 간병서비스",Y,2010-01-21,제2009-053호,민동세,02-461-8373,서울특별시 광진구 능동로 53 (자양동),서울특별시 광진구 자양동 508-1,http://www.gjcare.net,2019-02-28,3040000,서울특별시 광진구
㈜디자인마이러브,예술·관광,사회서비스제공형,"장애인 예술가 지원사업, 편집/디자인 및 판촉물, 출판",,,,이윤형,02-3436-6033,"서울특별시 강남구 강남대로 320(역삼동, 황화빌딩 1108)",서울특별시 강남구 역삼동 832-7 황화빌딩 1108호,http://www.designmylove.com,2019-09-11,3220000,서울특별시 강남구
㈜떡찌니,기타,기타형,"농수산물판매유통, 떡 제조 등",,,,석지현,02-529-1345,서울특별시 강남구 논현로28길 53,서울특별시 강남구 도곡동 420-11,http://www.dduckzziny.co.kr,2019-09-11,3220000,서울특별시 강남구
(사)뉴서울필하모닉오케스트라,예술·관광,일자리제공형,오케스트라 공연,,,,이범렬,02-6002-6290,서울특별시 강남구 영동대로 517 아셈타워B1-07호(삼성동),서울특별시 강남구 삼성동 159 아셈타워B1-07호,http://www.newseoulphil.org,2019-09-11,3220000,서울특별시 강남구
㈜커피지아,기타,일자리제공형,커피가공 판매,,,,김희수,070-8254-1910,"서울특별시 강남구 개포로22길 20, 1층",서울특별시 강남구 개포동 1231-9 1층,http://www.coffeejia.com,2019-09-11,3220000,서울특별시 강남구
㈜시니어앤파트너즈,고용서비스,혼합형,"1:1 커리어 컨설팅, 교육, 취업알선, 중장년재취업서비스",,,,이금자,02-551-2146,"서울특별시 강남구 영동대로 511 702 (삼성동, 무역센터트레이드타워)",서울특별시 강남구 삼성동 159-1 무역센터트레이드타워 702호,http://www.seniornpartners.com,2019-09-11,3220000,서울특별시 강남구
주식회사 커피창고,기타,일자리제공형,"식품제조 및 가공을 통한 업체 납품, 물류 및 도소매 판매(원두커피 제조 가공 및 도소매)",,,,김유리,02-3414-4444,"서울특별시 강남구 논현로16길 20-10, 1층",서울특별시 강남구 개포동 1222-4 1층,http://www.coffeecg.com,2019-09-11,3220000,서울특별시 강남구
건축사사무소따뜻한동행주식회사,기타,일자리제공형,건축설계및 관련서비스업 (감리),,,,김문수,070-7118-1930,서울특별시 강남구 봉은사로57길 5 2층(삼성동),서울특별시 강남구 삼성동 37-13 2층,http://www.ddadong.com,2019-09-11,3220000,서울특별시 강남구
셰어하우스우주 주식회사,기타,기타형,셰어하우스 보급 및 운영,,,,김정현,02-2018-3723,"서울특별시 강남구 봉은사로 213, 14층(논현동, 센트럴타워)",서울특별시 강남구 논현동 235-11 센트럴타워 14층,http://www.woozoo.kr,2019-09-11,3220000,서울특별시 강남구
(주)툴뮤직,예술·관광,기타형,"장애음악가 발굴 및 육성, 교육사업과 청년음악가 인큐베이팅 사업",,,,정은현,02-3443-5702,"서울특별시 강남구 도산대로16길 13-12, 지하1층(논현동, 교하빌딩)",서울특별시 강남구 논현동 10-25 지하1층,http://www.toolmusic.co.kr,2019-09-11,3220000,서울특별시 강남구
도시융합 협동조합,기타,기타형,공유 공간 개발 및 운영 관리,,,,이상욱,02-555-7740,서울특별시 강남구 테헤란로25길 54 지층(역삼동),서울특별시 강남구 역삼동 628-15 지층,http://urbanhybrid.co.kr,2019-09-11,3220000,서울특별시 강남구
㈜꿈이있는여행,기타,혼합형,"항공권 판매, 국내외여행 및 교육서비스",,,,장한성,02-558-8747,"서울특별시 강남구 강남대로112길 34, 2층(논현동, 영화빌딩)",서울특별시 강남구 논현동 202-5 2층,http://www.kkumtour.com,2019-09-11,3220000,서울특별시 강남구
비소사이어티주식회사,기타,기타형,"진단평가, 전문교육 개발, 전략컨설팅 및 협력사업",,,,노일식,070-8244-3040,"서울특별시 강남구 역삼로3길 17-6, 10층",서울특별시 강남구 역삼동 831-30 10층,http://www.bsociety.co.kr,2019-09-11,3220000,서울특별시 강남구
㈜인스케어코어,청소,일자리제공형,"주거위생환경개선(홈위생케어)사업, 위생관리청소용역, 각종 대행청소 등",,,,이창환,02-486-3657,"서울특별시 강남구 도산대로81길 5, 3층(청담동, 세영빌딩)",서울특별시 강남구 청담동 119-9 세영빌딩 3층,www.inscare.or.kr,2019-09-11,3220000,서울특별시 강남구
