허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
용하체육관,03,10,양구군,강원도 양구군 남면 정중앙로 624-18,강원도 양구군 남면 용하리 418,38.1088637,128.0352438,2,0,2017-07-10,2019-12-31,0,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,(재)양구군시설관리사업단,033-480-2772,2019-06-12,4320000,강원도 양구군
청춘체육관,03,10,양구군,강원도 양구군 양구읍 함춘로 64,강원도 양구군 양구읍 하리 434-1,38.1142268367,127.987115967,2,0,2019-03-27,2019-12-31,0,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,(재)양구군시설관리사업단,033-480-2772,2019-06-12,4320000,강원도 양구군
춘향골체육공원,03,13,남원시,전라북도 남원시 충정로 341,전라북도 남원시 월락동 248,35.4308675183,127.4054607270,1,"165,000",2017-08-01,2018-08-02,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,없음,남원시청교육체육과,063-620-5619,2019-06-10,4700000,전라북도 남원시
남광주밤기차야시장,99,05,동구,광주광역시 동구 제봉로 7,광주광역시 동구 학동 55,,,,"200,000/월",2016-10-21,2019-12-31,토요일만 영업,00:00,00:00,18:30,23:30,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 동구,062-608-3357,2019-05-30,6290000,광주광역시
국립아시아문화전당,08,05,동구,광주광역시 동구 문화전당로 38,광주광역시 동구 광산동 13,,,,행사별 다름,2017-05-02,2019-12-31,행사종료일,17:00,22:00,17:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 동구,062-608-3357,2019-05-30,6290000,광주광역시
충장축제 행사장,99,05,동구,광주광역시 동구 문화전당로 38,광주광역시 동구 광산동 13,,,,"550,000(5일, 부과세 포함)",2016-09-26,2019-12-31,행사종료일,12:30,22:00,12:30,22:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 동구,062-608-3357,2019-05-30,6290000,광주광역시
김대중컨벤션센터,08,05,서구,광주광역시 서구 상무누리로 30,광주광역시 서구 치평동 1159-2,,,,"4,200,000/년",2017-12-16,2021-02-09,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 서구,062-360-7322,2019-05-30,6290000,광주광역시
상무시민공원,04,05,서구,"광주광역시 서구 상무공원로 101(1층 치평동, 상무시민공원)",광주광역시 서구 치평동 1162,,,,확인불가,2017-05-09,2019-05-08,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 서구,062-360-7322,2019-05-30,6290000,광주광역시
광주시청(야외스케이트장),08,05,서구,"광주광역시 서구 내방로 111(치평동, 광주광역시청 문화광장 내 야외스케이트장)",광주광역시 서구 치평동 1200,,,,입찰계약,2016-12-17,2017-01-31,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 서구,062-360-7322,2019-05-30,6290000,광주광역시
광주사직공원,04,05,남구,"광주광역시 남구 사직길 49-1, 1층 (사동)",광주광역시 남구 사직길 49-1,,,,0,2018-08-31,2019-12-31,영업주 자유,13:00,23:59,13:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주정보문화산업진흥원,062-654-3621,2019-05-30,6290000,광주광역시
우치공원,04,05,북구,광주광역시 북구 우치로 649(생용동),광주광역시 북구 생용동 90,,,,"35,110/년",2016-04-19,2020-04-18,연중무휴,10:00,18:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,광주광역시 북구,062-410-6698,2019-05-30,6290000,광주광역시
황룡친수공원,04,05,광산구,광주광역시 광산구 선암동 214-4,광주광역시 광산구 선암동 214-4,,,,"360,000/년",2016-06-22,2020-05-31,연중무휴,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,주류,광주광역시 광산구,062-960-8784,2019-05-30,6290000,광주광역시
선문대학교 내,06,12,아산시,충청남도 아산시 탕정면 선문로221번길 70,,36.7983500,127.0731546,1,0,2016-04-22,2019-02-28,토요일+일요일+공휴일,10:00,17:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,아산시,041-540-2612,2019-05-31,4520000,충청남도 아산시
이순신종합운동장,03,12,아산시,충청남도 아산시 남부로 370-24,,36.7681453,127.0212148,2,관람객수에 따라 다름(경기시 평균 120000),2018-02-28,2018-12-31,경기없는날,00:00,00:00,17:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,아산시,041-540-2612,2019-05-31,4520000,충청남도 아산시
만안구청,08,09,안양시,경기도 안양시 만안구 안양로128,,,,1,"1,317,250",2018-05-30,2019-05-29,토요일+일요일+공휴일,09:00,18:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,안양시,031-8045-2208,2019-03-28,3830000,경기도 안양시
안양종합운동장,03,09,안양시,경기도 안양시 동안구 평촌대로389,,,,8,매출액 15(VAT별도),2018-03-11,2018-09-30,평일,00:00,00:00,19:00,22:30,,,,,,,,,,,,,,,,,,,,,,,,,,안양시,031-8045-2208,2019-03-28,3830000,경기도 안양시
청성역사공원 지역,04,09,포천시,,경기도 포천시 군내면 하성북리 637-5,,,,일/325원,2017-07-27,2018-03-31,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,포천시,031-538-2358,2019-05-10,5600000,경기도 포천시
푸드트럭존,99,01,서초구,서울특별시 서초구 서초동 1318-8,서울특별시 서초구 서초동 1318-8,37.4968662,127.0246298,17,1747900,2017-01-01,2017-12-31,연중무휴,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,,서초구,02-2155-6950,2019-05-23,3210000,서울특별시 서초구
성모병원사거리,99,01,서초구,서울특별시 서초구 반포동 123,서울특별시 서초구 반포동 123,37.5029667,127.0028635,1,344300,2017-01-01,2017-12-31,연중무휴,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,,서초구,02-2155-6950,2019-05-23,3210000,서울특별시 서초구
양재역 1번,99,01,서초구,서울특별시 서초구 서초동 1366-12,서울특별시 서초구 서초동 1366-12,37.4846867,127.0308908,1,924000,2017-01-01,2017-12-31,연중무휴,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,,서초구,02-2155-6950,2019-05-23,3210000,서울특별시 서초구
양재역 5번,99,01,서초구,서울특별시 서초구 양재동 12-3,서울특별시 서초구 양재동 12-3,37.4843163,127.0329727,2,1007600,2017-01-01,2017-12-31,연중무휴,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,,서초구,02-2155-6950,2019-05-23,3210000,서울특별시 서초구
신사역,99,01,서초구,서울특별시 서초구 양재동 327,서울특별시 서초구 양재동 327,37.5155486,127.0194045,1,665940,2017-01-01,2017-12-31,연중무휴,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,,서초구,02-2155-6950,2019-05-23,3210000,서울특별시 서초구
금강제화,99,01,서초구,서울특별시 서초구 서초동 1309-8,서울특별시 서초구 서초동 1309-8,37.5018163,127.0224161,1,908600,2017-01-01,2017-12-31,연중무휴,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,,서초구,02-2155-6950,2019-05-23,3210000,서울특별시 서초구
반포쇼핑타운4동,99,01,서초구,서울특별시 서초구 잠원동 69-2,서울특별시 서초구 잠원동 69-2,37.5065026,127.0026432,2,550000,2017-01-01,2017-12-31,연중무휴,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,,서초구,02-2155-6950,2019-05-23,3210000,서울특별시 서초구
남부터미널,99,01,서초구,서울특별시 서초구 서초동 1446-1,서울특별시 서초구 서초동 1446-1,37.4842081,127.0132047,1,473000,2017-01-01,2017-12-31,연중무휴,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,12:00,23:59,,서초구,02-2155-6950,2019-05-23,3210000,서울특별시 서초구
