업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
㈜경일알씨 울산영업소,영업소,울산광역시 북구 진장로 94(진장동),,35.569461,129.357166,울산광역시 북구 진장동 518-1(18B 33L),,,4,4,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-288-8853,2020-03-25,6310000,울산광역시
㈜세종통운 울산영업소,영업소,울산광역시 울주군 두동면 계명1길 25-1,,35.712760,129.198151,울산광역시 울주군 두동면 봉계리 539-4,,,3,2,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-264-8882,2020-03-25,6310000,울산광역시
㈜극동오토렌탈 울산영업소,영업소,울산광역시 북구 산업로 1425(신천동),,35.633110,129.345017,울산광역시 북구 신천동 386-20,,,13,13,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-266-7277,2020-03-25,6310000,울산광역시
㈜극동오토렌탈 언양영업소,영업소,울산광역시 울주군 삼남면 중평강변길 21,,35.561879,129.123776,울산광역시 울주군 언양읍 어음리 76-6,,,6,6,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-262-9889,2020-03-25,6310000,울산광역시
㈜부경알엔티 울산영업소,영업소,울산광역시 남구 화합로102번길 11-11,,35.534776,129.342979,울산광역시 남구 화합로102번길 11-11,,,18,18,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-272-3434,2020-03-25,6310000,울산광역시
㈜고고렌트카 울산남구영업소,영업소,울산광역시 남구 신정동 170-2,,35.540448,129.319009,울산광역시 남구 신정동 170-2,,,9,9,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-257-7177,2020-03-25,6310000,울산광역시
㈜더라임 울산영업소,영업소,울산광역시 남구 산업로 617,,35.536483,129.351411,울산광역시 남구 산업로 617,,,3,3,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-289-7114,2020-03-25,6310000,울산광역시
㈜뉴그린렌트카 울산영업소,영업소,울산광역시 남구 수암로 25,,35.532092,129.311018,울산광역시 남구 신정동 732-4,,,16,15,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-269-5080,2020-03-25,6310000,울산광역시
㈜오케이렌트카 울산바른영업소,영업소,울산광역시 남구 달동 118-1 현대아파트상가 B동 205호,,35.536422,129.326212,울산광역시 중구 학산동 167-4(옥골샘3길 6),,,9,9,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-227-4572,2020-03-25,6310000,울산광역시
투투렌트카(유) 울산영업소,영업소,울산광역시 남구 화합로 162 나인파크오피스텔 1720호,,35.539057,129.339677,울산광역시 남구 팔등로 41번길 17 은월주차장,,,5,5,0,0,0,,,,,,,,09:00,18:00,,,,,,,,070-7813-4499,2020-03-25,6310000,울산광역시
㈜신세계-진주 남울산영업소,영업소,울산광역시 남구 꽃대나리로37번길 8 2층(달동),,35.534637,129.334056,울산광역시 울주군 온산읍 온산로 286,,,15,15,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-227-7155,2020-03-25,6310000,울산광역시
㈜쏘카 울산영업소,영업소,울산광역시 남구 대학로84번길 9-1,,35.542337,129.260726,울산광역시 남구 무거동 629-11,,,111,111,0,0,0,,,,,,,,09:00,18:00,,,,,,,,070-4659-6905,2020-03-25,6310000,울산광역시
㈜뉴예스렌트카,영업소,울산광역시 울주군 삼남면 동향교2길 1,,35.554885,129.118415,울산광역시 울주군 삼남면 교동리 1626-3,,,38,31,7,0,0,,,,,,,,09:00,18:00,,,,,,,,052-262-8200,2020-03-25,6310000,울산광역시
(유)현대렌트카,영업소,전라남도 순천시 연향2로1,,34.9482540020,127.5156611666,전라남도 순천시 연자로 31(동외동),,396,10,9,1,0,0,,,,,,,,00:00,23:59,,,,,,,,000-0000-0000,2020-02-24,4820000,전라남도 순천시
㈜이렌트카 울산영업소,영업소,울산광역시 울주군 언양로 127,,35.557889,129.139384,울산광역시 남구 옥현로 123,,,1,1,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-953-3000,2020-03-25,6310000,울산광역시
㈜솔렌트카 울산영업소,영업소,울산광역시 남구 돋질로 154,,35.540417,129.322285,울산광역시 북구 명촌23길 34,,,15,15,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-256-7859,2020-03-25,6310000,울산광역시
㈜에이엠렌트카 울산삼산영업소,영업소,울산광역시 남구 산업로 697,,35.542718,129.354394,울산광역시 남구 산업로 697,,,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-269-8282,2020-03-25,6310000,울산광역시
㈜칸렌트카 울산영업소,영업소,울산광역시 남구 신정로34번길 17,,35.535529,129.324232,울산광역시 남구 대학로84번길 9-1,,,13,12,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-256-9191,2020-03-25,6310000,울산광역시
마춤카㈜ 울산영업소,영업소,울산광역시 북구 명촌18길 4,,35.557435,129.354909,울산광역시 남구 대학로84번길 9-1,,,7,6,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-288-3560,2020-03-25,6310000,울산광역시
㈜알앤에이 울산1영업소,영업소,울산광역시 남구 월평로129번길 21,,35.545860,129.318545,울산광역시 남구 신정동 249-9,,,5,5,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-269-5200,2020-03-25,6310000,울산광역시
㈜알앤에이 울산2영업소,영업소,울산광역시 동구 해수욕장6길 25,,35.4915094880,129.4304743644,울산광역시 동구 해수욕장6길 25,,,3,3,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-269-5200,2020-03-25,6310000,울산광역시
하나렌트카㈜ 울산영업소,영업소,울산광역시 동구 꽃바위로 169,,35.477674,129.410760,울산광역시 동구 방어동 1044-17,,,4,4,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-235-0662,2020-03-25,6310000,울산광역시
창신렌트카㈜울산영업소,영업소,울산광역시 중구 남외동 512-16,,35.566291,129.346561,울산광역시 중구 남외동 512-16,,,5,5,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-293-9996,2020-03-25,6310000,울산광역시
씨앤에이치프리미어렌탈 울산영업소,영업소,울산광역시 신정동 165-6 스카이파크 101호,,35.540882,129.320802,울산광역시 남구 무거동 629-11,,,13,13,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-265-1099,2020-03-25,6310000,울산광역시
(주)에이엠렌트카 울산남구영업소,영업소,"울산광역시 남구 남중로 25, 103호",,35.536668,129.347044,울산광역시 남구 신정동 516-7,,,8,8,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-257-7177,2020-03-25,6310000,울산광역시
㈜국제렌트카 울산영업소,영업소,울산광역시 남구 정동로 131-1,,35.5456936638,129.344280,울산광역시 북구 진장동 696-5,,,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-164-7824,2020-03-25,6310000,울산광역시
유니티자산개발㈜  울산공항영업소,영업소,울산광역시 북구 송정동522 울산공항1층,,35.593690,129.356531,울산광역시 북구 송정동 522 울산공항주차장,,,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-289-5402,2020-03-25,6310000,울산광역시
㈜금성교역,주사업장,울산광역시 남구 중앙로 204번길 32-1(101호신정동),,35.539628,129.315923,울산광역시 중구 학성동 82-5,,,52,43,9,0,0,,,,,,,,09:00,18:00,,,,,,,,052-257-8119,2020-03-25,6310000,울산광역시
(유)타이거렌트카,주사업장,울산광역시 남구 화합로 209(삼산동),,35.543556,129.339065,울산광역시 남구 화합로 209,,,108,100,8,0,0,,,,,,,,09:00,19:00,,,,,,,,052-269-1551,2020-03-25,6310000,울산광역시
㈜현대하이렌트카,주사업장,울산광역시 남구 삼산로 309(삼산동대성타워7층),,35.540214,129.340787,울산광역시 남구 번영로 124번길7,,,52,47,5,0,0,,,,,,,,09:00,18:00,,,,,,,,052-283-1110,2020-03-25,6310000,울산광역시
㈜나우렌트카,주사업장,울산광역시 남구 화합로 210번길 3(삼산동),,35.543527,129.340231,울산광역시 남구 화합로 210번길 3,,,85,81,4,0,0,,,,,,,,09:00,18:00,,,,,,,,052-256-2188,2020-03-25,6310000,울산광역시
㈜뉴현대렌트카,주사업장,울산광역시 남구 월평로159번길 24(신정동),,35.547178,129.322339,울산광역시 남구 월평로159번길 24(신정동),,,83,79,4,0,0,,,,,,,,09:00,18:00,,,,,,,,052-269-6555,2020-03-25,6310000,울산광역시
곰두리렌터카㈜,주사업장,울산광역시 동구 후릉길 1(방어동),,35.487989,129.416073,울산광역시 동구 방어동 928-29,,,285,255,30,0,0,,,,,,,,09:00,19:00,,,,,,,,052-233-3535,2020-03-25,6310000,울산광역시
금강렌트카㈜,주사업장,울산광역시 북구 효암로 164(효문동),,35.561919,129.365196,울산광역시 북구 효암로 164,,,131,115,16,0,0,,,,,,,,09:00,18:00,,,,,,,,052-283-7030,2020-03-25,6310000,울산광역시
㈜대동렌트카,주사업장,울산광역시 북구 명촌1길 18-12 101호(진장동),,35.559591,129.358053,울산광역시 울주군 두서면 복안리 407,,,84,75,9,0,0,,,,,,,,09:00,18:00,,,,,,,,052-289-8900,2020-03-25,6310000,울산광역시
에이스렌터카㈜,주사업장,울산광역시 북구 명촌7길 6(진장동),,35.556605,129.358805,울산광역시 북구 명촌7길 6(진장동),,,50,45,5,0,0,,,,,,,,09:00,19:00,,,,,,,,052-286-0000,2020-03-25,6310000,울산광역시
울산렌트카㈜,주사업장,울산광역시 중구 학성로 241(학성동),,35.556407,129.337143,울산광역시 북구 신천동 158-12,,,74,60,14,0,0,,,,,,,,09:00,18:00,,,,,,,,052-292-7054,2020-03-25,6310000,울산광역시
㈜제일렌트카,주사업장,울산광역시 북구 염포로 177,,35.561151,129.358783,울산광역시 북구 진장동 명촌구획지구 58B 2L,,,105,102,3,0,0,,,,,,,,09:00,18:00,,,,,,,,052-256-7775,2020-03-25,6310000,울산광역시
뉴곰두리렌터카㈜,주사업장,울산광역시 남구 정동로 128,,35.545155,129.344931,울산광역시 남구 정동로 128,,,106,102,4,0,0,,,,,,,,09:00,18:00,,,,,,,,052-227-8050,2020-03-25,6310000,울산광역시
㈜케이제이렌트카,영업소,울산광역시 울주군 범서읍 대리로 99,,35.566161,129.249613,울산광역시 울주군 범서읍 대리로 99,,,28,26,2,0,0,,,,,,,,09:00,18:00,,,,,,,,052-268-5855,2020-03-25,6310000,울산광역시
㈜한진렌트카 울산삼산영업소,영업소,울산광역시 남구 삼산동 1542-8,,35.544476,129.343876,울산광역시 남구 삼산동 1542-8,,,11,10,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-903-8387,2020-03-25,6310000,울산광역시
㈜한지렌트카 울산영업소,영업소,울산광역시 중구 내황2길 9,,35.553522,129.341501,울산광역시 중구 내황2길 9,,,79,70,9,0,0,,,,,,,,09:00,18:00,,,,,,,,052-283-2115,2020-03-25,6310000,울산광역시
㈜조이렌트카 울산영업소,영업소,울산광역시 남구 장생포고래로 292,,35.505501,129.385003,울산광역시 남구 장생포고래로 292,,,1,1,0,0,0,,,,,,,,09:00,18:00,,,,,,,,051-323-2449,2020-03-25,6310000,울산광역시
㈜플러스렌트카 울산영업소,영업소,울산광역시 남구 봉월로 77(신정동),,35.539419,129.305182,울산광역시 남구 봉월로 68(신정동),,,9,9,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-227-4982,2020-03-25,6310000,울산광역시
롯데렌탈㈜ 울산영업소,영업소,울산광역시 북구 진장유통로 8-10 203호,,35.571318,129.358007,울산광역시 북구 진장동 285-6 401호,,,742,705,37,0,0,,,,,,,,09:00,18:00,,,,,,,,052-223-8000,2020-03-25,6310000,울산광역시
㈜유카 울산역영업소,영업소,울산광역시 울주군 삼남면 신화리 산3-3,,35.553056,129.138911,울산광역시 울주군 삼남면 신화리 24-3,,,63,63,0,0,0,,,,,,,,09:00,19:00,,,,,,,,052-264-4242,2020-03-25,6310000,울산광역시
㈜에스케이이렌트카 울산영업소,영업소,울산광역시 남구 산업로 643번길 17,,35.538437,129.349715,울산광역시 남구 산업로 643번길 17,,,112,112,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-267-6100,2020-03-25,6310000,울산광역시
㈜오케이렌트카 울산북구영업소,영업소,울산광역시 북구 진장동 명촌지구 58B-13L,,35.571524,129.357995,울산광역시 북구 진장동 명촌지구 60B-2L,,,25,24,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-283-4500,2020-03-25,6310000,울산광역시
㈜레드캡투어 울산영업소,영업소,울산광역시 남구 신정로 111 동해오피스텔 1004호,,35.541388,129.319454,울산광역시 중구 옥골샘3길 6,,,11,11,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-275-3771,2020-03-25,6310000,울산광역시
㈜한진렌트카 울산영업소,영업소,울산광역시 남구 달동 1250-1,,35.537501,129.330711,울산광역시 남구 달동 1250-1,,,23,21,2,0,0,,,,,,,,09:00,18:00,,,,,,,,052-900-5440,2020-03-25,6310000,울산광역시
㈜한진렌트카 울산제2영업소,영업소,울산광역시 중구 내황2길 9(반구동),,35.553522,129.341501,울산광역시 남구 무거동 1527-3,,,9,9,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-283-2114,2020-03-25,6310000,울산광역시
㈜신세계-진주 울산영업소,영업소,울산광역시 남구 달동 1305-10번지(꽃대나리로79),,35.533959,129.338633,울산광역시 남구 산업로 585번지 28(여천동 1252-3),,,15,15,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-245-6622,2020-03-25,6310000,울산광역시
㈜오케이렌트카 울산영업소,영업소,울산광역시 남구 달동 1288-7,,35.534094,129.334477,울산광역시 남구 달동 1288-7,,,11,10,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-276-3030,2020-03-25,6310000,울산광역시
㈜VIP렌트카-대구 울산영업소,영업소,울산광역시 남구 산업로 679,,35.541607,129.353109,울산광역시 남구 산업로 679,,,11,10,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-288-3800,2020-03-25,6310000,울산광역시
㈜VIP렌트카-포항 온산영업소,영업소,울산광역시 울주군 온산읍 신경5길 22,,35.431796,129.307429,울산광역시 울주군 온산읍 덕신리 523,,,24,23,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-239-9946,2020-03-25,6310000,울산광역시
㈜삼천리렌트카 울산영업소,영업소,울산광역시 북구 진장동 771-3,,35.560285,129.355176,울산광역시 북구 진장동 771-3,,,10,9,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-296-3200,2020-03-25,6310000,울산광역시
㈜삼천리렌트카 남울산영업소,영업소,울산광역시 남구 신정동 727-12,,35.532543,129.310885,울산광역시 남구 신정동 727-12,,,57,52,5,0,0,,,,,,,,09:00,18:00,,,,,,,,052-266-9887,2020-03-25,6310000,울산광역시
㈜지에스렌트리스,주사업장,경기도 평택시 칠괴길 118-4,경기도 평택시 칠괴동 495-2,37.0256974573,127.0826596775,,경기도 평택시 포승읍 홍원리 289,0,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,031-666-4982,2020-05-21,3910000,경기도 평택시
아이비렌트카㈜,주사업장,경기도 평택시 평남로 250-26,경기도 평택시 통복동 367-37,36.9927080959,127.0757491182,경기도 평택시 평남로 250-26,경기도 평택시 통복동 367-37,234,79,76,3,0,0,,,,,,,,09:00,18:00,,,,,,,,031-618-3382,2020-05-21,3910000,경기도 평택시
아이비렌트카㈜,주사업장,경기도 평택시 평남로 250-26,경기도 평택시 통복동 367-37,36.9927080959,127.0757491182,경기도 평택시 평남로 250-34,경기도 평택시 통복동 367-28,0,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,031-618-3382,2020-05-21,3910000,경기도 평택시
아이비렌트카㈜,주사업장,경기도 평택시 평남로 250-26,경기도 평택시 통복동 367-37,36.9927080959,127.0757491182,경기도 평택시 평남로 208,경기도 평택시 통복동 231-6,0,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,031-618-3382,2020-05-21,3910000,경기도 평택시
㈜우리렌트카,영업소,경기도 양주시 부흥로 1880,경기도 양주시 광사동 344-6,37.79101167,127.0736503,"경기도 양주시 부흥로 1880, 어하고개로 88-14","경기도 양주시 광사동 344-6, 삼숭동 37-1",,44,38,6,0,0,,,,,,,,09:00,18:00,,,,,,,최은숙,031-846-5700,2020-04-01,5590000,경기도 양주시
㈜에이제이렌트카,영업소,경기도 양주시 평화로 1426,경기도 양주시 덕계동 420-9,37.8181161,127.0462094,경기도 양주시 평화로 1426,경기도 양주시 덕계동 420-9,,20,10,10,0,0,,,,,,,,09:00,20:00,,,,,,,반채운,031-864-5858,2020-04-01,5590000,경기도 양주시
㈜뉴수호렌트카,영업소,경기도 양주시 백석읍 중앙로 9,경기도 양주시 백석읍 방성리 526-25,37.7921256,127.0100086,경기도 양주시 중앙로 9,경기도 양주시 백석읍 방성리 526-25,,1,1,0,0,0,,,,,,,,09:00,18:00,,,,,,,김한순,02-3491-8744,2020-04-01,5590000,경기도 양주시
㈜에듀카레져,영업소,경기도 양주시 독바위로 13(덕정동),경기도 양주시 덕정동 219-7,37.84003357,127.0629563,경기도 양주시 독바위로 13,경기도 양주시 덕정동 219-7,,18,17,1,0,0,,,,,,,,09:00,20:00,,,,,,,김지훈,02-375-9990,2020-04-01,5590000,경기도 양주시
가나다렌트카,주사업장,"인천광역시 미추홀구 경원대로752번길 19 (주안동, 110호)",,37.4501474881,126.690983,인천광역시 연수구 테크노파크로164,,,30,29,1,0,0,,,,,,,,08:00,20:00,,,,,,,,032-433-2324,2019-09-26,3510500,인천광역시 미추홀구
가나다렌트카,영업소,"인천광역시 미추홀구 소성로228번길 11 (학익동, 103호)",,37.438782,126.673065,인천광역시 연수구 테크노파크로164,,,11,10,1,0,0,,,,,,,,09:00,19:00,,,,,,,,032-462-7351,2019-09-26,3510500,인천광역시 미추홀구
엠티렌터카,주사업장,"인천광역시 미추홀구 문화로51(관교동,301호)",,37.4437012472,126.6985034712,인천광역시 연수구 테크노파크로 164,,,90,90,0,0,0,,,,,,,,09:30,19:00,,,,,,,,032-433-3005,2019-09-26,3510500,인천광역시 미추홀구
팔도렌트카,주사업장,인천광역시 미추홀구 낙섬서로49번길 30-9(용현동),,37.4547193951,126.6348239588,인천광역시 미추홀구 낙섬서로49번길 30-9 외 1곳,,,79,77,2,0,0,,,,,,,,08:30,20:00,,,,,,,,032-888-5595,2019-09-26,3510500,인천광역시 미추홀구
