낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,위도,경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
수원실내낚시터,기타,"경기도 수원시 권선구 권선로 652, 지하1층(권선동)","경기도 수원시 권선구 권선동 967, 지하1층",37.2600946,127.0224305,031-233-2733,86,잉어류,26,좌대,1만원/1시간,,구명환+구명줄,휴게실,수원화성,031-228-2917,수원시 농업기술센터,2019-03-25,3740000,경기도 수원시
해적왕실내낚시카페,기타,"경기도 수원시 팔달구 효원로307번길 47, 지하1층(인계동, 문화빌딩)","경기도 수원시 팔달구 인계동 1121-6, 지하1층",37.2629932,127.0359218,031-223-1123,88.5,잉어류,30,좌대,1만원/1시간,,구명환+구명줄,휴게실,수원화성,031-228-2917,수원시 농업기술센터,2019-03-25,3740000,경기도 수원시
원산도선촌해양낚시터,바다,충청남도 보령시 오천면 원산도2길 331-36,충청남도 보령시 원산도리 540,36.3850095,126.4296989,,792,우럭,100,수상좌대,"20,000",,"구명조끼, 소화기 등",화장실+쓰레기통,보령8경,041-930-6521,보령시 해양정책과,2019-09-06,4510000,충청남도 보령시
다산나정,기타,경상북도 고령군 다산면 나선로 312-27,경상북도 고령군 다산면 나정리 94,35.8304457456,128.399548373,,700,"붕어, 잉어",40,없음,"10,000",해당없음,"구명부환 1개,  소화기 1개","화장실 1개,        세면대 1개","노강서원, 성풍세효자비",054-950-7432,고령군,2019-05-15,5200000,경상북도 고령군
개나리,기타,경상북도 고령군 대가야읍 정정골길 67-39,경상북도 고령군 대가야읍 쾌빈리 585,35.7414879956,128.257957147,054-956-4804,1890,"붕어, 잉어",30,잔교형 좌대 2개,"10,000",해당없음,"구명부환 10개,  소화기 5개,   구명조끼 4개,","화장실 2개,        세면대 1개","대가야역사테마관광지, 대가야생활촌, 지산동고분군, 미숭산 자연휴양림",054-950-7432,고령군,2019-05-15,5200000,경상북도 고령군
기산낚시공원,저수지,,경기도 양주시 백석읍 기산리 183-2,37.7756722,126.9575814,031-876-5423,97.1,"붕어,잉어",2000,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-950-3203,한국농어촌공사,2019-05-10,5590000,경기도 양주시
살구골낚시터,평지,,경기도 양주시 은현면 도하리 396,37.8400104564,127.0042246306,031-868-2683,1.9,"붕어,잉어",1000,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-8082-6132,시유지,2019-05-10,5590000,경기도 양주시
용암낚시터,저수지,,경기도 양주시 은현면 용암리 346-2,37.8528449905,127.0500455298,031-858-4797,0.6,"붕어,잉어",1500,잔교형좌대,"15,000",-,해당사항 없음,해당사항 없음,-,031-8082-6132,시유지,2019-05-10,5590000,경기도 양주시
못말낚시터,평지,경기도 양주시 남면 현석로 781-14,경기도 양주시 남면 경신리 222,37.8514983556,126.9821002,031-855-6633,0.9,"붕어,잉어",950,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-8082-6132,시유지,2019-05-10,5590000,경기도 양주시
연곡낚시터,저수지,경기도 양주시 백석읍 연곡로182번길 100,경기도 양주시 백석읍 연곡리 69-1,37.8170042215,126.9595730941,031-879-5311,2.1,"붕어,잉어",1000,"잔교형좌대,연안방갈로","60,000",-,해당사항 없음,해당사항 없음,-,031-8082-6132,시유지,2019-05-10,5590000,경기도 양주시
추곡낚시터,저수지,경기도 광주시 추곡길 91,경기도 광주시 도척면 추곡리 386-3번지,37.28089721,127.2858675,,1.57,붕어+잉어,50,고정형,30000,,구명부환+소화기,화장실+쓰레기통,,,경기도 광주시청 농업정책과,2019-09-24,5540000,경기도 광주시
영흥바다낚시터,바다,인천광역시 옹진군 영흥면 영흥로176번길 21,인천광역시 옹진군 영흥면 내리 38-4,37.2607729594,126.4922389834,032-882-7780,32500,"참돔, 우럭 등",150,고정형,"1일 70,000원",,"구명조끼, 구명환 등","매표서, 매점 등",영흥 수산물 직판장,032-899-2733,옹진군청,2019-06-24,3580000,인천광역시 옹진군
내동저수지낚시터,저수지,인천광역시 옹진군 영흥면 내동로 100-15,인천광역시 옹진군 영흥면 내리 496-52,37.2667558572,126.4814390359,032-884-8282,7000,"붕어, 잉어",78,고정형,"1일 30,000원",,"구명조끼, 구명환 등","매표서, 매점 등",영흥 수산물 직판장,032-899-2733,옹진군청,2019-06-24,3580000,인천광역시 옹진군
천동,저수지,충청남도 천안시 동남구 동면 충절로 2466,충청남도 천안시 동남구 동면 동산리 252,36.7897916678,127.3676604089,,2600,붕어+잉어,50,고정형,"25,000",,구명부환+소화기+구급약품,화장실+쓰레기통,,,충청남도 천안시청,2019-06-18,4490000,충청남도 천안시
썸투더낚실내낚시터,기타,"경기도 수원시 권선구 동수원로58번길 18, 지하1층(곡반정동)","경기도 수원시 권선구 곡반정동 584-4, 지하1층",37.2354942,127.0262802,031-231-9934,39.9,잉어류,16,좌대,1만원/1시간,,구명환+구명줄,휴게실,수원화성,031-228-2917,수원시 농업기술센터,2019-03-25,3740000,경기도 수원시
왜목마을좌대낚시터,바다,충청남도 당진시 석문면 교로리 지선,충청남도 당진시 석문면 교로리 지선,11.11111111,111.1111111,041-0000-0005,120,우럭 장어,40,부유식,"25,000~30,000",없음,"구명조끼,구명환",커피 테이블,왜목항,041-350-4296,당진시청,2018-08-31,5680000,충청남도 당진시
대명호좌대낚시터,바다,충청남도 당진시 석문면 교로리 지선,충청남도 당진시 석문면 교로리 지선,11.11111111,111.1111111,041-0000-0006,120,우럭 놀래미,40,부유식,"25,000~30,000",없음,"구명조끼,구명환",커피 테이블,왜목항,041-350-4297,당진시청,2018-08-31,5680000,충청남도 당진시
미리내좌대낚시터,바다,충청남도 당진시 석문면 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0007,240,우럭(조피볼락),80,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,도비도,041-350-4298,당진시청,2018-08-31,5680000,충청남도 당진시
해성2호좌대낚시터,바다,충청남도 당진시 석문면 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0008,278,우럭(조피볼락),71,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,도비도,041-350-4299,당진시청,2018-08-31,5680000,충청남도 당진시
해성호좌대낚시터,바다,충청남도 당진시 석문면 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0009,218,우럭(조피볼락),49,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,도비도,041-350-4300,당진시청,2018-08-31,5680000,충청남도 당진시
당진낚시58호좌대낚시터,바다,충청남도 당진시 석문면 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0010,270,우럭(조피볼락),65,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,도비도,041-350-4301,당진시청,2018-08-31,5680000,충청남도 당진시
낚시타운좌대낚시터,바다,충청남도 당진시 석문면 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0011,300,우럭(조피볼락),100,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,난지섬,041-350-4302,당진시청,2018-08-31,5680000,충청남도 당진시
부흥호좌대낚시터,바다,충청남도 당진시 석문면 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0012,469,우럭(조피볼락),176,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,난지섬,041-350-4303,당진시청,2018-08-31,5680000,충청남도 당진시
미리내2호좌대낚시터,바다,충청남도 당진시 석문면 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0013,120,우럭(조피볼락),40,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,난지섬,041-350-4304,당진시청,2018-08-31,5680000,충청남도 당진시
훼미리호좌대낚시터,바다,충청남도 당진시 석문면 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0014,262,우럭(조피볼락),87,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,난지섬,041-350-4305,당진시청,2018-08-31,5680000,충청남도 당진시
스카이 좌대낚시터,바다,충청남도 당진시 석문면 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0015,300,우럭(조피볼락),82,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,난지섬,041-350-4306,당진시청,2018-08-31,5680000,충청남도 당진시
아쿠아좌대낚시터,바다,충청남도 당진시 석문면 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0016,186,우럭(조피볼락),53,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,도비도,041-350-4307,당진시청,2018-08-31,5680000,충청남도 당진시
난지섬해상좌대낚시터,바다,충청남도 당진시 석문변 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0017,904,우럭 놀래미,68,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,난지섬,041-350-4308,당진시청,2018-08-31,5680000,충청남도 당진시
돌고래좌대낚시터,바다,충청남도 당진시 석문면 난지도리 지선,충청남도 당진시 석문면 난지도리 지선,11.11111111,111.1111111,041-0000-0018,356,우럭(조피볼락),120,부유식,"25,000~40,000",없음,"구명조끼,구명환",커피 테이블,도비도,041-350-4309,당진시청,2018-08-31,5680000,충청남도 당진시
용담낚시터,바다,인천광역시 옹진군 영흥면 영흥남로9번길 311,인천광역시 옹진군 영흥면 외리 21,37.2415537549,126.4752599147,032-886-8969,27000,"참돔, 우럭",200,고정형,"1일 60,000원",,"구명조끼, 구명환 등","매표서, 매점 등",영흥 수산물 직판장,032-899-2733,옹진군청,2019-06-24,3580000,인천광역시 옹진군
사량도 바다낚시터,바다,,경상남도 통영시 사량면 금평리 247-10,34.84478654,128.223943,,0.04,해수어류,20,수상방갈로,1일 20000원,,구명부환+구명조끼+소화기+구급약품,화장실+휴지통+안전쉼터,,055-650-0810,통영시 해양개발과,2020-04-06,5330000,경상남도 통영시
능양어촌계 유료낚시터,바다,,경상남도 통영시 사량면 양지리 산94,34.79957663,128.2471091,,0.05,해수어류,10,수상방갈로,1일 100000원,,구명부환+구명조끼+소화기+구급약품,화장실+휴지통+안전쉼터,,055-650-0810,통영시 해양개발과,2020-04-06,5330000,경상남도 통영시
유동낚시터,바다,,경상남도 통영시 욕지면 서산리 114-7,34.61907001,128.2413462,,0.05,해수어류,20,수상방갈로,1일 20000원,,구명부환+구명조끼+소화기+구급약품,화장실+휴지통+안전쉼터,,055-650-0810,통영시 해양개발과,2020-04-06,5330000,경상남도 통영시
앵남낚시터,평지,전라남도 화순군 화순읍 앵무동1길 132,전라남도 화순군 화순읍 앵남리 21-3,35.0503266901,126.924278,061-374-9554,862,잉어+향어+메기,30,고정형,15000,,구명부환+소화기+구급약품,화장실+주차장,"도곡온천,운주사",061-379-3646,전남 화순군청,2019-10-08,4900000,전라남도 화순군
청풍낚시터,평지,전라남도 화순군 청풍면 차풍로 370,,34.9046052905,126.9802481539,061-373-9808,2702,잉어+붕어+메기,80,고정형,20000,,구명부환+소화기+구급약품,화장실+주차장,"도곡온천,운주사",061-379-3646,전남 화순군청,2019-10-08,4900000,전라남도 화순군
송추,평지,경기도 양주시 장흥면 호국로 586-24,경기도 양주시 장흥면 울대리 426-1,37.7177652,126.9792169485,031-826-0529,0.3,"붕어,잉어",500,잔교형좌대,"10,000",-,해당사항 없음,해당사항 없음,-,,개인,2019-05-10,5590000,경기도 양주시
삼하,평지,,"경기도 양주시 장흥면 삼하리 198-1,3,4",37.6733077483,126.9088061528,031-871-0047,0.5,"붕어,잉어",300,잔교형좌대,"20,000",-,해당사항 없음,해당사항 없음,-,,개인,2019-05-10,5590000,경기도 양주시
은현,평지,경기도 양주시 은현면 그루고개로490번길 49-27,경기도 양주시 은현면 도하리 120-4,37.8514626164,127.0157937810,031-863-8935,0.6,"붕어,잉어",600,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,,개인,2019-05-10,5590000,경기도 양주시
장자원,평지,경기도 양주시 장흥면 일영로502번길 2-105,경기도 양주시 장흥면 삼상리 455-1,37.6857437393,126.9285218291,031-855-7244,0.4,"붕어,잉어",900,잔교형좌대,"15,000",-,해당사항 없음,해당사항 없음,-,,개인,2019-05-10,5590000,경기도 양주시
동산,저수지,경기도 양주시 남면 감악산로514번길 54-20,경기도 양주시 남면 신암리 99-4,37.9082939896,126.9653998150,031-863-0002,0.2,"붕어,잉어",300,잔교형좌대,"10,000",-,해당사항 없음,해당사항 없음,-,,개인,2019-05-10,5590000,경기도 양주시
광사,평지,경기도 양주시 부흥로 1864-40,경기도 양주시 광사동 373-10,37.7885519026,127.0709504092,031-847-0520,0.3,"붕어,잉어",300,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,,개인,2019-05-10,5590000,경기도 양주시
칠봉산,평지,경기도 양주시 천보산로 201,경기도 양주시 회암동 194,37.8568713657,127.0985831090,031-866-1577,0.4,"붕어,잉어",1200,잔교형좌대,"30,000",-,해당사항 없음,해당사항 없음,-,,개인,2019-05-10,5590000,경기도 양주시
원당,저수지,,경기도 양주시 남면 황방리 377-1,37.9223536333,126.9869436187,031-865-5206,11.8,"붕어,잉어",1000,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-950-3203,한국농어촌공사,2019-05-10,5590000,경기도 양주시
봉암낚시터,저수지,경기도 양주시 남면 양연로173번길 82-28,경기도 양주시 남면 황방리 230,37.9234617,126.9946590016,031-863-7679,17,"붕어,잉어",1000,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-950-3203,한국농어촌공사,2019-05-10,5590000,경기도 양주시
덕계낚시터,저수지,,경기도 양주시 덕계동 산 57-1,37.8279182,127.0480893,031-845-4855,9.1,"붕어,잉어",1000,잔교형좌대,"25,000",-,해당사항 없음,해당사항 없음,-,031-950-3203,한국농어촌공사,2019-05-10,5590000,경기도 양주시
