업소명,업종명코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,업소전화번호,할인적용최소연령,할인율,할인금액,할인대상서비스명,할인부가정보,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,경로우대업소지정일자,경로우대업소해제일자,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
본가,2 ,울산광역시,동구,31170,울산광역시 동구 방어진순환도로 929-1,,35.52416649,129.4326363,000-0000-0000,66,5,,,,00:00,00:00,00:00,00:00,00:00,00:00,2018-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
부자집왕족발,2 ,울산광역시,동구,31170,울산광역시 동구 남목17길 15,,35.54284268,129.4276574,052-234-7750,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2016-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
블루헤어샵,7 ,울산광역시,동구,31170,울산광역시 동구 대송6길 58,,35.50114399,129.418437,052-234-4050,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
비원베이커리,2 ,울산광역시,동구,31170,울산광역시 동구 화문로 64,,35.48316403,129.4158534,052-201-6949,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
산호횟집,2 ,울산광역시,동구,31170,울산광역시 동구 중진길 51,,35.48321781,129.4241304,052-236-8582,66,5,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
삼성관,2 ,울산광역시,동구,31170,울산광역시 동구 동해안로 63,,35.54267265,129.4298351,052-233-6855,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
삼원횟집,2 ,울산광역시,동구,31170,울산광역시 동구 주전해안길 242,,35.55365939,129.4578505,052-251-2586,66,5,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
샘미용실,7 ,울산광역시,동구,31170,울산광역시 동구 중진길 46-1,,35.48337567,129.4236284,000-0000-0000,66,5,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
샤넬미용실,7 ,울산광역시,동구,31170,울산광역시 동구 안산로 50,,35.54251319,129.430236,052-252-0207,66,컷트10~50,,,,00:00,00:00,00:00,00:00,00:00,00:00,2016-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
샤르망미용실,7 ,울산광역시,동구,31170,울산광역시 동구 대송로 77,,35.50130955,129.4245508,000-0000-0000,66,컷?펌 30,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-10-06,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
서울사진관,99,울산광역시,동구,31170,울산광역시 동구 학문로 35-1,,35.5030391,129.4252904,052-235-4085,66,5,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-10-06,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
서지나헤어리더,7 ,울산광역시,동구,31170,울산광역시 동구 꽃바위로 223,,35.48070356,129.414894,052-233-8074,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
성경막창,2 ,울산광역시,동구,31170,울산광역시 동구 대송9길 16,,35.49963415,129.4211155,052-201-4994,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
성안중탕원,4 ,울산광역시,동구,31170,울산광역시 동구 월봉9길 23,,35.49413724,129.4215014,052-910-7476,66,,"5,000원",,,00:00,00:00,00:00,00:00,00:00,00:00,2016-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
세왕탕,8 ,울산광역시,동구,31170,울산광역시 동구 옥류로 68-1,,35.54477251,129.4261457,052-251-0187,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
소망헤어숍,7 ,울산광역시,동구,31170,"울산광역시 동구 산록길68, 늘푸른아파트상가 4-4",,35.51401768,129.4200752,052-235-8317,66,"파마30, 커트50",,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-07-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
김예숙 한복,99,울산광역시,동구,31170,울산광역시 동구 진성14길 77,,35.50883181,129.4254294,052-251-5553,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-12-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
깔꾸리맛집,2 ,울산광역시,동구,31170,울산광역시 동구 대송7길 26,,35.49996758,129.4195873,052-209-0022,66,,500원 할인,,,00:00,00:00,00:00,00:00,00:00,00:00,2017-10-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
꽃나래 디자인,99,울산광역시,동구,31170,울산광역시 동구 진성10길 87,,35.50900007,129.4281717,052-252-5223,66,20,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-12-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
꽃바위아구찜,2 ,울산광역시,동구,31170,울산광역시 동구 꽃바위로 214,,35.47978849,129.4145141,052-201-0202,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
남목신발,99,울산광역시,동구,31170,울산광역시 동구 동해안로 29,,35.54192898,129.4264966,052-232-0914,66,5,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
뉴서울미용실,7 ,울산광역시,동구,31170,울산광역시 동구 녹수길 55,,35.5135462,129.4279296,052-233-8241,66,20,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-08-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
당케과자점,2 ,울산광역시,동구,31170,울산광역시 동구 대송로 57-1,,35.50293021,129.4249697,052-252-4320,66,5,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-10-06,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
대성횟집,2 ,울산광역시,동구,31170,울산광역시 동구 보밑길 79,,35.54813451,129.4548329,052-251-6351,66,5,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
대송탕,8 ,울산광역시,동구,31170,울산광역시 동구 대송2길 21,,35.50063149,129.4188315,052-232-0062,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-03-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
대송횟집,2 ,울산광역시,동구,31170,울산광역시 동구 대송8길 14,,35.49963687,129.4204413,052-236-0083,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
대왕초장,2 ,울산광역시,동구,31170,울산광역시 동구 일산진11길 150,,35.50004555,129.4350509,052-235-3436,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-10-29,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
대지이용원,7 ,울산광역시,동구,31170,울산광역시 동구 진성5길 40,,35.50782745,129.4269816,052-232-6224,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-12-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
도쿄 헤어샵,7 ,울산광역시,동구,31170,울산광역시 동구 명덕로 4-1,,35.52242082,129.4323411,052-236-0350,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
돈사랑,2 ,울산광역시,동구,31170,울산광역시 동구 진성8길 136,,35.51159437,129.4299955,052-233-7465,66,5,,,,00:00,00:00,00:00,00:00,00:00,00:00,2017-11-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
동구꽃백화점,99,울산광역시,동구,31170,울산광역시 동구 대학길 129,,35.49804301,129.4247875,052-251-6966,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
동그라미 분식,2 ,울산광역시,동구,31170,울산광역시 동구 진성5길 31,,35.50756815,129.4276878,052-232-5320,66,5~10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-12-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
동서빌사우나,8 ,울산광역시,동구,31170,울산광역시 동구 동진로 4,,35.48668448,129.4255918,052-252-2700,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
동해반점,2 ,울산광역시,동구,31170,울산광역시 동구 옥류2길 12,,35.54020472,129.4258537,052-209-2588,66,,식사류 천원할인,,,00:00,00:00,00:00,00:00,00:00,00:00,2017-11-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
동해회냉면,2 ,울산광역시,동구,31170,울산광역시 동구 옥류2길 17,,35.54012985,129.4254546,052-233-0812,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
두산정식,2 ,울산광역시,동구,31170,울산광역시 동구 번덕8길 63,,35.49999294,129.4267546,052-236-6650,66,정식 10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-10-06,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
등뼈감자탕,2 ,울산광역시,동구,31170,울산광역시 동구 전하로 6-1,,35.51244804,129.4300212,052-234-0059,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-05-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
딸기미용실,7 ,울산광역시,동구,31170,울산광역시 동구 등대로 8-8,,35.49171115,129.4270827,052-252-1060,66,,미용금액고정 2만원~2만5천원,,,00:00,00:00,00:00,00:00,00:00,00:00,2015-02-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
똘레랑스 헤어,7 ,울산광역시,동구,31170,울산광역시 동구 대송7길 16,,35.49953628,129.4197066,052-236-1631,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-03-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
뚜레쥬르,2 ,울산광역시,동구,31170,울산광역시 동구 대학길 48,,35.49856725,129.4204003,052-236-4988,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2016-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
뚜레쥬르 방어점,2 ,울산광역시,동구,31170,울산광역시 동구 화문로 51,,35.48402641,129.4147247,052-201-3007,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
로데미용실,7 ,울산광역시,동구,31170,울산광역시 동구 월봉4길 76,,35.48990275,129.4207617,052-251-7477,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2015-02-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
마늘보쌈,2 ,울산광역시,동구,31170,울산광역시 동구 옥류로 12,,35.54012592,129.4267245,052-252-9909,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
명빈충무김밥,2 ,울산광역시,동구,31170,울산광역시 동구 진성14길 69,,35.50840034,129.4255574,052-236-4936,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2017-11-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
명성세탁소,99,울산광역시,동구,31170,울산광역시 동구 번덕3길 18,,35.50094462,129.4274619,000-0000-0000,66,5~10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2017-10-26,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
유진헤어,7 ,대구광역시,남구,27200,대구광역시 남구 현충로26길 67,대구광역시 남구 대명동 329-13,35.84428346,128.5836801,053-654-1935,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
예지,7 ,대구광역시,남구,27200,대구광역시 남구 대명로58길 14,대구광역시 남구 대명동 202-1,35.84314268,128.5875154,070-4151-0107,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
은지,7 ,대구광역시,남구,27200,대구광역시 남구 대명로60길 16,대구광역시 남구 대명동 149-17,35.84369353,128.5890472,053-626-3787,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
진 미용실,7 ,대구광역시,남구,27200,대구광역시 남구 대명로284,대구광역시 남구 대명동177-1,35.84351346,128.5872636,053-621-1467,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
홍아,7 ,대구광역시,남구,27200,대구광역시 남구 대명로20길 74,대구광역시 남구 대명동 1030-1,35.83588561,128.5679473,053-623-3122,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
찬미미용실,7 ,대구광역시,남구,27200,대구광역시 남구 대명로 20길 35,대구광역시 남구 대명동 962-3,35.83773777,128.5681846,053-656-0055,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
청수 미용실,7 ,대구광역시,남구,27200,대구광역시 남구 대명남로67-2,대구광역시 남구 대명동 1087-16,35.83500053,128.5656829,000-000-0000,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
깍쟁이,7 ,대구광역시,남구,27200,대구광역시 남구 자유6길 50,대구광역시 남구 대명동 460-1,35.83719178,128.5824129,000-000-0000,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
다은,7 ,대구광역시,남구,27200,대구광역시 남구 자유1길 61,대구광역시 남구 대명동 377-23,35.8383039,128.5835501,053-624-4591,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
중앙 미용실,7 ,대구광역시,남구,27200,대구광역시 남구 안지랑로16길 67,대구광역시 남구 대명동 829-2,35.83685725,128.5751602,053-623-4731,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
동아,7 ,대구광역시,남구,27200,대구광역시 남구 대명복개로 117,대구광역시 남구 대명동 1604-16,35.8413933,128.5651842,053-652-8907,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
까르페디엠,7 ,대구광역시,남구,27200,대구광역시 남구 대명로25길 46,대구광역시 남구 대명동 1646-14,35.84151246,128.5715305,053-626-9314,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
한나,7 ,대구광역시,남구,27200,대구광역시 남구 대명로21길 24,대구광역시 남구 대명동 1634-14,35.8406693,128.5693004,000-000-0000,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
정민경헤어,7 ,대구광역시,남구,27200,대구광역시 남구 대명로145,대구광역시 남구 대명동 1638-5,35.83946562,128.5736903,000-000-0000,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
예림미용실,7 ,대구광역시,남구,27200,대구광역시 남구 봉덕로20길 18,대구광역시 남구 봉덕동 557-28,35.8437984692,128.6006927688,053-471-6507,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
관문,7 ,대구광역시,남구,27200,"대구광역시 남구 관문시장2길 43, 9열16호",대구광역시 남구 대명동 1160,35.83553626,128.5590552,053-628-7080,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
정미용실,7 ,대구광역시,남구,27200,대구광역시 남구 대명서로 55,대구광역시 남구 대명동 1580-2,35.8310335,128.5601781,053-623-9012,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
정희 미용실,7 ,대구광역시,남구,27200,대구광역시 남구 대명남로22-1,대구광역시 남구 대명동 1486-12,35.83386048,128.5608724,000-000-0000,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
한아름,7 ,대구광역시,남구,27200,대구광역시 남구 골안길 72,대구광역시 남구 대명동 1245-3,35.835395,128.562584,053-654-9719,65,,,,,10:00,22:00,10:00,22:00,10:00,22:00,2019-01-01,,대구남구,053-664-2538,2020-03-20,3440000,대구광역시 남구
1001안경 꽃바위점,99,울산광역시,동구,31170,울산광역시 동구 화문로 62,,35.48320306,129.415524,052-232-4881,66,20,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
EXR 스포츠센터,8 ,울산광역시,동구,31170,울산광역시 동구 방어진순환도로 637,,35.49897292,129.4274731,052-233-6100,66,목욕17,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-10-06,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
강원반점,2 ,울산광역시,동구,31170,울산광역시 동구 남목18길 8,,35.54277783,129.4285507,052-232-6668,66,20-25,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
고궁다슬기,2 ,울산광역시,동구,31170,울산광역시 동구 학문로 89,,35.5037427,129.4193304,052-236-1675,66,10,,,,00:00,00:00,00:00,00:00,00:00,00:00,2014-01-01,,울산광역시 동구청,052-209-3436,2020-02-14,3710000,울산광역시 동구
