육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
용봉육교,시도,대1-1,서암대로 144번길 11,광주광역시 북구 서암대로144번길 11(신안동),35.169655,126.900254,27,,,4.8,3,,,N,없음,,,,1991-12-30, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
동강육교,시도,대1-2,동문대로 53,광주광역시 북구 동문대로 53(우산동),35.169549,126.920755,27,,,4.9,3,,,N,없음,,,,1992-12-30, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
동림초교앞육교,시도,대1-6,북문대로 236,광주광역시 북구 북문대로 236(동림동),35.186674,126.867035,32,,,5,2.9,,,N,없음,,,,1998-11-04, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
연제보도교,시도,대3-39,첨단연신로91번길22,광주광역시 북구 첨단연신로91번길 22(신용동),35.206233,126.861585,28,,,4.5,5,,,Y,점자블럭+경사로,,,,2014-12-11, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
양산제2육교,시도,대2-7,하서로 225,광주광역시 북구 하서로 225(양산동),35.195245,126.876865,25.8,,,5,3,,,N,없음,,,,1997-06-07, ,양호,제한없음,,정기점검,2018-12-11,광주광역시 북구청,2020-06-30,3620000,광주광역시 북구
신안육교,시도,3번,신안로,경상남도 진주시 신안로 52,35.183259,128.070755,36.6,4.5,3.5,4.5,3,1.2,6,N,없음,,없음,,1995-01-01,N,양호,제한없음,,정기점검,2020-06-01,경상남도 진주시,2020-06-30,5310000,경상남도 진주시
도동육교,시도,3번,대신로,경상남도 진주시 대신로 324,35.189301,128.116811,28.9,4.5,3.5,4.5,3,1.2,6,N,없음,,없음,,1992-01-01,N,양호,제한없음,,정기점검,2020-06-01,경상남도 진주시,2020-06-30,5310000,경상남도 진주시
칠암육교,시도,3번,동진로,경상남도 진주시 동진로 46,35.179063,128.096529,20.5,4.5,3.5,4.5,3,1.2,6,N,없음,,없음,,1996-01-01,N,양호,제한없음,,정기점검,2020-06-01,경상남도 진주시,2020-06-30,5310000,경상남도 진주시
상대육교,시도,3번,동진로,경상남도 진주시 동진로 155,35.179611,128.109317,20.5,4.5,3.5,4.5,3,1.2,5,N,없음,,없음,,1994-01-01,N,양호,제한없음,,정기점검,2020-06-01,경상남도 진주시,2020-06-30,5310000,경상남도 진주시
개양육교,시도,3번,진주대로,경상남도 진주시 진주대로 488,35.150064,128.103975,32.5,4.5,3.5,4.5,3,1.2,6,Y,경사로,1,없음,,2006-01-01,N,양호,제한없음,,정기점검,2020-06-01,경상남도 진주시,2020-06-30,5310000,경상남도 진주시
대림육교,일반국도,"31, 35",태백로,강원도 태백시 태백로 1037,37.1607811,128.990816,22.6,5.8,5,4.5,1.8,1.3,0,N,-,0,-,0,1994-01-01,N,양호,제한없음,"육교도색,데크보수",정기점검,2020-06-30,태백시청,2020-07-13,4220000,강원도 태백시
상장육교,일반국도,"31, 35",태백로,강원도 태백시 태백로 1221,37.1508221,128.991114,22.6,5.8,5,4.3,1.8,1.3,0,N,-,0,-,0,1991-01-01,N,양호,제한없음,"육교도색,데크보수",정기점검,2020-06-30,태백시청,2020-07-13,4220000,강원도 태백시
논산역 인도육교,기타,1,해월로,충청남도 논산시 계백로 1091,36.2083686,127.095995,90,4.8,,4,,,,N,없음,,,,,Y,양호,제한없음,,정기점검,2019-03-25,충청남도 논산시,2020-05-08,4540000,충청남도 논산시
놀뫼대로 보도육교,기타,1,도시계획도로,충청남도 논산시 득안대로 1499,36.1969545,127.083561,28,4.8,,4,2.5,,,N,없음,,,,,Y,양호,제한없음,,정기점검,2019-03-25,충청남도 논산시,2020-05-08,4540000,충청남도 논산시
득안대로 보도육교,기타,1,도시계획도로,충청남도 논산시 시민로307번길 17,36.1920267,127.089756,28,4.8,,4,2.5,,,N,없음,,,,,Y,양호,제한없음,,정기점검,2019-03-25,충청남도 논산시,2020-05-08,4540000,충청남도 논산시
골사그네육교,일반국도,국도1호선,경수대로,의왕시 경수대로 81,37.334824,126.980738,51.7,4.5,,4.5,3,1.05,12,Y,경사로,2,-,,2001-12-31,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
갈미제1육교,시도,갈미로,갈미로,의왕시 갈미로 61,37.376677,126.974445,43.8,5.3,,4.5,3,1.4,2,Y,경사로,2,-,,2001-12-30,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
갈미제2육교,시도,갈미1로,갈미1로,의왕시 갈미로 27,37.377178,126.971818,44,5.3,,4.5,3,1.4,2,Y,경사로,2,-,,2001-12-31,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
갈미제4육교,시도,계원대학로,관평로,의왕시 계원대학로 34,37.379418,126.974829,76.4,5.3,,4.5,3,1.3,9,Y,경사로,2,-,,2001-12-30,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
의왕초교육교,시도,모락로,모락로,의왕시 모락로 56,37.363331,126.967444,30,4.9,,4.8,3,1.57,52,Y,경사로,2,캐노피,1,2002-12-31,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
청계육교,시도,안양판교로,안양판교로,의왕시 안양판교로 238,37.388940,126.997523,41,5.2,,5,3,1.3,22,Y,점자블럭+엘리베이터,3,엘리베이터,2,2008-12-31,N,양호,제한없음,"목재데크, 재 도장",정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
고천육교,일반국도,국도1호선,경수대로,의왕시 경수대로 233,37.347615,126.974206,33,6.3,,5,4.4,1.15,8,Y,점자블럭+엘리베이터,3,엘리베이터,2,2007-12-30,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
오전육교,일반국도,국도1호선,경수대로,의왕시 경수대로 307,37.353631,126.970361,76.4,6.5,,5,4.4,1.17,8,Y,점자블럭+엘리베이터,3,엘리베이터,2,2007-12-30,N,양호,제한없음,"목재데크, 배수관 재설치",정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
의왕역보도육교,시도,왕송못동로,왕송못동로,의왕시 왕송못동로 79,37.321324,126.945829,40,6.5,,5,5,1.87,17,Y,경사로+엘리베이터,2,캐노피+엘리베이터,2,,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
포일숲속보도육교,시도,성고개로,성고개로,의왕시이미로 40,37.401793,126.991860,34,5.7,,5.5,3.5,1.2,7,Y,점자블록+엘리베이터,3,엘리베이터,2,,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
등산보도육교,시도,안양판교로,안양판교로,의왕시 하오개로 60,37.393587,127.038143,62,,,5,3,2.3,6,N,-,0,-,,,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
의왕톨게이트육교,지방도,지방도309호선,과천봉담도고속화도로,의왕시 오전로 24,37.347446,126.984456,130,5.1,,4.5,2.4,1.95,2,Y,엘리베이터,2,캐노피+엘리베이터,3,2017-12-31,N,양호,제한없음,,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
학의천2교,시도,안양판교로,안양판교로,의왕시 안양판교로 226,37.387759,126.990659,50,3.6,,3,4.3,1.3,8,Y,경사로,1,-,,,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
금천보도교,시도,왕송못동로,왕송못동로,의왕시 왕송못동로 78,37.321961,126.945377,26,1.8,,0,6,1.2,0,Y,경사로,1,-,,,N,양호,제한없음,-,정기점검,2020-04-02,의왕시청,2020-06-23,4030000,경기도 의왕시
호암지육교,시도,대로3-3호선,대로3-3호선,충청북도 충주시 호암동 584-6,36.964294562,127.924623498,,,,4.5,,,,Y,경사로,,,,, ,양호,제한없음,,정기점검,2020-06-23,충청북도 충주시,2020-06-30,4390000,충청북도 충주시
목행육교,시도,대로1-1호선,대로1-1호선,충청북도 충주시 목행동 508-18,37.003759834,127.916596639,,,,5,,,,N,없음,,,,, ,양호,제한없음,,정기점검,2020-06-23,충청북도 충주시,2020-06-30,4390000,충청북도 충주시
달천초교앞육교,일반국도,3호선,3호선,충청북도 충주시 용두동 462-1,36.962287569,127.879541866,,,,5,,,,N,없음,,,,, ,양호,제한없음,,정기점검,2020-06-23,충청북도 충주시,2020-06-30,4390000,충청북도 충주시
기업도시 육교 1호,시도,대로3-가금1호선,대로3-가금1호선,충청북도 충주시 중앙탑면 용전리 726,37.014284697,127.826973709,,,,4.5,,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2020-06-23,충청북도 충주시,2020-06-30,4390000,충청북도 충주시
기업도시 육교 2호,시도,대로2-주덕1호선,대로2-주덕1호선,충청북도 충주시 주덕읍 화곡리 1259,37.006543531,127.815413162,,,,4.5,,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2020-06-23,충청북도 충주시,2020-06-30,4390000,충청북도 충주시
부평역,기타,철도,철도,인천광역시 부평구 광장로16,37.489310904,126.722286102,70,7.5,7.5,7,3,2,8,N,N,,,,1971-01-01,N,미흡,제한없음,"2017년 부평역 보도육교 보수,보강 공사",정기점검,2020-04-03,인천광역시 부평구 도로과,2020-07-08,3540000,인천광역시 부평구
서초,기타,철도,철도,인천광역시 부평구 경인로1083번길 62,37.488451114,126.742469790,45.4,7.5,7.5,7,5,2,10,N,N,,,,1994-01-02,N,보통,제한없음,"2015년 서초보도육교 바닥정비 공사2017 부개서초보도육교 정비공사-바닥면 철거, 판석 철거, 도막 포장",정기점검,2020-04-03,인천광역시 부평구 도로과,2020-07-08,3540000,인천광역시 부평구
신촌,시도,경원대로,경원대로,인천광역시 부평구 경원대로 1222,37.486109497,126.707118532,39,5,7.5,4.5,4,1.2,10,Y,경사로,2,,,2001-05-07,N,보통,제한없음,"2010년 신촌보도육교 보수공사2019년 신촌보도육교 정비공사-도장(벽체, 천정) , 포장보수",정기점검,2020-04-03,인천광역시 부평구 도로과,2020-07-08,3540000,인천광역시 부평구
구산동,시도,무네미로,무네미로,인천광역시 부평구 무네미로 478,37.476266094,126.752465974,36.1,5,7.5,4.5,4,1.2,0,Y,경사로,2,,,2001-04-06,N,보통,제한없음,,정기점검,2020-04-03,인천광역시 부평구 도로과,2020-07-08,3540000,인천광역시 부평구
행복육교,기타,동수북로,동수북로,인천광역시 부평구 동수북로,37.487714585,126.714085903,49,5,7.5,4.5,3,1.2,8,N,승강기,2,,,2005-01-02,N,양호,제한없음,,정기점검,2020-04-03,인천광역시 부평구 도로과,2020-07-08,3540000,인천광역시 부평구
구산초교,시도,길주로,길주로,인천광역시 부평구 길주로,37.50659343,126.7396592,34,5,7.5,4.5,6,1.2,4,Y,경사로,2,,,2004-01-02,N,보통,제한없음,,정기점검,2020-04-03,인천광역시 부평구 도로과,2020-07-08,3540000,인천광역시 부평구
굴포초교,시도,굴포로,굴포로,인천광역시 부평구 굴포로,37.51166541,126.7373257,41.5,5,7.5,4.5,6,1.2,6,Y,경사로,2,,,2004-01-01,N,보통,제한없음,2012년 굴포초교보도육교 계단보수공사 시행,정기점검,2020-04-03,인천광역시 부평구 도로과,2020-07-08,3540000,인천광역시 부평구
진산초교,시도,수변로,수변로,인천광역시 부평구 수변로,37.51213891,126.7405985,41.5,5,7.5,4.5,4,1.2,0,N,N,,,,2004-01-02,N,보통,제한없음,,정기점검,2020-04-03,인천광역시 부평구 도로과,2020-07-08,3540000,인천광역시 부평구
여울보도육교,시도,"굴포천, 굴포로","굴포천, 굴포로",인천광역시 부평구 굴포로,37.51333362,126.7410016,138,5,7.5,4.5,4,1.2,14,Y,경사로,3,,,2004-01-02,N,보통,제한없음,,정기점검,2020-04-03,인천광역시 부평구 도로과,2020-07-08,3540000,인천광역시 부평구
삼산1보도육교,구도,영성동로17번길,영성동로18번길,인천광역시 부평구 영성동로 18번길,37.51819546,126.7497965,31.2,5,7.5,4.5,6.5,1.2,0,Y,"경사로,승강기",4,,,2010-01-01,N,보통,제한없음,2015년 삼산1보도육교 합성데크 보수공사,정기점검,2020-04-03,인천광역시 부평구 도로과,2020-07-08,3540000,인천광역시 부평구
삼산2보도육교,시도,평천로,평천로,인천광역시 부평구 평천로,37.51655745,126.7485267,70.9,5,7.5,4.5,5.5,1.2,0,Y,"경사로,승강기",4,,,2010-01-02,N,보통,제한없음,2019년 삼산2보도육교 정비공사-상판 목재 데크 교체-하부 각파이브 정비,정기점검,2020-04-03,인천광역시 부평구 도로과,2020-07-08,3540000,인천광역시 부평구
우신초교 앞 보도육교,시도,147,신길로,서울특별시 영등포구 신길로 190,37.509263,126.910801,23,4.7,,4.5,3.4,1,8,Y,점자블록+핸드레일 촉지판,24,,,1980-09-18, ,보통,제한없음,,정기점검,2020-03-04,영등포구청,2020-05-08,3180000,서울특별시 영등포구
영등포수원지 앞 보도육교,시도,199,노들로,서울특별시 영등포구 양화동 1,37.547472,126.883871,40,5.4,,4.6,3.6,1,6,Y,점자블록,,,,1980-09-18, ,보통,제한없음,,정기점검,2020-03-04,영등포구청,2020-05-08,3180000,서울특별시 영등포구
영등포역 횡단 보도육교,기타,없음,경인선,서울특별시 영등포구 경인로94길 7,37.513895,126.903695,83,,0.5,5.6,3.2,1.8,14,Y,엘리베이터,,,,1974-12-01, ,보통,제한없음,콘크리트면 보수,정기점검,2020-03-04,영등포구청,2020-05-08,3180000,서울특별시 영등포구
문래 보도육교,시도,245,서부간선도로,서울특별시 영등포구 문래로4길 4,37.520246,126.882018,40,5.1,0.5,4.5,4,1.2,,Y,엘리베이터,,,,2006-06-30,Y,양호,제한없음,"구조물세척, 재도장(부분), 교대측면 마감철판 설치",정기점검,2020-03-04,영등포구청,2020-05-08,3180000,서울특별시 영등포구
양평1 보도육교,시도,245,서부간선도로,서울특별시 영등포구 양산로 3,37.526193,126.883081,43,5.7,0.5,4.5,4,1.2,,Y,엘리베이터,,,,2006-06-30,Y,양호,제한없음,구조물 재도장,정기점검,2020-03-04,영등포구청,2020-05-08,3180000,서울특별시 영등포구
양평2 보도육교,시도,245,서부간선도로,서울특별시 영등포구 양평로21길 26,37.533447,126.891821,45,5.7,0.34,4.5,4,1.2,,Y,엘리베이터,,,,2006-06-30,Y,양호,제한없음,"구조물 세척, 재도장",정기점검,2020-03-04,영등포구청,2020-05-08,3180000,서울특별시 영등포구
도림 보도육교,기타,없음,도림천,서울특별시 영등포구 도영로7길 15,37.508955,126.892771,104.6,,,4.5,2.5,1.2,,Y,턱낮추기,,,,2016-10-31,Y,양호,제한없음,"구조물 세척, 재도장(부분)",정기점검,2020-03-04,영등포구청,2020-05-08,3180000,서울특별시 영등포구
선유도 기존보도육교,시도,199,"노들로, 올림픽대로",서울특별시 영등포구 양평로24길 36,37.541546,126.895135,108,,,4.5,4,1,5,Y,엘리베이터,,,,1978-11-30, ,양호,제한없음,"구조물세척, 계단 난간 보수, 기초부 마감재 보수, 강재 도장",정기점검,2020-03-04,영등포구청,2020-05-08,3180000,서울특별시 영등포구
신영로타리 보도육교,특별시도,4901번,세검정로9길 1 앞,서울특별시 종로구 세검정로,37.603668,126.961852,111,4.7,,4.5,4,1.2,14,N,없음,0,없음,0,1992-12-28,N,보통,제한없음,,정밀점검,2019-12-09,종로구청 도로과,2020-07-07,3000000,서울특별시 종로구
세검 보도육교,특별시도,4901번,세검정로 265 앞,서울특별시 종로구 세검정로,37.602095,126.961137,25,4.8,,4.5,3.5,1.2,,Y,엘리베이터,2,없음,0,2018-05-21,Y,양호,제한없음,신설,정기점검,2018-11-28,종로구청 도로과,2020-07-07,3000000,서울특별시 종로구
서울예고앞 보도육교,특별시도,4901번,평창문화로 65 앞,서울특별시 종로구 평창문화로,37.606153,126.968444,27,5,,4.7,3.5,1.2,83,Y,엘리베이터,2,없음,0,2018-05-21,Y,양호,제한없음,신설,정기점검,2018-11-28,종로구청 도로과,2020-07-07,3000000,서울특별시 종로구
남산2호터널앞보도육교,특별시도,31번,녹사평대로,서울특별시 용산구 녹사평대로 286,37.5431276250,126.9895128193,,,,4.5,,,,Y,엘리베이터,,,,,N,보통,제한없음,,정기점검,2020-03-05,서울특별시 용산구청,2020-06-26,3020000,서울특별시 용산구
남산3호터널앞보도육교,특별시도,31번,녹사평대로,서울특별시 용산구 녹사평대로 246,37.5395486555,126.9874766327,,,,4.3,,,,Y,엘리베이터,,,,,N,보통,제한없음,,정기점검,2020-03-05,서울특별시 용산구청,2020-06-26,3020000,서울특별시 용산구
녹사평보도육교,특별시도,31번,녹사평대로,서울특별시 용산구 녹사평대로 지하 195,37.5348309689,126.9870293785,,,,4.9,,,,Y,엘리베이터,,,,,N,보통,제한없음,,정기점검,2020-03-05,서울특별시 용산구청,2020-06-26,3020000,서울특별시 용산구
반포대교북단보도육교,특별시도,31번,서빙고로,서울특별시 용산구 서빙고로 269,37.5203686209,126.9935204660,,,,4.3,,,,N,-,,,,,N,미흡,제한없음,,정기점검,2020-03-05,서울특별시 용산구청,2020-06-26,3020000,서울특별시 용산구
북한남삼거리보도육교,특별시도,41번,한남대로,서울특별시 용산구 한남대로 152,37.5419747665,127.0032497539,,,,4.5,,,,Y,경사로,,,,,N,양호,제한없음,,정기점검,2020-03-05,서울특별시 용산구청,2020-06-26,3020000,서울특별시 용산구
