보행자전용도로명,시도명,시군구명,법정동명,지정일자,운영방식구분,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,보행자전용도로시작점위도,보행자전용도로시작점경도,보행자전용도로종료점위도,보행자전용도로종료점경도,자전거보행자겸용도로구분,보행자전용도로폭,보차분리여부,지정목적,관리점검일자,관리점검결과,유지보수내용,영상정보기처리기기설치개수,보안등설치개수,횡단보도설치개수,방호울타리설치개수,차량진입억제용말뚝설치개수,속도저감시설설치개수,교통표지판설치개수,이정표설치개수,점자블럭설치개수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3256196,127.1248271,37.3256396,127.1247939,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3257984,127.1245222,37.3258156,127.1244931,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3257847,127.125109,37.3257676,127.125138,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3256132,127.1254098,37.325563,127.1254265,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3257494,127.125543,37.3257798,127.1255704,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3320293,127.1222938,37.3316055,127.1218958,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3320815,127.1217016,37.3321255,127.1216578,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3321494,127.1216354,37.3322311,127.1215571,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3321278,127.1213087,37.3322673,127.1214484,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3321105,127.1212781,37.3320861,127.121193,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3321949,127.128361,37.3321949,127.128361,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3320316,127.1210229,37.3320587,127.1210977,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,덕풍동,2003-12-26,전일제,00:00,00:00,00:00,00:00,37.3320139,127.129944,37.3319254,127.129055,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
소로3-130(혁신도시),충청북도,진천군,덕산면,2013-01-07,전일제,00:00,24:00,00:00,24:00,36.905089,127.535431,36.905089,127.535431,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-131(혁신도시),충청북도,진천군,덕산면,2013-01-07,전일제,00:00,24:00,00:00,24:00,36.904668,127.536062,36.904668,127.536062,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-132(혁신도시),충청북도,진천군,덕산면,2013-01-07,전일제,00:00,24:00,00:00,24:00,36.904753,127.534602,36.904753,127.534602,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-133(혁신도시),충청북도,진천군,덕산면,2013-01-07,전일제,00:00,24:00,00:00,24:00,36.903994,127.534136,36.903994,127.534136,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-134(혁신도시),충청북도,진천군,덕산면,2013-01-07,전일제,00:00,24:00,00:00,24:00,36.909217,127.526428,36.909217,127.526428,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-135(혁신도시),충청북도,진천군,덕산면,2014-12-05,전일제,00:00,24:00,00:00,24:00,36.909217,127.526428,36.909217,127.526428,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-136(혁신도시),충청북도,진천군,덕산면,2014-12-05,전일제,00:00,24:00,00:00,24:00,36.901656,127.535586,36.901656,127.535586,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-137(혁신도시),충청북도,진천군,덕산면,2014-12-05,전일제,00:00,24:00,00:00,24:00,36.910686,127.528551,36.910686,127.528551,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-138(혁신도시),충청북도,진천군,덕산면,2014-12-05,전일제,00:00,24:00,00:00,24:00,36.901656,127.535586,36.901656,127.535586,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-139(혁신도시),충청북도,진천군,덕산면,2014-12-05,전일제,00:00,24:00,00:00,24:00,36.910686,127.528551,36.910686,127.528551,,3, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
서초대로75길,서울특별시,서초구,서초동,,시간제,18:00,23:59,18:00,23:59,37.500569,127.025716,37.501585,127.024785,,3.5, ,보행환경개선,2019-05-31,합격,,,,,,,,,,,서울특별시 서초구청,02-2155-7189,2019-05-31,3210000,서울특별시 서초구
없음,경기도,하남시,신장동,1991-03-15,전일제,00:00,00:00,00:00,00:00,37.3219237,127.139961,37.159501,127.136376,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,신장동,1991-03-15,전일제,00:00,00:00,00:00,00:00,37.3226083,127.1313028,37.3219542,127.1310255,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,신장동,1991-03-15,전일제,00:00,00:00,00:00,00:00,37.3232156,127.131968,37.3230893,127.1317816,,3, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,천현동,1991-03-15,전일제,00:00,00:00,00:00,00:00,37.325627,127.130549,37.326269,127.125909,,4, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,천현동,1991-03-15,전일제,00:00,00:00,00:00,00:00,37.329365,127.1256248,37.328441,127.1256832,,4, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,신장동,1991-03-15,전일제,00:00,00:00,00:00,00:00,37.3212728,127.131131,37.3213153,127.132325,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,천현동,1991-03-15,전일제,00:00,00:00,00:00,00:00,37.329981,127.131201,37.329569,127.130105,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,신장동,1991-03-15,전일제,00:00,00:00,00:00,00:00,37.3220857,127.137851,37.3216612,127.133417,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,신장동,1991-03-15,전일제,00:00,00:00,00:00,00:00,37.3222342,127.1257525,37.322353,127.1256103,,8, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,천현동,1991-03-15,전일제,00:00,00:00,00:00,00:00,37.3211978,127.1259995,37.3210954,127.1259368,,4, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,신장동,2001-08-27,전일제,00:00,00:00,00:00,00:00,37.3225794,127.124517,37.3226259,127.1245557,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,신장동,2001-08-27,전일제,00:00,00:00,00:00,00:00,37.3230238,127.124635,37.3227402,127.1244092,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,신장동,2001-08-27,전일제,00:00,00:00,00:00,00:00,37.3229343,127.1243599,37.3228672,127.1244957,,6, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
없음,경기도,하남시,신장동,2003-06-23,전일제,00:00,00:00,00:00,00:00,37.3235136,127.1254842,37.3235099,127.1253552,,3, ,보행환경개선,2019-05-30,합격,,,,,,,,,,,경기도 하남시청,031-790-5947,2019-05-30,4040000,경기도 하남시
소로3-63(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.903464,127.532198,36.903464,127.532198,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-64(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.903628,127.530457,36.903628,127.530457,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-65(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.903445,127.530716,36.903447,127.530716,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-66(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.903055,127.531302,36.903055,127.531302,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-67(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.902668,127.531877,36.902662,127.531877,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-68(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.903003,127.529777,36.903003,127.529777,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-69(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.903043,127.530562,36.903043,127.530562,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-70(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.900555,127.539789,36.900555,127.539789,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-71(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.900931,127.539058,36.900931,127.539058,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-72(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.900758,127.538621,36.900758,127.538621,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-73(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.900421,127.537759,36.900421,127.537759,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-74(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.900267,127.537367,36.900267,127.537367,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-75(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.900698,127.537095,36.900698,127.537095,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-76(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.900399,127.536547,36.900399,127.536547,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-77(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.899808,127.537673,36.899808,127.537673,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-78(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.900048,127.536834,36.900048,127.536831,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-79(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.899884,127.536416,36.899884,127.536416,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-80(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.899548,127.535565,36.899548,127.535565,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-81(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.899247,127.534815,36.899247,127.534815,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-82(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.898861,127.534997,36.898861,127.534997,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-83(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.899054,127.536118,36.899054,127.536118,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-84(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.897366,127.533043,36.897366,127.533043,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-121(혁신도시),충청북도,진천군,덕산면,2010-12-16,전일제,00:00,24:00,00:00,24:00,36.909244,127.533161,36.909244,127.533161,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-129(혁신도시),충청북도,진천군,덕산면,2013-01-07,전일제,00:00,24:00,00:00,24:00,36.905457,127.534893,36.905457,127.534892,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-37(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.910265,127.533896,36.910265,127.533896,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-38(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.910281,127.533458,36.910281,127.533458,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-39(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.910244,127.533144,36.910244,127.533144,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-40(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.910188,127.532741,36.910188,127.532744,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-41(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.910312,127.532122,36.910312,127.532122,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
소로3-42(혁신도시),충청북도,진천군,덕산면,2007-12-07,전일제,00:00,24:00,00:00,24:00,36.909456,127.531982,36.909456,127.531982,,6, ,보행환경개선,2018-05-18,합격,,,,,,,,,,,진천군청 안전건설과,043-539-3664,2019-06-05,4450000,충청북도 진천군
