시도명,시군구명,시티투어코스명,시티투어문의처,시티투어운영시간,시티투어운행방식,시티투어탑승장소명,시티투어코스정보,경유지주변관광정보,시티투어코스부가정보,운행정보,운행시작시각,운행종료시각,배차시간,이용요금,이용요금부가정보,홈페이지주소,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경상남도,양산시,역사코스,055-392-3235,여행주간이벤트실시 시,순환형,양산역(지하철2호선)모다아웃렛앞),http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,09:50,16:00,0,5000,,http://www.yangsan.go.kr/tour/contents.do?mId=0703000000,양산시 문화관광과,055-392-3235,2020-05-28,5380000,경상남도 양산시
전라남도,여수시,2층야간코스,동서관광061-692-0900+686-6660,매주 월~일요일,고정형,여수엑스포역,여수엑스포역→돌산공원→예울마루→소호동동다리→히든베이(경유)→이순신광장(종포 경유)→여수엑스포역,,,"첫째주, 셋째주 월요일 휴무",19:30,22:00,0,"성인10,000원+경로/유공자/장애인/군인/초중고/미취학5,000",20인이상 단체 KTX SRT 탑승권 고속버스 항공권  소지자 20 할인+울산시민30할인+ 기초생활수급자 국가유공자 장애인 본인 50 할인,http://ok.yeosu.go.kr,전라남도 여수시청,061-659-3872,2019-06-03,4810000,전라남도 여수시
전라남도,여수시,야간테마코스(시간을달리는버스커),동서관광061-692-0900+686-6660,매주 금/토,고정형,이순신광장,이순신광장→국동어항단지→여수시청→소호동동다리→선소→히든베이→돌산대교→거북선대교→여수엑스포역→종포해양공원→이순신광장,,,4월27일 ~ 10월 27일,19:30,21:30,0,"성인20,000원+경로/유공자/장애인/군인/초중고/미취학 10,000원",20인이상 단체 KTX SRT 탑승권 고속버스 항공권  소지자 20 할인+울산시민30할인+ 기초생활수급자 국가유공자 장애인 본인 50 할인,http://ok.yeosu.go.kr,전라남도 여수시청,061-659-3872,2019-06-03,4810000,전라남도 여수시
경기도,가평군,가평순환버스A코스,031-580-2067,09:00~18:00,순환형,가평터미널~아침고요수목원,가평역-자라섬-남이섬-쁘띠프랑스-아침고요수목원 등,,,1일 14회 운행,09:00,20:00,1,"6,000원",㈜진흥고속,031-582-2421,㈜진흥고속,031-582-2421,2019-05-03,4160000,경기도 가평군
경기도,가평군,가평순환버스B코스,031-580-2067,11:00~19:10,순환형,목동터미널~아침고요수목원,아침고요수목원-스위스마을-칼봉산-현암박물관,,,1일 4회 운행,09:00,20:25,5,"6,000원",㈜진흥고속,031-582-2421,㈜진흥고속,031-582-2421,2019-05-03,4160000,경기도 가평군
강원도,화천군,화천시티투어,033-440-2575,매주 토 10:30~18:30,고정형,춘천역,감성코스(힐링권역):춘천역(출발)-산소길-화천시장(중식)-물빛누리호-평화의댐-토속어류생태체험관-춘천역(도착),미륵바위쉼터+파로호+세계평화의종+라이브갤러리,물빛누리호 선박 이용시 신분증 필수지참,10:30~18:30,10:30,18:30,0,"성인.청소년 8,000원",미취학아동(1세~7세) 무료 중식 및 일부체험료 미포함,http://tour.ihc.go.kr/hb/portal/sub02_03_01,강원도 화천군청,033-440-2733,2019-03-27,4310000,강원도 화천군
강원도,화천군,화천시티투어,033-440-2575,매주 토 10:30~18:30,고정형,춘천역,평화코스(안보권역):춘천역(출발)-월남파병용사만남의장-화천시장(중식)-칠성전망대-커피박물관-춘천역(도착),감성테마문학공원+비래바위+붕어섬+산약초마을,민통선 통과 시 신분증 필수지참,10:30~18:30,10:30,18:30,0,"성인.청소년 8,000원",미취학아동(1세~7세) 무료 중식 및 일부체험료 미포함,http://tour.ihc.go.kr/hb/portal/sub02_03_01,강원도 화천군청,033-440-2733,2019-03-27,4310000,강원도 화천군
경상남도,창원시,창원시티투어,창원시시설관리공단 055-712-0777,09:30~17:30 연중매주화~일요일운영,순환형,창원중앙역,창원중앙역-용지호수공원-창원의집-시티세븐-마산상상길-마산어시장-제황산공원-진해루-창원중앙역,창원중앙역+용지호수공원+창원의집+시티세븐+창원컨벤션센터+창동예술촌+마산상상길+마산어시장+마창대교+제황산공원+진해루,,2017.09.22. 경남최초 2층 시티투어버스 운행,09:30,17:30,60,"대학생이상 성인5000원+청소년,군인,국가유공자,장애인,경로우대,기초생활수급자3000원+48개월미만무료",20인이상단체탑승시1000원할인,http://www.changwoncitytour.com,창원시청 관광과,055-225-3704,2018-06-30,5670000,경상남도 창원시
전라남도,광양시,햇빛 광양 시티 투어 야경 코스,(유)대한고속관광여행사 061-761-2000,가을 코스:9.1.~11.30. 매주 토~일요일운영(5명 이상 예약 시),고정형,순천역,백운산 자연휴양림/치유의 숲-(중식)광양불고기 특화거리-서천변/동외(정채봉)마을-역사문화관-광양와인동굴-구봉산 전망대,장도전수관,중마관광안내소 출발+광양(임시)버스터미널 출발,"9.1.~11.30. 매주 토~일요일 (주말 5명 이상 예약 시 운행, 평일 단체 10명 이상 예약 시 운행)",10:10,17:45,0,"일반3000원+학생,군인,경로2000원+장애인,미취학아동1000원","관광지 입장료, 체험료, 식사비용, 여행자보험 미포함",http://www.gwangyang.go.kr/tour_culture/index.gwangyang,전라남도 광양시청,061-797-3716,2020-03-24,4840000,전라남도 광양시
전라남도,광양시,햇빛 광양 시티 투어 가을 코스,(유)대한고속관광여행사 061-761-2000,야경 코스:7.1.~8.31.  매주 토~일요일운영(5명 이상 예약 시),고정형,순천역,구봉산전망대-이순신대교 홍보관(전망대)-(석식)이순신대교 먹거리타운-해오름육교/무지개다리-느랭이골 별빛축제,광양매화마을,광양(임시)버스터미널 출발+중마관광안내소 출발,"7.1.~8.31. 매주 토~일요일 (주말 5명 이상 예약 시 운행, 평일 단체 10명 이상 예약 시 운행)",15:00,22:05,0,"일반3000원+학생,군인,경로2000원+장애인,미취학아동1000원","관광지 입장료, 체험료, 식사비용, 여행자보험 미포함",http://www.gwangyang.go.kr/tour_culture/index.gwangyang,전라남도 광양시청,061-797-3716,2020-03-24,4840000,전라남도 광양시
경기도,남양주시,뮤지엄코스,(유)승산고속관광 031-555-2961~3,10:00~16:30,고정형,희망장소 픽업 서비스,"택2[시립박물관(에코백만들기/합죽선만들기 중 택1)/우석헌자연사박물관/덕소자연사박물관/프라움악기박물관/미호박물관/한강뮤지엄/모란미술관]-택1[조선왕릉(홍유릉/사릉/광릉 중 택1)/정약용유적지,다산생태공원,실학박물관/물맑음수목원/피아노폭포/삼패한강시민공원/물의정원/트래킹코스A(조개울팔당유원지~능내역)/트래킹코스B(사색의길~다산생태공원]",,,2020.4.~2020.11.(코로나19 예방상황에 따라 유동적),10:00,16:30,0,"택2{시립박물관[3,000원(전연령)] / 우석헌자연사박물관[2,000원(어린이, 청소년) / 3,000원(성인) / 2,000원(만65세 이상)] / 덕소자연사박물관[3,000원(전연령)] / 프라움악기박물관[2,700원(어린이) / 3,600원(청소년) / 4,500원(성인)] / 미호박물관[5,000원(어린이, 청소년) / 6,000원(성인)] / 한강뮤지엄[3,000원(어린이, 청소년) / 6,000원(성인)] / 모란미술관[2,400원(어린이, 청소년) / 3,200원(성인) / 2,400원(만65세 이상)]} + 택1{조선왕릉[무료(어린이, 청소년, 만65세 이상) / 800원(성인)] / 무료(그외 방문지)} + 참가비 2,000원",,http://www.nyj.go.kr/culture/274,경기도 남양주시청,031-590-2063,2020-06-30,3990000,경기도 남양주시
대전광역시,동구,"광역투어(셋째주, 토)",042-252-7725,"토, 일요일",고정형,대전역시티투어승강장,대전역 → 서대전역 → 대전시립박물관 → 공산성 / 자율중식 → 무령왕릉 → 국립공주박물관 → 대전역,,,연중 매주 토-일요일,09:20,17:30,0,"8,000원","만36개월-초등학생, 장애인, 국가유공자, 만65세이상, 20인이상 단체 3,000원",www.daejeoncitytour.co.kr,대전광역시,242-270-3972,2020-01-01,6300000,대전광역시
전라남도,여수시,제1코스,동서관광061-692-0900+686-6660,매주 월~일요일,고정형,여수엑스포역,여수엑스포역→오동도→진남관→해양수산과학관→향일암→수산시장→여수엑스포역,,,둘째주 월요일 휴무,10:30,17:30,0,"성인9,000원+장애인/군인/경로/초중고 4,500원",20인이상 단체 KTX SRT 탑승권 고속버스 항공권  소지자 20 할인+울산시민30할인+ 기초생활수급자 국가유공자 장애인 본인 50 할인,http://ok.yeosu.go.kr,전라남도 여수시청,061-659-3872,2019-06-03,4810000,전라남도 여수시
전라남도,여수시,제2코스,동서관광061-692-0900+686-6660,매주 월~일요일,고정형,여수엑스포역,여수엑스포역→이순신마리나→이충무공어머니사시던곳→진남시장→소호동동다리→가사리생태공원→섬달천포토존→여자만해넘이→여수엑스포역,,,넷째주 월요일 휴무,10:30,17:30,0,"성인9,000원+장애인/군인/경로/초중고 4,500원",20인이상 단체 KTX SRT 탑승권 고속버스 항공권  소지자 20 할인+울산시민30할인+ 기초생활수급자 국가유공자 장애인 본인 50 할인,http://ok.yeosu.go.kr,전라남도 여수시청,061-659-3872,2019-06-03,4810000,전라남도 여수시
전라남도,여수시,이순신문화관광유적코스,동서관광061-692-0900+686-6660,매주토요일,고정형,여수엑스포역,여수엑스포역→충민사→진남관→고소대→이순신광장(전라좌수영거북선)→이충무공어머니사시던곳→선소→흥국사→수산시장(경유)→여수엑스포역,,,휴무없음,10:30,17:30,0,"성인9,000원+장애인/군인/경로/초중고 4,500원",20인이상 단체 KTX SRT 탑승권 고속버스 항공권  소지자 20 할인+울산시민30할인+ 기초생활수급자 국가유공자 장애인 본인 50 할인,http://ok.yeosu.go.kr,전라남도 여수시청,061-659-3872,2019-06-03,4810000,전라남도 여수시
전라남도,여수시,야경코스,동서관광061-692-0900+686-6660,매주 월~일요일,고정형,여수엑스포역,여수엑스포역→국가산단→돌산공원→돌산갓김치거리→이순신광장→오동도야간분수→여수엑스포역,,,휴무없음,19:30,22:00,0,"성인9,000원+장애인/군인/경로/초중고 4,500원",20인이상 단체 KTX SRT 탑승권 고속버스 항공권  소지자 20 할인+울산시민30할인+ 기초생활수급자 국가유공자 장애인 본인 50 할인,http://ok.yeosu.go.kr,전라남도 여수시청,061-659-3872,2019-06-03,4810000,전라남도 여수시
전라남도,여수시,2층주간코스,동서관광061-692-0900+686-6660,매주 월~일요일,순환형,여수엑스포역,여수엑스포역→아쿠아플라넷→케이블카주차타워→오동도→엠블호텔→하멜전시관→이순신광장→여객선터미널→돌산공원→여수엑스포역,,,"첫째주, 셋째주 월요일 휴무",10:30,17:40,60,"성인5,000원+경로/유공자/장애인/군인/초중고/미취학 4,000원",20인이상 단체 KTX SRT 탑승권 고속버스 항공권  소지자 20 할인+울산시민30할인+ 기초생활수급자 국가유공자 장애인 본인 50 할인,http://ok.yeosu.go.kr,전라남도 여수시청,061-659-3872,2019-06-03,4810000,전라남도 여수시
경기도,광명시,1노선,광명도시공사 02-2610-2014,연중 매주 화~일요일,순환형,KTX광명역,광명역-이케아-기형도문학관-충현박물관-광명동굴-밤일음식문화거리-광명전통시장-철산역-광명동굴-광명역,,,연중 매주 화~일요일 1일 4회 운행,09:20,17:45,70,"성인 2,000원+청소년(중고생) 1,500원+어린이(만3세~초등생) 1,000원+만65세 이상 1,000원+면제(장애인, 유공자 등)",,,광명도시공사,02-2610-2014,2019-09-09,3900000,경기도 광명시
경기도,광명시,2노선,광명도시공사 02-2610-2014,연중 매주 화~일요일,순환형,광명사거리역(광명전통시장),광명사거리역(광명전통시장)-철산역-광명동굴-밤일음식문화거리,,,연중 매주 화~일요일 1일 6회 운행,09:20,17:50,75,"성인 2,000원+청소년(중고생) 1,500원+어린이(만3세~초등생) 1,000원+만65세 이상 1,000원+면제(장애인, 유공자 등)",,,광명도시공사,02-2610-2014,2019-09-09,3900000,경기도 광명시
강원도,양구군,두타연코스,033-253-4567,8시간,고정형,춘천역 1번출구,양구명품관-박수근미술관-두타연-선사·근현대사박물관-양구명품관,,,"화~토요일(10명 이상 예약시 운영), 단 4~10월 매주 토요일 정기운행",10:30,18:30,24,"성인 및 초중고등학생 8,000, 미취학아동 4,000원","관광지 입장료, 중식비 별도",www.ygcitytour.kr,양구군청,033-480-2183,2019-09-09,4320000,강원도 양구군
강원도,양구군,펀치볼코스,033-253-4567,8시간,고정형,춘천역 1번출구,양구명품관-양구통일관(전쟁기념관)-을지전망대-제4땅굴-양구자연생태공원,,,"화~금요일,일요일(10명 이상 예약시 운영), 단 4~10월 매주 일요일 정기운행",10:30,18:30,24,"성인 및 초중고등학생 8,000, 미취학아동 4,000원","관광지 입장료, 중식비 별도",www.ygcitytour.kr,양구군청,033-480-2183,2019-09-09,4320000,강원도 양구군
강원도,양구군,1박2일코스,033-253-4567,1박2일,고정형,춘천역 1번출구,양구명품관-박수근미술관-해시계-두타연-양구백자박물관-국토정중앙천문대-1박-양구통일관(전쟁기념관)-을지전망대-제4땅굴-산양증식복원센터-양구자연생태공원,,,"화~토요일(10명 이상 예약시 운영), 단 4~10월 매주 토요일 정기운행",10:30,18:30,24,"성인 및 초중고등학생 15,000, 미취학아동 7,500원","관광지 입장료, 중식비, 체험비, 숙박비 별도",www.ygcitytour.kr,양구군청,033-480-2183,2019-09-09,4320000,강원도 양구군
충청남도,천안시,천안아산투어+나라사랑투어+문화예술과 치즈체험투어+역사인물투어,천안시 문화관광과 041-521-5173,매년 3월~11월 화목토일 운영,고정형,"천안종합터미널 앞,  천안역 동부광장","화요일: 천안터미널-천안역-독립기념관-외암리민속마을-현충사-천안역-천안터미널 + 목요일(A코스:1,3,5주): 천안터미널-천안역-산시현대시100년관-유관순열사 사적지-이동녕선생 기념관-천안흥타령관-천안역-천안터미널 + 목요일(B코스:2,4주): 천안터미널-천안역-봉선홍경사 갈기비-직산현관아-온조왕사당-직산향교-망향의동산-각원사-천안터미널-천안역 + 토요일천안터미널-천안역 + 토요일(A코스:1,2,4,5주): 천안터미널-천안역-홍대용과학관-천안박물관-예술단공연-우정박물관-천안역-천안터미널 + 토요일(B코스:3주): 천안터미널-천안역-상록리조트 놀이기구 타기-예술단공연-천안박물관-천안역-천안터미널 + 일요일: 천안터미널-천안역-유관순열사 생가-유관순열사 사적지-아우내만세운동 기념공원-이동녕선생 기념관-독립기념관-천안역-천안터미널",,,매년 3월~11월 화목토일 운영(1일 1회 운행),10:00,16:30,30,성인4000원+청소년및군인3000원+어린이2000원+경로2000원,,www.cheonan.go.kr,천안시청,041-521-5173,2019-05-31,4490000,충청남도 천안시
