교량명,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,교량보도폭,교량높이,차로수,상하행선분리여부,상부구조형식,교량준공년도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,교량보수보강내역,교량보수보강비용,설계활하중,허용통행하중,하부통과제한높이,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
후도교,2,6,군도,5,3,전라북도,무주군,45730,전라북도 무주군 무주읍 내도리 2215,전라북도 무주군 무주읍 내도리 2215,36.0255935,127.6527426,36.0270809,127.6531565,190.1,10,0,15,2,Y,프리플렉스빔교,1999,2019-06-30,B,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
내도교,2,6,군도,5,3,전라북도,무주군,45730,전라북도 무주군 무주읍 내도리 2215,전라북도 무주군 무주읍 내도리 2215,36.0175345,127.6449388,36.0189106,127.6454294,196.4,12,0,11.5,2,Y,라멘교,2001,2019-06-30,B,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
서면교,2,6,군도,5,3,전라북도,무주군,45730,전라북도 무주군 무주읍 대차리 1584,전라북도 무주군 무주읍 대차리 1584,36.002456,127.6247758,36.0038757,127.6239481,180,10.5,0,10,2,Y,라멘교,2003,2019-06-30,B,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
철목교,99,6,군도,4,3,전라북도,무주군,45730,전라북도 무주군 무풍면 철목리 1075-179,전라북도 무주군 무풍면 철목리 1075-179,35.9542839,127.8438436,35.954715,127.8444911,88,6,0,6,2,Y,라멘교,2003,2018-07-18,A,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
석항교,99,6,군도,13,3,전라북도,무주군,45730,전라북도 무주군 무풍면 증산리 1124,전라북도 무주군 무풍면 증산리 1124,35.950195,127.8506848,35.9503594,127.8508266,26,9,0,4.6,2,Y,라멘교,2003,2018-07-18,A,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
두길교,99,6,군도,4,3,전라북도,무주군,45730,전라북도 무주군 설천면 두길리 2323,전라북도 무주군 설천면 두길리 2323,35.9735648,127.7850173,35.973604,127.7854675,40,10,0,6.3,2,Y,RCS,1996,2018-04-02,B,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
벌한교,99,6,군도,4,3,전라북도,무주군,45730,전라북도 무주군 설천면 두길리 2315,전라북도 무주군 설천면 두길리 2315,35.9481859,127.8048301,35.9481117,127.8049834,15,8,0,3,2,Y,라멘교,1999,2018-04-02,B,,,,,,,18,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
소천교,99,6,군도,15,3,전라북도,무주군,45730,전라북도 무주군 설천면 소천리 1411,전라북도 무주군 설천면 소천리 1411,36.0056979,127.7951027,36.0059118,127.795574,64,11,0,4,2,Y,RCS,1996,2018-04-02,B,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
대미교,99,6,군도,15,3,전라북도,무주군,45730,전라북도 무주군 설천면 대불리 1161,전라북도 무주군 설천면 대불리 1161,36.0069142,127.8241243,36.0069111,127.8242661,11,7.5,0,4.5,2,Y,RCS,2005,2018-05-09,B,,,,,,,13.5,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
하비교,99,6,군도,3,3,전라북도,무주군,45730,전라북도 무주군 적상면 삼유리 1792,전라북도 무주군 적상면 삼유리 1792,35.9274226,127.6125264,35.9275266,127.6126528,15.9,8,0,3.4,2,Y,RCS,1992,2018-04-09,C,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
사산교,99,6,군도,9,3,전라북도,무주군,45730,전라북도 무주군 적상면 사산리 2289-119,전라북도 무주군 적상면 사산리 2289-119,35.9307871,127.6565042,35.9303692,127.6568197,45,5.5,0,4.5,2,Y,RCT,2011,2018-04-09,A,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
방이교,99,6,군도,3,3,전라북도,무주군,45730,전라북도 무주군 적상면 방이리 1300,전라북도 무주군 적상면 방이리 1300,35.961031,127.6114642,35.9608449,127.6117478,40,8,0,5.8,2,Y,RCS,1993,2018-04-10,B,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
거문교,99,6,군도,3,3,전라북도,무주군,45730,전라북도 무주군 적상면 방이리 1300,전라북도 무주군 적상면 방이리 1300,35.9520477,127.6069368,35.9518927,127.6070901,31,8,0,5.6,2,Y,RCS,1993,2018-04-10,B,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
이동교,99,6,군도,3,3,전라북도,무주군,45730,전라북도 무주군 적상면 방이리 1342,전라북도 무주군 적상면 방이리 1342,35.9588532,127.6088148,35.9588811,127.6090217,21.2,8,0,2,2,Y,라멘교,2002,2018-04-10,B,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
도유교,99,6,군도,3,3,전라북도,무주군,45730,전라북도 무주군 적상면 삼유리 179-7,전라북도 무주군 적상면 삼유리 179-7,35.9057612,127.616794,35.905651,127.616932,18.8,7,0,3.1,2,Y,라멘교,2002,2018-04-06,B,,,,,,,24,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
중유교,99,6,군도,3,3,전라북도,무주군,45730,전라북도 무주군 적상면 삼유리 1792-41,전라북도 무주군 적상면 삼유리 1792-41,35.9067706,127.6126215,35.9068544,127.6126368,10,8,0,2,2,Y,라멘교,2000,2018-04-06,B,,,,,,,18,,무주군,063-320-2488,2019-11-18,4740000,전라북도 무주군
대진교,03,군도,고운길,4,3,경상북도,의성군,47730,,경상북도 의성군 단촌면 세촌리 1404-8,36.423389,128.672008,36.423428,128.672175,30,10,0,3.2,2,N,RC라멘교,1992,2020-04-11,C,정기점검,,,,0,,18,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
언지교,03,군도,금오길,11,3,경상북도,의성군,47730,,경상북도 의성군 춘산면 신흥리 859,36.237497,128.839317,36.237293,128.839752,70,9,0,5,2,Y,RC슬래브교,2009,2020-04-11,A,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
양지교,03,군도,현리낙전길,23,3,경상북도,의성군,47730,,경상북도 의성군 가음면 양지리 638-1,36.228942,128.739249,36.228953,128.739497,24,9,0,2,1,Y,RC라멘교,1998,2020-04-11,B,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
현리교,03,군도,현리낙전길,23,3,경상북도,의성군,47730,,경상북도 의성군 가음면 현리리 1066-7,36.225012,128.746685,36.224938,128.746783,50,9.5,0,3,2,Y,RC슬래브교,1998,2019-09-19,B,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
유산교,03,군도,거북이길,14,3,경상북도,의성군,47730,,경상북도 의성군 구천면 유산리 105,36.349327,128.438392,36.349483,128.439046,25,8,0,4,2,Y,RC라멘교,1998,2020-04-11,A,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
구단교,03,군도,구단길,14,3,경상북도,의성군,47730,,경상북도 의성군 단밀면 용곡리 1545-5,36.353379,128.401753,36.353309,128.401826,31,9,0,7.5,2,Y,RC슬래브교,2001,2020-04-11,A,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
율리교,03,군도,왜가리길,22,3,경상북도,의성군,47730,,경상북도 의성군 신평면 중율리 509-1,36.496112,128.510303,36.495987,128.510497,37.5,9,0,3.6,1,N,RC슬래브교,2002,2020-04-11,A,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
중율1교,03,군도,왜가리길,22,3,경상북도,의성군,47730,,경상북도 의성군 신평면 중율리 692-2,36.500045,128.503097,36.500426,128.503155,39,9,0,3.6,1,Y,RC슬래브교,2002,2020-04-11,A,정기점검,,,,0,,18,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
월소교,03,군도,안사풍천길,17,3,경상북도,의성군,47730,,경상북도 의성군 안사면 월소리 1210-2,36.495688,128.423621,36.495373,128.423896,50,8,0,2.5,1,N,RC슬래브교,1995,2020-04-11,C,정기점검,,,,0,,18,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
구계2교,03,기타,고운사길,203,3,경상북도,의성군,47730,,경상북도 의성군 단촌면 구계리 767-3,36.459509,128.720601,36.459509,128.720601,24,6,0,2.5,2,Y,슬래브교,1989,2020-04-11,C,정기점검,,,,0,,13.5,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
토곡교,03,기타,음지길,202,3,경상북도,의성군,47730,,경상북도 의성군 사곡면 양지리 1104-1,36.307581,128.772753,36.307823,128.772849,35,5,0,2.5,1,N,슬래브교,1979,2019-09-19,B,정기점검,,,,0,,13.5,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
귀천교,03,기타,귀토선,301,3,경상북도,의성군,47730,,경상북도 의성군 사곡면 토현리 1253-22,36.320405,128.740973,36.320945,128.741406,52.5,4.4,0,3.5,1,N,슬래브교,1984,2020-04-11,C,정기점검,,,,0,,13.5,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
빙계1교,03,기타,빙계계곡길,201,3,경상북도,의성군,47730,,경상북도 의성군 춘산면 빙계리 869-1,36.230737,128.760217,36.230561,128.759838,40,5.4,0,4,1,N,슬래브교,1986,2020-04-11,D,정기점검,,,,0,,13.5,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
황서교,03,기타,황서선,310,3,경상북도,의성군,47730,,경상북도 의성군 신평면 교안리 287-3,36.470621,128.505351,36.470641,128.505242,21,5,0,2.2,1,N,슬래브교,1976,2020-04-11,D,정기점검,,,,0,,13.5,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
대사교,03,기타,대사2길,201,3,경상북도,의성군,47730,,경상북도 의성군 안평면 대사리 1202-14,36.343384,128.586966,36.343292,128.587185,35,6.4,0,2,2,Y,슬래브교,2014,2020-04-11,C,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
오호교,03,기타,월소2길,304,3,경상북도,의성군,47730,,경상북도 의성군 안사면 월소리 1192,36.493115,128.430257,36.493401,128.430443,35,4.4,0,3.2,1,N,슬래브교,1987,2020-04-11,D,정기점검,,,,0,,13.5,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
목촌교,03,기타,목촌길,303,3,경상북도,의성군,47730,,경상북도 의성군 단촌면 관덕리 1198-115,36.424661,128.682093,36.424862,128.682431,120,6.5,0,5.5,1,N,슬래브교,1995,2020-05-07,B,정기점검,,,,0,,18,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
명고교,03,기타,명고길,101,3,경상북도,의성군,47730,,경상북도 의성군 점곡면 명고리 1050,36.404024,128.755965,36.404173,128.756026,25,8,0,2.5,2,Y,슬래브교,1996,2020-04-11,A,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
옥곡2교,03,기타,명고길,101,3,경상북도,의성군,47730,,경상북도 의성군 점곡면 명고리 1050-1,36.378041,128.750654,36.378151,128.750668,30,8,0,3,2,Y,슬래브교,1996,2020-04-11,A,정기점검,,,,0,,18,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
빙계3교,03,기타,빙계계곡길,201,3,경상북도,의성군,47730,,경상북도 의성군 춘산면 빙계리 1017-5,36.234844,128.772986,36.234844,128.772986,41,5.6,0,2,1,Y,슬래브교,1998,2020-04-11,A,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
명덕교,03,기타,명덕길,101,3,경상북도,의성군,47730,,경상북도 의성군 금성면 명덕리 54-5,36.259511,128.672139,36.259646,128.673678,100,8,0,4.5,1,N,슬래브교,1995,2020-05-07,C,정기점검,,,,0,,18,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
동부교,03,기타,장춘길,202,3,경상북도,의성군,47730,,경상북도 의성군 비안면 동부리 414,36.324809,128.498699,36.323903,128.500561,203,7.5,0,7.2,2,Y,슬래브교,2001,2020-05-07,B,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
신기교,03,기타,주암길,302,3,경상북도,의성군,47730,,경상북도 의성군 단북면 신하리 588,36.415493,128.359245,36.415721,128.359233,27,2.7,0,3,1,N,슬래브교,1975,2020-04-11,B,정기점검,,,,0,,10,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
청계교,03,기타,신평풍천길,101,3,경상북도,의성군,47730,,경상북도 의성군 신평면 청운리 729-2,36.494577,128.466825,36.494656,128.467726,50,9,0,2.8,2,Y,슬래브교,2002,2020-04-11,A,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
구망교,03,기타,청중길,308,3,경상북도,의성군,47730,,경상북도 의성군 신평면 청운리 53-1,36.496267,128.492711,36.496587,128.492693,37.5,4.5,0,3.5,2,Y,슬래브교,1990,2020-04-11,B,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
마전교,03,기타,기마선,302,3,경상북도,의성군,47730,,경상북도 의성군 안평면 마전리 133,36.363483,128.575943,36.363611,128.576647,40,5,0,4,1,N,슬래브교,1999,2020-04-11,B,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
구연교,02,군도,만세길,15,3,경상북도,의성군,47730,,경상북도 의성군 비안면 옥연리 799,36.313864,128.484972,36.313561,128.486974,240,8,0,9,2,Y,PSC I형교,1997,2020-05-07,B,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
위성교,02,군도,거북이길,14,3,경상북도,의성군,47730,,경상북도 의성군 구천면 위성리 962,36.351767,128.462571,36.351568,128.465981,300,10.4,0,11.1,2,N,PSC I형교,2003,2020-05-07,B,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
이두교,02,군도,만세길,15,3,경상북도,의성군,47730,,경상북도 의성군 비안면 이두리 663-5,36.336261,128.495473,36.334536,128.495525,172,8,0,5.7,2,Y,RC슬래브교,1999,2020-05-07,B,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
후평교,02,군도,고운길,4,3,경상북도,의성군,47730,,경상북도 의성군 단촌면 후평리 576-1,36.433492,128.712074,36.434571,128.712941,135,10,0,8.4,2,Y,PSC I형교,2004,2020-05-07,B,정기점검,,,,0,,24,,경상북도 의성군청,054-830-6345,2020-06-30,5150000,경상북도 의성군
용두교,03,구도,대(보),2-10,3,광주광역시,북구,29170,,광주광역시 북구 용두동 870-2,35.228175,126.864728,35.228175,126.864728,200,8,2,7,2,N,PC슬래브교,1975,2019-03-02,C,,,,,,,15,,광주광역시 북구청,062-410-6772,2020-06-30,3620000,광주광역시 북구
용산교,02,구도,대(보),-,3,광주광역시,북구,29170,,광주광역시 북구 용전동 1061-1,35.246137,126.887771,35.246137,126.887771,314,10,2,7,2,N,PC슬래브교,1990,2019-03-02,B,,,,,,,0,,광주광역시 북구청,062-410-6772,2020-06-30,3620000,광주광역시 북구
청암교,02,구도,중(집),3-18,3,광주광역시,북구,29170,,광주광역시 북구 청풍동 산 392,35.162248,126.960183,35.162248,126.960183,120,10,2,12,2,N,스틸박스교,1996,2018-03-02,B,,,,,,,0,,광주광역시 북구청,062-410-6772,2020-06-30,3620000,광주광역시 북구
용전교,02,구도,소(국),2-1,3,광주광역시,북구,29170,,광주광역시 북구 용전동 628-1,35.2370509,126.8951739,35.2370509,126.8951739,21,36,2,2.5,2,N,슬래브교,1992,2019-03-02,A,,,,,,,0,,광주광역시 북구청,062-410-6773,2020-06-30,3620000,광주광역시 북구
장등교,02,구도,소(국),2-2,3,광주광역시,북구,29170,,광주광역시 북구 장등동 175-2,35.211268,126.939727,35.211268,126.939727,30,4.2,2,4.8,2,N,슬래브교,1965,2019-03-02,C,,,,,,,0,,광주광역시 북구청,062-410-6773,2020-06-30,3620000,광주광역시 북구
운정교,02,구도,소(국),3-7,3,광주광역시,북구,29170,,광주광역시 북구 운정동 271-5,35.2184715,126.9475884,35.2184715,126.9475884,25,8,2,3.5,2,N,슬래브교,1990,2019-03-02,B,,,,,,,0,,광주광역시 북구청,062-410-6773,2020-06-30,3620000,광주광역시 북구
발산교,03,구도,중(집),2-9,3,광주광역시,북구,29170,,광주광역시 북구 임동 94-141,35.1599892,126.8964593872,35.1599917294,126.8964593872,84,15,2,5,2,N,슬래브교,1973,2019-03-02,C,,,,,,,14,,광주광역시 북구청,062-410-6773,2020-06-30,3620000,광주광역시 북구
충효교,01,구도,중(집),3-19,3,광주광역시,북구,29170,,광주광역시 북구 충효동 428,35.186706,127.002914,35.186706,127.002914,30,10,2,7,2,N,슬래브교,2016,2019-03-02,A,,,,,,,0,,광주광역시 북구청,062-410-6773,2020-06-30,3620000,광주광역시 북구
장현천교,2,5,마유로,9번,3,9,시흥시,40100,,경기도 시흥시 장곡동 2-23,37.394652,126.790111,37.395276,126.790441,100,30,3.5,4.5,6,Y,RPF 빔교,2016,2019-11-07,B,,,,,,,43.2,,경기도 시흥시,031-310-3432,2020-06-02,4010000,경기도 시흥시
청옥교,01,구도,중(집),3-17,3,광주광역시,북구,29170,,광주광역시 북구 망월동 1154-76,35.200039,126.9538175,35.200039,126.9538175,44,12,2,3,2,N,슬래브교,1998,2019-03-02,B,,,,,,,0,,광주광역시 북구청,062-410-6773,2020-06-30,3620000,광주광역시 북구
금산교,01,구도,소(국),2-699,3,광주광역시,북구,29170,,광주광역시 북구 충효동 109-1,35.172664,127.006779,35.172664,127.006779,67.75,8,2,9,2,N,슬래브교,2007,2019-03-02,B,,,,,,,0,,광주광역시 북구청,062-410-6773,2020-06-30,3620000,광주광역시 북구
서산교,01,구도,소(국),2-699,3,광주광역시,북구,29170,,광주광역시 북구 충효동 326,35.18304889,127.008461,35.18304889,127.008461,28,9,2,8,2,N,슬래브교,2009,2019-03-02,A,,,,,,,0,,광주광역시 북구청,062-410-6773,2020-06-30,3620000,광주광역시 북구
분토대교,01,구도,소(국),3-2,3,광주광역시,북구,29170,,광주광역시 북구 망월동 1154-77,35.1975341704,126.9531311,35.1975341704,126.9531311,22.5,7,2,7.8,2,N,합성라멘교,2016,2019-03-02,A,,,,,,,0,,광주광역시 북구청,062-410-6773,2020-06-30,3620000,광주광역시 북구
분토교,01,구도,소(국),3-1,3,광주광역시,북구,29170,,광주광역시 북구 망월동 281-4,35.196556,126.953244,35.196556,126.953244,20,11,2,6.6,2,N,합성라멘교,2016,2019-03-02,A,,,,,,,0,,광주광역시 북구청,062-410-6773,2020-06-30,3620000,광주광역시 북구
청풍교,01,구도,소(국),3-1,3,광주광역시,북구,29170,,광주광역시 북구 청풍동 1473,35.175359,126.9605034,35.175359,126.9605034,20,7,2,8.1,2,N,합성라멘교,2016,2019-03-02,A,,,,,,,0,,광주광역시 북구청,062-410-6773,2020-06-30,3620000,광주광역시 북구
