정수장명,관리기관명,관리기관전화번호,소재지도로명주소,채수일자,검사기관명,최종판정결과,일반세균,총대장균군,대장균,분원성대장균군,납,불소,비소,셀레늄,수은,시안,크롬,암모니아성질소,질산성질소,카드뮴,보론,페놀,다이아지논,파라티온,페니트로티온,카바릴,1_1_1-트리클로로에탄,테트라클로로에틸렌,트리클로로에틸렌,사염화탄소,1_1-디클로로에틸렌,디클로로메탄,벤젠,톨루엔,에틸벤젠,크실렌,1_2-디브로모-3-클로로프로판,1_4-다이옥산,잔류염소,총트리할로메탄,클로로포름,브로모디클로로메탄,디브로모디클로로메탄,클로랄하이드레이트,디브로모아세토니트릴,디클로로아세토니트릴,트리클로로아세토니트릴,할로아세틱에시드,포름알데히드,심미적영향물질경도,과망간산칼륨소비량,냄새,맛,동,색도,세제,수소이온농도,아연,염소이온,증발잔류물,철,망간,탁도,황산이온,알루미늄,데이터기준일자,제공기관코드,제공기관명
동면,양구군청,033-480-2853,강원도 양구군 동면 월운리 318,2017-03-07,강원-보건환경연구원,적합,0,불검출,불검출,불검출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.011,0.001,0.0,0.0,0.0,0.0,0.0,0.003,0.0,14,0.8,없음,없음,0.0,1,0.0,6.8,0.0,9.1,39,0.0,0.0,0.09,5,0.0,2018-08-28,4320000,강원도 양구군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-06-07,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.3,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.021,0.012,0.006,0.003,0.0088,0,0.0053,0,0.016,0,42,2.6,없음,없음,0,0,0,7.5,0.005,19.2,64,0,0,0.19,8,0.03,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-06-07,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.025,0.015,0.007,0.003,0.0124,0,0.0048,0,0.014,0,24,2.1,없음,없음,0,0,0,7.6,0.005,15.4,79,0,0,0.4,5,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-07-06,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.6,0,0.02,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0.86,0.042,0.024,0.011,0.007,0.0008,0,0.0008,0,0.013,0,39,1.7,없음,없음,0,0,0,7.3,0.035,21,86,0,0.02,0.3,7,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-07-06,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.032,0.018,0.01,0.004,0.0012,0,0.0009,0,0.017,0,27,1.9,없음,없음,0,0,0,7.3,0.004,17.9,73,0,0,0.1,6,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-08-08,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.7,0,0.03,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.67,0.032,0.012,0.011,0.008,0.0036,0,0.002,0,0.011,0,53,1.3,없음,없음,0,0,0,7,0.004,19.8,106,0,0,0.09,7,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-08-08,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.81,0.046,0.03,0.012,0.004,0.007,0,0.0031,0,0.021,0,27,1.8,없음,없음,0,0,0,7,0.005,21,81,0,0,0.05,5,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-09-05,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.3,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.047,0.03,0.012,0.005,0.0082,0,0.0038,0,0.029,0,32,2,없음,없음,0,0,0,7.2,0.003,22,91,0,0,0.08,6,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-09-05,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.6,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.037,0.024,0.01,0.003,0.0066,0,0.0036,0,0.025,0,34,2.1,없음,없음,0,0,0,7.1,0,23.8,86,0,0,0.09,6,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-10-04,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.026,0.01,0.01,0.006,0.0017,0,0.0012,0,0.01,0,49,2.7,없음,없음,0,0,0,6.8,0,14.4,74,0,0,0.06,5,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-10-04,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.048,0.028,0.014,0.006,0.0031,0,0.0019,0,0.017,0,45,2.3,없음,없음,0,0,0,6.9,0,19.6,80,0,0,0.08,5,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-11-07,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.3,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0.0016,0,0.0011,0,0.014,0,49,1.3,없음,없음,0,0,0,7.1,0.003,16.5,78,0,0,0.11,7,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-11-07,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.9,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.0026,0,0.002,0,0.03,0,31,1.6,없음,없음,0,0,0,7.2,0.01,18.1,71,0,0,0.14,6,0.03,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-12-05,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.1,0,0.02,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.92,0.035,0.011,0.011,0.011,0.0016,0.0014,0.0009,0,0.012,0,18,1.2,없음,없음,0,0,0,6.7,0.012,42.8,70,0,0,0.14,8,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-12-05,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.7,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.049,0.03,0.014,0.005,0.0039,0,0.0025,0,0.016,0,40,1.4,없음,없음,0,0,0,6.8,0,19.3,69,0,0,0.08,6,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2019-01-16,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.032,0.011,0.011,0.008,0.0016,0.0013,0.0011,0,0.009,0,44,0.7,없음,없음,0,0,0,6.8,0,20.3,75,0,0,0.1,7,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2019-01-16,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,1,0.049,0.029,0.014,0.006,0.0047,0,0.0026,0,0.021,0,30,0.7,없음,없음,0,0,0,6.7,0.006,14,84,0,0,0.1,5,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2019-02-07,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.031,0.013,0.011,0.007,0.0018,0.001,0.0015,0,0.014,0,43,0.6,없음,없음,0,0,0,6.9,0.004,21.7,72,0,0,0.08,7,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2019-02-07,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0.01,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.8,0.035,0.018,0.011,0.006,0.0018,0.009,0.0015,0,0.014,0,27,0.9,없음,없음,0,0,0,7,0,15.8,98,0,0,0.09,6,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2019-03-06,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.013,0.004,0.005,0.004,0.0034,0.0019,0.0022,0,0.022,0,33,1.4,없음,없음,0,0,0,7.2,0.006,20.9,21,0,0,0.07,7,0,2019-06-10,4930000,전라남도 해남군
염산정수장,상하수도사업소,061-350-5538,전라남도 영광군 염산면 오동길1길 176-208,2019-03-06,동명생명과학원,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.6,0,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.017,0.009,0.006,0.002,0.0065,0.0014,0.0036,0,0.037,0,17,1.3,없음,없음,0.03,0,0,7.2,0.005,17.5,34,0,0,0.1,6,0,2019-06-21,6460000,전라남도
학  동,전라남도 여수시,061-659-1849,전라남도 여수시 여천길 10,2018-12-12,순천대학교,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0.01,1.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0.011,0.006,0.002,0.0042,0,0.0014,0,0.007,0,32,0.2,없음,없음,0.02,0,0,7,0.006,6,54,0,0.001,0.04,5,0.04,2019-06-13,4810000,전라남도 여수시
금오도,전라남도 여수시,061-659-5724,전라남도 여수시 남면 성문동길 49-15,2018-12-12,순천대학교,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.3,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.028,0.011,0.01,0.005,0.0038,0,0,0,0.005,0,71,0.3,없음,없음,0.01,1,0,7.2,0.007,8,50,0.03,0.001,0.26,4,0.03,2019-06-13,4810000,전라남도 여수시
둔  덕,전라남도 여수시,061-659-4943,전라남도 여수시 좌수영로 493-10,2018-12-12,순천대학교,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0.01,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.019,0.011,0.006,0.002,0.0028,0,0,0,0.003,0,31,0.2,없음,없음,0,0,0,7,0,6,54,0,0.003,0.08,5,0.06,2019-06-13,4810000,전라남도 여수시
거문도,전라남도 여수시,061-666-2405,전라남도 여수시 삼산면 덕흥1길 60,2018-12-12,순천대학교,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.002,0,0,0,0,0,0,0,0.002,0,22,0.2,없음,없음,0.05,0,0,6.8,0.12,21,131,0.02,0.001,0.05,2,0,2019-06-13,4810000,전라남도 여수시
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2017-11-07,순천대학교,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.028,0.018,0.008,0.002,0.0204,0.0013,0.005,0,0.008,0,41,0,없음,없음,0,0,0,6.9,0.005,9.8,60,0,0,0.02,5,0.02,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2017-11-07,순천대학교,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.2,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0.03,0.01,0,0.02,0,0.01,0,0.01,0,40,0,없음,없음,0,0,0,6.8,0,24.2,74,0,0,0.02,6,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2017-12-05,순천대학교,적합,2,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.5,0,0.02,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0.3,0.03,0.006,0.011,0.01,0.0006,0,0,0,0.01,0,59,2.3,없음,없음,0,0,0,8.1,0.002,31.6,190,0,0.005,0.23,11,0.02,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2017-12-05,순천대학교,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.3,0,0.02,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.2,0.029,0.016,0.009,0.004,0.0047,0.0006,0.0033,0.0013,0.023,0,26,1,없음,없음,0,0,0,7.4,0,24.5,85,0,0,0.01,6,0.04,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-01-03,순천대학교,적합,6,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.048,0.014,0.017,0.015,0.0035,0.002,0.0016,0.002,0.013,0,63,2,없음,없음,0,2,0,7.7,0,51.6,274,0,0,0.35,14,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-01-03,순천대학교,적합,1,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.3,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.053,0.029,0.015,0.008,0.0131,0.0021,0.003,0.0021,0.025,0,30,2.4,없음,없음,0,1,0,7.9,0.003,24.4,24,0,0,0.05,7,0.07,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-02-06,순천대학교,적합,5,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.6,0,0.01,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.4,0.021,0.005,0.006,0.007,0.0024,0.0006,0.001,0,0.001,0,49,1.3,없음,없음,0,2,0,7.5,0.003,35.9,101,0,0.044,0.06,10,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-02-06,순천대학교,적합,5,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.4,0,0.01,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.7,0.03,0.013,0.011,0.005,0.0024,0.0006,0.001,0,0.022,0,28,2,없음,없음,0,2,0,6.3,0.002,22.7,138,0,0,0.06,7,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-03-07,순천대학교,적합,1,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.7,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.5,0.007,0.002,0.003,0.001,0,0,0,0.0007,0.022,0,46,2.6,없음,없음,0,1,0,7.3,0.003,26.7,33,0,0.007,0.02,6,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-03-07,순천대학교,적합,1,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.7,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011,0.004,0.004,0.002,0,0,0,0.0005,0.036,0,28,2.3,없음,없음,0,1,0,8,0,27.6,34,0,0,0,8,0.04,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-04-03,순천대학교,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.028,0.011,0.012,0.005,0.003,0.001,0.0026,0,0.008,0,18,2.7,없음,없음,0,1,0,6.9,0.004,18,72,0,0,0,6,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-04-03,순천대학교,적합,2,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.6,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.04,0.018,0.016,0.006,0.0036,0.0012,0.0033,0,0.023,0.02,26,1.8,없음,없음,0,1,0,7,0,25.6,26,0,0,0,7,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-05-02,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.8,0,0.01,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.4,0.024,0.009,0.009,0.006,0.0021,0,0.0015,0,0.007,0,29,0.8,없음,없음,0,0,0,6.5,0,14.9,86,0,0,0.16,6,0,2019-06-10,4930000,전라남도 해남군
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-05-02,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.3,0,0.01,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.82,0.029,0.013,0.01,0.006,0.0026,0,0.0012,0,0.011,0,25,1.1,없음,없음,0,0,0,6.5,0,16.6,83,0,0,0.08,6,0,2019-06-10,4930000,전라남도 해남군
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2018-12-05,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.1,0,0.02,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.92,0.035,0.011,0.011,0.011,0.0016,0.0014,0.0009,0,0.012,0,18,1.2,없음,없음,0,0,0,6.7,0.012,42.8,70,0,0,0.14,8,0,2019-06-21,6460000,전라남도
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2018-12-05,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.7,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.049,0.03,0.014,0.005,0.0039,0,0.0025,0,0.016,0,40,1.4,없음,없음,0,0,0,6.8,0,19.3,69,0,0,0.08,6,0,2019-06-21,6460000,전라남도
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2019-01-16,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.032,0.011,0.011,0.008,0.0016,0.0013,0.0011,0,0.009,0,44,0.7,없음,없음,0,0,0,6.8,0,20.3,75,0,0,0.1,7,0,2019-06-21,6460000,전라남도
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2019-01-16,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,1,0.049,0.029,0.014,0.006,0.0047,0,0.0026,0,0.021,0,30,0.7,없음,없음,0,0,0,6.7,0.006,14,84,0,0,0.1,5,0,2019-06-21,6460000,전라남도
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2019-02-07,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.031,0.013,0.011,0.007,0.0018,0.001,0.0015,0,0.014,0,43,0.6,없음,없음,0,0,0,6.9,0.004,21.7,72,0,0,0.08,7,0,2019-06-21,6460000,전라남도
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2019-02-07,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0.01,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.8,0.035,0.018,0.011,0.006,0.0018,0.009,0.0015,0,0.014,0,27,0.9,없음,없음,0,0,0,7,0,15.8,98,0,0,0.09,6,0,2019-06-21,6460000,전라남도
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2019-03-06,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.013,0.004,0.005,0.004,0.0034,0.0019,0.0022,0,0.022,0,33,1.4,없음,없음,0,0,0,7.2,0.006,20.9,21,0,0,0.07,7,0,2019-06-21,6460000,전라남도
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2019-03-06,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0.01,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.38,0.015,0.006,0.006,0.003,0.005,0.0017,0.0031,0,0,0,24,1.5,없음,없음,0,0,0,7.3,0,17.5,22,0,0,0.11,6,0,2019-06-21,6460000,전라남도
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2019-04-03,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.9,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.029,0.014,0.01,0.005,0.0031,0.0009,0.0016,0,0.024,0,29,0.7,없음,없음,0.016,0,0,7.1,0.014,14.6,67,0,0,0.09,5,0,2019-06-21,6460000,전라남도
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2019-04-03,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.03,0.014,0.01,0.006,0.0043,0.001,0.0021,0,0.024,0,27,1.3,없음,없음,0,0,0,6.9,0.002,13.8,75,0,0,0.11,5,0,2019-06-21,6460000,전라남도
해남,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 삼산면 방축큰길 76-130,2019-05-08,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.04,0.02,0.014,0.006,0.0043,0.0015,0.0024,0,0.034,0,29,0.3,없음,없음,0,0,0,6.7,0,17.5,71,0,0,0.07,5,0,2019-06-21,6460000,전라남도
송지,전라남도 해남군 상수도수질검사,061-531-3670,전라남도 해남군 송지면 마봉송종길 654,2019-05-08,동명생명과학원㈜,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.7,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.046,0.024,0.014,0.008,0.0043,0.0014,0.0022,0,0.041,0,27,0.4,없음,없음,0,0,0,6.8,0.041,21.3,85,0,0,0.11,6,0,2019-06-21,6460000,전라남도
함평정수장,한국수자원공사,061-320-0333,전라남도 함평군 함평읍 기산길 176,2017-04-05,한국수자원공사 광주.전남 수질검사소,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.4,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.034,0.02,0.01,0.004,0.004,0,0.0028,0,0.013,0,72,1.5,없음,없음,0,2,0,7.3,0,36.5,119,0,0,0.19,18,0,2019-06-21,6460000,전라남도
함평정수장,한국수자원공사,061-320-0332,전라남도 함평군 함평읍 기산길 176,2018-12-05,한국수자원공사 전남지역본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,2,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.83,0.026,0.017,0.007,0.002,0.0025,0,0.0023,0,0.014,0,35,3.4,없음,없음,0,0,0,7,0,34.3,138,0,0,0.07,15,0,2019-06-21,6460000,전라남도
함평정수장,한국수자원공사,061-320-0332,전라남도 함평군 함평읍 기산길 176,2019-02-11,한국수자원공사 전남지역본부,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,0.8,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.025,0.019,0.006,0,0.0031,0,0.003,0,0.026,0,40,2.4,없음,없음,0,0,0,7.1,0,13.9,69,0,0,0.1,8,0,2019-06-21,6460000,전라남도
영광제2정수장,상하수도사업소,061-350-5532,전라남도 영광군 영광읍 함영로 3508-55,2019-03-06,동명생명과학원,적합,0,불검출,불검출,불검출,0,0,0,0,0,0,0,0,1.1,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.0027,0.0011,0.0014,0,0.016,0,27,1.3,없음,없음,0,0,0,7.6,0.004,14.1,31,0,0,0.16,6,0,2019-06-21,6460000,전라남도
