체험마을명,시도명,시군구명,체험프로그램구분,체험프로그램명,보유시설정보,체험휴양마을면적,체험휴양마을사진,소재지도로명주소,대표자성명,대표전화번호,지정일자,홈페이지주소,관리기관명,위도,경도,데이터기준일자,제공기관코드,제공기관명
내양농촌체험휴양마을,전라남도,신안군,기타,,"숙박시설, 체험장, 음식제공시설",,,전라남도 신안군 지도읍 원내양길 61,김국진,061-261-2629,2011-10-01,www.oeyang.co.kr,신안군청,35.0898363933,126.2247593818,2020-03-23,5010000,전라남도 신안군
양양쪽빛마을,강원도,양양군,농작물경작체험,"감자캐기, 해바라기 체험","마을회관 1동, 해바라기 사업장, 설악해수욕장",60,,강원도 양양군 강현면 용호길 74,이동근,033-672-2053,2016-09-01,,강원도 양양군청,38.128347,128.614125,2019-08-12,4350000,강원도 양양군
설악산오색마을,강원도,양양군,전통음식체험,"허브제품만들기, 전통장 만들기 체험","마을회관 1동, 오색허브농원 체험장, 오색전통장 체험장",23,,강원도 양양군 서면 백암길 12,임승엽,033-672-5559,2015-09-07,http://osaekmaeul.kr/,강원도 양양군청,38.0757136,128.5084934,2019-08-12,4350000,강원도 양양군
샘재골송이마을,강원도,양양군,농작물경작체험,"옥수수, 감자따기 체험",마을회관 1동,6,,강원도 양양군 현북면 송이로 245-44,박재성,033-672-5955,2014-09-19,http://www.샘재골송이마을.kr/,강원도 양양군청,38.0134777,128.6949529,2019-08-12,4350000,강원도 양양군
앵두마을,강원도,양양군,전통음식체험,"한과만들기, 트렉터마차타기","마을회관 1동, 녹색농촌체험관 1동, 한과공장 2동, 야외수영장 1식",7,,강원도 양양군 현북면 송이로 579,김광식,033-672-1361,2013-05-07,http://www.명지리앵두마을.kr/,강원도 양양군청,37.9924041,128.678181,2019-08-12,4350000,강원도 양양군
수동고을마을,강원도,양양군,레포츠,"바나나보트타기, 서핑체험","마을회관 1동, 수동고을센터 1동, 해양체험관 1동, 지경공원, 방갈로 20동",1,,강원도 양양군 현남면 동해대로 62,이종민,033-671-4568,2013-01-23,http://www.jkbeach.com/,강원도 양양군청,37.9204263,128.8032747,2019-08-12,4350000,강원도 양양군
달래촌마을,강원도,양양군,건강,"한방음식, 찜질체험","마을회관 1동, 달래촌농가맛집 1동, 몸마음치유센터 1동",15,,강원도 양양군 현남면 화상천로 684-12,김주성,033-673-2202,2013-01-22,http://www.dalraechon.net/,강원도 양양군청,37.926680,128.7256079,2019-08-12,4350000,강원도 양양군
한별마을,강원도,양양군,기타,전기발생자전거 체험,"마을회관 1동, 녹색농촌체험관 1동, 방갈로 5동, 야영장 1식",18,,강원도 양양군 서면 영덕리 332-2,김현수,033-673-3807,2013-01-15,http://hanbyul.net/?,강원도 양양군청,38.013544,128.541375,2019-08-12,4350000,강원도 양양군
38평화마을,강원도,양양군,레포츠,"바나나보트타기, ATV타기","마을회관 1동, 녹색농촌체험관 1동, 해수욕장, 야영장 1식",8,,강원도 양양군 현북면 쟁기동길 78-1,남의선,033-672-1381,2012-08-28,http://38peace.com/,강원도 양양군청,38.0000925,128.7252592,2019-08-12,4350000,강원도 양양군
자두마을,강원도,양양군,산촌생활체험,용소길 트레킹,"마을회관 1동, 녹색농촌체험관 1동, 산촌생태체험관 1동, 야영장 1식",14,,강원도 양양군 서면 구룡령로 2829-7,신원섭,033-673-5900,2011-08-24,http://www.공수전리.kr/,강원도 양양군청,38.0401569,128.554914,2019-08-12,4350000,강원도 양양군
탁장사마을,강원도,양양군,전통문화체험,"전통도자기체험, 목공에체험","마을회관 1동, 탁장사체험장 1동, 탁장사권역",30,,강원도 양양군 현북면 어성전길 256,황영민,033-672-2540,2011-01-03,http://takjangsa.go2vil.org/,강원도 양양군청,37.9401613,128.6657891,2019-08-12,4350000,강원도 양양군
황룡마을,강원도,양양군,산촌생활체험,"족욕체험, 산촌공예, 피자만들기, 가난한 요리사","마을회관 1동, 녹색농촌체험관 1동, 황룡마을체험관 1동, 숙박세미나 1동, 공동작업장 1동",41,,강원도 양양군 서면 구룡령로 1782,이주화,033-672-0025,2011-01-03,http://www.황룡마을.kr/,강원도 양양군청,37.9617268,128.514942,2019-08-12,4350000,강원도 양양군
치래마을,강원도,양양군,전통음식체험,옥수수칡잎체험,"마을회관 1동, 녹색농촌체험관 1동, 방갈로 3동, 산촌생태학교 1동",28,,강원도 양양군 서면 구룡령로 1049,엄주현,033-671-5880,2011-01-20,http://www.치래마을.kr/,강원도 양양군청,37.9068323,128.5067798,2019-08-12,4350000,강원도 양양군
해담마을,강원도,양양군,레포츠,"수륙양용차, 송어잡기","마을회관 1동, 산촌체험관 1동, 방갈로 33동, 세미나실 1동, 다목적실 1동, 실내체험장 1동, 야영장 2개소",35,,강원도 양양군 서면 구룡령로 2016,손태영,033-673-2233,2011-04-27,http://hd.invil.org/,강원도 양양군청,37.9795318,128.5258791,2019-08-12,4350000,강원도 양양군
송천떡마을,강원도,양양군,전통음식체험,"떡매치기, 인절미만들기","마을회관 1동, 떡가공공장 1동, 떡체험장 1동, 산촌체험관 1동",5,,강원도 양양군 서면 떡마을길 107,김성완,033-673-8977,2010-07-14,http://songcheon.invil.org/,강원도 양양군청,38.0515596,128.5544019,2019-08-12,4350000,강원도 양양군
금풀애마을,강원도,양양군,전통음식체험,계절김치담그기,"마을회관 1동, 금풀체험관 1동, 녹색농촌체험관 1동, 산촌생체험관 1동, 운동장 1식",8,,강원도 양양군 현북면 남대천로 1532,진금수,033-671-3167,2009-12-28,http://www.woniljeon.co.kr/,강원도 양양군청,37.9774437,128.6535684,2019-08-12,4350000,강원도 양양군
보릿고개마을,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 용문면 연안길 21,이상용,,2010-09-06,http://www.ypnadri.com/,(사)양평농촌나드리,37.5260493633,127.5564682069,2019-06-04,4170000,경기도 양평군
수미마을,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 단월면 곱다니길 55-2,최성준,,2010-03-09,http://www.ypnadri.com/,(사)양평농촌나드리,37.5144969748,127.6572640990,2019-06-04,4170000,경기도 양평군
가루매마을,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 지평면 부일길 101,권윤주,,2009-09-18,http://www.ypnadri.com/,(사)양평농촌나드리,37.4515881987,127.6139401725,2019-06-04,4170000,경기도 양평군
미사랑마을,경기도,양평군,농작물경작체험,농촌체험,체험관,,,경기도 양평군 지평면 지평로 878,김효성,,2009-05-19,http://www.ypnadri.com/,(사)양평농촌나드리,37.4353418761,127.6194349218,2019-06-04,4170000,경기도 양평군
장익는 마을,충청남도,공주시,농작물경작체험,"찐빵체험, 난 화분만들기, 고추따기체험","메주건조시설, 찐빵체험시설, 물고기잡기 체험장",,,충청남도 공주시 이인면 선근리1길 34,이인희,000-0000-0000,2011-08-24,,충청남도 공주시청,36.3796323,127.0693434,2019-06-07,4500000,충청남도 공주시
보리감자마을,충청남도,공주시,농작물경작체험,"수확체험, 쥐불놀이","체험관, 펜션, 밀 가공시설, 비가림시설, 황토방",,,충청남도 공주시 유구읍 안동해동길 10,윤정섭,000-0000-0000,2011-08-24,http://www.sansubak.co.kr/,충청남도 공주시청,36.6135581,127.0196817,2019-06-07,4500000,충청남도 공주시
반곡지 농촌체험 휴양마을,경상북도,경산시,만들기체험,,,,,경상북도 경산시 남산면 서원길348,김진복,,2015-10-15,,경산시,35.770914,128.813935,2020-03-27,6470000,경상북도
하늘오름마실,경상북도,문경시,만들기체험,,,,,경상북도 문경시 문경읍 관음길 77,김정수,,2017-03-06,,문경시,36.7957446035,128.1561605538,2020-03-27,6470000,경상북도
문경큰사람마을,경상북도,문경시,만들기체험,,,,,경상북도 문경시 산북면 거무길 9,정경태,,2016-08-18,,문경시,36.7226759010,128.2409255072,2020-03-27,6470000,경상북도
또오실마을,충청남도,충청남도예산군,전통문화체험,,,,,충청남도 예산군 광시면 가덕2길 3,김승근,041-339-8602,2015-01-01,홈페이지 없음,충청남도예산군,36.5400942405,126.7809591788,2020-03-16,6440000,충청남도
신장리사과체험마을,충청남도,충청남도예산군,전통문화체험,,,,,충청남도 예산군 오가면 국사봉로 442,유재형,041-330-2712,2012-01-01,홈페이지 없음,충청남도예산군,36.6703772075,126.7908103530,2020-03-16,6440000,충청남도
가야한티마을,충청남도,충청남도예산군,전통문화체험,,,,,충청남도 예산군 덕산면 윤봉길로 366-27,김달호,041-337-4840,2011-01-01,홈페이지 없음,충청남도예산군,36.6801540515,126.6161967921,2020-03-16,6440000,충청남도
알토란사과마을,충청남도,충청남도예산군,전통문화체험,,,,,충청남도 예산군 응봉면 운곡길 81,김영주,041-339-8987,2012-01-01,http://www.ducksan.net/mini/rtoran.php,충청남도예산군,36.6522000960,126.7791210915,2020-03-16,6440000,충청남도
별천지,경상남도,함안군,농작물경작체험,,체험장,,,경상남도 함안군 여항면 주동2길 136,조방제,055-585-1727,2011-01-12,http://www.byulchun.kr,경상남도 함안군청,35.1827106469,128.423992,2020-03-12,5400000,경상남도 함안군
순천용오름마을,전라남도,순천시,기타,,"체험관, 정자1동",,,전라남도 순천시 주암면 운룡2길 17,강순구,061-754-2416,2005-12-01,http://oreum1004.modoo.at,순천용오름마을,35.0921377,127.2022032,2020-02-24,4820000,전라남도 순천시
순천생태마을,전라남도,순천시,기타,,"체험관(주방,사무실포함)",,,전라남도 순천시 승주읍 고산도목길 9,임채수,061-755-0414,2006-12-01,http://www.순천생태체험마을.kr,순천생태마을,35.0664871099,127.3602949,2020-02-24,4820000,전라남도 순천시
추평호산뜰애마을,충청북도,충주시,농작물경작체험,봄나물 채취(비빔밥)+블루베리 삽목 및 수확+둘레길 걷기,마을회관+노인정+산뜰애어울림센터,1278000,,충청북도 충주시 엄정면 투수골길2,이정석,043-848-2202,2018-01-22,https://cusanddeulae.modoo.at/,충청북도 충주시청,37.120811,127.929841,2019-10-23,4390000,충청북도 충주시
내포마을,충청북도,충주시,농작물경작체험,새송이생태체험+폴리머클레이체험+효소팝콘만들기,마을회관+공예체험장+한옥고택,,,충청북도 충주시 신니면 내포길 37,손병용,,2015-03-17,happynaepo.com,충청북도 충주시청,37.000719,127.431877,2019-10-23,4390000,충청북도 충주시
정수문화마을,경상남도,진주시,문화탐방체험,"이야기길체험,먹거리체험,천연염색,기초조형(테라코타)도자기,목공예,짚풀공예,한지공예,서각,퀼트분야","다목적활성화센터,문화체험관,갤러리,다목적홀",,,경상남도 진주시 이반성면 오봉산로 871,김구진,055-753-3666,2019-06-13,http://jungsootown.kr,경상남도 진주시청,35.1818943942,128.3305789130,2019-10-22,5310000,경상남도 진주시
도동풀벌레마을,경상남도,진주시,자연생태체험,"곤충체험, 다목적(영농)체험","농촌체험관,체험교육장,교육 및 복지시설,숙박시설",,,경상남도 진주시 진성면 진성로 276번길 87-13,강봉규,,2012-10-04,http://www.bugslife.kr/,경상남도 진주시청,35.160456,128.234684,2019-10-22,5310000,경상남도 진주시
365행복마을,강원도,정선군,전통음식체험,"곤드레밥체험, 깡통열차","체험시설, 회의시설, 식당, 숙박시설",1200,,강원도 정선군 북평면 장열길 83-2,위재봉,,2011-01-01,http://www.jsplay.kr/,정선군농업기술센터,37.456561,128.683474,2019-06-30,4290000,강원도 정선군
나루마을,경상남도,의령군,농작물경작체험/만들기체험,"딸기 따기, 천연염색",체험관,10029,,경상남도 의령군 화정면 화정로 687,김장균,055-570-2604,2015-02-07,,의령군,35.260454,128.243068,2019-07-08,5390000,경상남도 의령군
갑을골권역,경상남도,의령군,농작물경작체험/만들기체험,"미나리 베기, 밤따기",체험관 한옥관,1779,,경상남도 의령군 가례면가례로729,정능수,055-572-9977,2015-07-03,,의령군,35.3209293,128.2356759,2019-07-08,5390000,경상남도 의령군
신전권역,경상남도,의령군,농작물경작체험/만들기체험,블루베리따기,"체험관, 박물관, 족구장",5800,,경상남도 의령군 대의면 신전리 278,강찬구,055-574-1109,2016-05-21,,의령군,35.3815447,128.1739867,2019-07-08,5390000,경상남도 의령군
자굴산권역,경상남도,의령군,농작물경작체험/만들기체험,감따기,"체험관, 부속창고",3528,,경상남도 의령군 칠곡면 칠곡로 5길 3,이규용,055-574-1199,2012-06-05,,의령군,35.339169,128.196905,2019-07-08,5390000,경상남도 의령군
늘품마을,경상남도,의령군,농작물경작체험/만들기체험,"고구마 캐기, 감따기",체험관,124.8,,경상남도 의령군 부림면 막곡2길 56,이헌두,055-570-2604,2011-07-01,,의령군,35.451835,128.330773,2019-07-08,5390000,경상남도 의령군
청광새들녘마을,경상남도,고성군,농작물경작체험,"농작물심기,농산물수확",농특산물판매장,621.45,http://cknf.co.kr/bbs/view.php?uid=107&s_p=10&bid=ckvill_movie,경상남도 고성군 개천면 영회로 1296,이일열,055-672-7985,2014-11-06,http://www.cknf.co.kr,경상남도 고성군청,35.1150709,128.3086561,2019-06-21,5420000,경상남도 고성군
자란만마을,경상남도,고성군,어촌생활체험,"고기잡기,갯벌체험",농특산물판매장,605.52,http://hrvill.com/bbs/view.php?bid=hakrim_shop01&s_p=1&uid=13,경상남도 고성군 하일면 자란만로 1622-8,이우기,,2014-09-16,http://www.hrvill.com,경상남도 고성군청,34.9327049,128.1968717,2019-06-21,5420000,경상남도 고성군
종생마을,경상남도,고성군,자연생태체험,"다슬기잡기,활쏘기",농특산물판매장,165,http://blog.naver.com/PostView.nhn?blogId=welchon4u&logNo=10148554042,경상남도 고성군 대가면 갈천1길 91,백승완,055-672-4504,2012-01-02,http://blog.naver.com/PostView.nhn?blogId=welchon4u&logNo=10148554042,경상남도 고성군청,35.0129308,128.249365,2019-06-21,5420000,경상남도 고성군
무지돌이마을,경상남도,고성군,농작물경작체험,"농산물파종,농산물수확",농특산물판매장,316.8,http://www.mujifarm.co.kr/,경상남도 고성군 개천면 나선길 73-10,이승석,055-674-0141,2011-10-27,http://www.mujifarm.co.kr,경상남도 고성군청,35.1219841,128.3157796,2019-06-21,5420000,경상남도 고성군
