사업소명,사업소전화번호,소재지도로명주소,소재지지번주소,위도,경도,트랙터및작업기보유대수,경운기및작업기보유대수,관리기및작업기보유대수,땅속작물수확기보유대수,탈곡기및정선작업기보유대수,자주형파종기보유대수,이앙작업기보유대수,벼수확및운반작업기보유대수,기타임대농기계보유정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
농기계임대사업소,054-650-8200,경상북도 예천군 예천읍 도효자로 87-56,경상북도 예천군 예천읍 생천리 721-25,36.677143,128.461609,116,31,63,51,41,2,0,2,자주형잔가지파쇄기(16)+스피드스프레이어(2)+자주형승용제초기(3)+자주형콩수확기(10)+모터형콩탈곡기(15)+자주형농용굴삭기(9)+모터형마늘쪽분리기(3)+인력파종기(32)+모터형파이프밴딩성형기(4)+모터형탈망기(4)+SS기탑재형퇴비살포기(3)+자주형덩굴파쇄기(6)+모터형잡곡탈곡기(2)+엔진형콩탈곡기(3)+자주형보행제초기(5)+자주형야채이식기(3)+모터형풍구(2)+모터형땅콩탈곡기(1)+땅콩탈피기(2)+자주형참깨수확기(3)+자주형들깨탈곡기(2),054-650-8200,경상북도 예천군농업기술센터,2019-09-17,5230000,경상북도 예천군
농업기계임대사업소 금마분소,063-859-4955,전라북도 익산시 금마면 제석사지로 21-2,전라북도 익산시 금마면 동고도리 952-17,35.9842958012,127.056385,45,1,35,7,10,5,0,0,고추세척기(3)외 14종(29),063-859-4954,익산시농업기술센터,2019-09-16,4680000,전라북도 익산시
농업기계임대사업소 함열본소,063-859-4325,전라북도 익산시 함열읍 익산대로 1366-20,전라북도 익산시 함열읍 다송리 721-36,36.0404244,126.9586473,75,4,66,13,20,15,0,0,고추세척기(2)외 18종(46),063-859-4959,익산시농업기술센터,2019-09-16,4680000,전라북도 익산시
농기계 임대은행 본점,054-421-2563,경상북도 김천시 구성면 남김천대로 3296-22,경상북도 김천시 구성면 하강리 56번지,36.0777132148,128.099372335,42,5,5,16,13,0,10,0,25,054-421-2551,김천시농업기술센터,2019-09-16,5060000,경상북도 김천시
농기계 임대은행 동부지점,054-430-1429,경상북도 김천시 초곡길 25(율곡동),경상북도 김천시 율곡동 6-1691,36.1303606581,128.178097283,32,3,3,8,14,0,4,0,18,054-421-2551,김천시농업기술센터,2019-09-16,5060000,경상북도 김천시
농기계 임대은행 서부지점,054-432-5166,경상북도 김천시 봉산면 봉산2로 30,경상북도 김천시 봉산면 신리 205,36.132835,128.056820547,30,3,3,5,9,0,6,0,31,054-421-2551,김천시농업기술센터,2019-09-16,5060000,경상북도 김천시
농기계 임대은행 남부지점,054-435-1044,경상북도 김천시 지례면 지례로 40,경상북도 김천시 지례면 상부리 111,35.9887168508,128.034491099,33,4,5,6,11,0,5,0,15,054-421-2551,김천시농업기술센터,2019-09-16,5060000,경상북도 김천시
농기계 임대은행 북부지점,054-433-5273,경상북도 김천시 감문면 감문로 1043,경상북도 김천시 감문면 보광리 393,36.2135137412,128.180067769,42,3,3,8,11,0,8,0,22,054-421-2551,김천시농업기술센터,2019-09-16,5060000,경상북도 김천시
동해시농업기술센터 망상지소,033-530-2438,강원도 동해시 초구길 2,강원도 동해시 초구동 110,37.5764959060,129.0880274337,20,7,15,6,11,1,3,0,0,033-530-2438,강원도 동해시농업기술센터,2019-09-10,4210000,강원도 동해시
동해시농업기술센터 북평지소,033-530-2439,강원도 동해시 이원길 77-5,강원도 동해시 이도동 657-4,37.4809988,129.1006932,21,8,14,6,11,0,3,0,0,033-530-2438,강원도 동해시농업기술센터,2019-09-10,4210000,강원도 동해시
농업기계임대센터본소,054-873-2161,경상북도 청송군 청송읍 주왕산로 172-9,경상북도 청송군 청송읍 송생리 715,36.3903162889,129.078227913,69,15,22,8,26,5,3,0,SS기(3)+농용굴삭기(5)+농용고소작업차(8)+동력살분무기(4)+승용제초기(9)+잔가지파쇄기(10)+콩수확기(9)+퇴비살포기(6)+파이프밴딩기(1)+농용고압세척기(3)+동력제초기(5)+농용로우더(1)+사료작물수확기(1)+꿀벌응애기화훈증기(1)+채소이식기(2),054-873-2440,경상북도 청송군 농업기술센터,2019-09-09,5160000,경상북도 청송군
농업기계임대센터남부상담소,054-870-6557,경상북도 청송군 안덕면 안덕로 47,경상북도 청송군 안덕면 명당리 368,36.288317889,128.956575359,30,9,11,3,16,1,2,0,SS기(2)+농용굴삭기(3)+농용고소작업차(3)+동력살분무기(2)+승용제초기(11)+잔가지파쇄기(5)+콩수확기(3)+퇴비살포기(1)+파이프밴딩기(1)+농용고압세척기(2)+동력제초기(3)+농용로우더(1)+사료작물수확기(1)+채소이식기(1),054-873-2440,경상북도 청송군 농업기술센터,2019-09-09,5160000,경상북도 청송군
농업기계임대센터진보상담소,054-870-6871,경상북도 청송군 진보면 양정길 47,경상북도 청송군 진보면 각산리 501-1,36.5335984398,129.053435,21,7,6,3,11,12,4,0,SS기(2)+농용굴삭기(2)+농용고소작업차(5)+승용제초기(4)+잔가지파쇄기(5)+콩수확기(4)+퇴비살포기(5)+농용로우더(1),054-873-2440,경상북도 청송군 농업기술센터,2019-09-09,5160000,경상북도 청송군
중부임대사업소,063-640-4515,전라북도 임실군 임실읍 봉황로 371,전라북도 임실군 임실읍 두곡리 42-1,35.6300363,127.2900121,121,17,35,33,28,6,2,4,57,063-640-2773,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
남부임대사업소,063-640-4516,전라북도 임실군 오수면 오수로 195-60,전라북도 임실군 오수면 대명리 699-2,35.5363203,127.3321234,67,24,10,13,19,3,2,6,50,063-640-2773,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
북부임대사업소,063-640-4517,전라북도 임실군 신덕면 수지로 36,전라북도 임실군 신덕면 수천리 894-3,35.6806259715,127.173232246,32,13,13,16,9,1,0,1,22,063-640-2773,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
서부임대사업소,063-640-4518,전라북도 임실군 강진면 강동로 1346,전라북도 임실군 강진면 갈담리 505,35.5283218287,127.1603291,39,13,9,16,12,1,0,2,42,063-640-2773,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
