가변전광표지판명,시도명,시군구명,시군구코드,도로종류,도로노선명,도로노선번호,도로노선방향,위도,경도,영상표시면가로길이,영상표시면세로길이,전광판함체가로길이,전광판함체세로길이,전광판높이,설치유형코드,출력방향코드,발광패널유형코드,표출색상,표시유형코드,출력크기,제공정보종류,설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
갈현교차로 전방,경기도,파주시,41480,04,평화로,360,01,37.771971,126.722059,,,,,,01,01,01,빨간색+노란색+녹색,02,2단 10열,01+02,2014,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
다율 교차로(자유로방면),경기도,파주시,41480,99,파주로,56,01,37.735291,126.734891,,,,,,01,01,01,빨간색+노란색+녹색,02,3단 15열,01+02,2015,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
다율 교차로(금촌방면),경기도,파주시,41480,99,파주로,56,02,37.734747,126.734977,,,,,,01,01,01,빨간색+노란색+녹색,02,3단 15열,01+02,2015,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
월롱 산업(월롱방면),경기도,파주시,41480,99,휴암로,,01,37.848087,126.784201,,,,,,01,01,01,빨간색+노란색+녹색,02,3단 18열,01+02,2014,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
월롱 산업(문산방면),경기도,파주시,41480,99,휴암로,,02,37.848409,126.783836,,,,,,01,01,01,빨간색+노란색+녹색,02,3단 18열,01+02,2014,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
시흥배곧2차이지더원에듀그린,경기도,시흥시,41390,5 ,배곧1로,,,37.358922,126.716536,,,,,,2 ,2 ,1 ,,2 ,2단10열,01+02+03,2017,시흥시청(교통행정과),031-310-3474,2020-06-02,4010000,경기도 시흥시
양평군 대기오염안내 전광판,경기도,양평군,41830,99,시민로,,03,37.492855,127.491831,3680,2880,4160,3320,6000,02,02,01,총천연색Fullcolor,01,"90,112 Pixels",04,2017,포스텍네트웍스,031-770-2242,2020-05-26,4170000,경기도 양평군
주민알림시스템,충청남도,금산군,44710,4 ,충남 금산군 금산읍       중도리 36-6,,,36.1018271,127.495882,,,3000,3000,,1 ,2 ,1 ,,1 ,14단 14열,01+04,2015,금산군청,041-750-2854,2020-06-02,4550000,충청남도 금산군
컨부두 사거리,전라남도,광양시,46230,2 ,백운로,,,34.939464,127.689959,5.5,3.6,,,,1 ,2 ,1 ,빨간색+녹색+노란색,2 ,1단 10열,4,2002,광양시청,061-797-2792,2020-05-19,4840000,전라남도 광양시
장곡육교(김포방향),경기도,김포시,41570,5 ,김포대로,,,37.60605502,126.7496465,,,,,,3 ,2 ,1 ,,1 ,10단18열,01+02,2011,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
선수동버스정류소 앞,경기도,김포시,41570,5 ,김포대로,,,37.6119152,126.7330688,,,,,,3 ,2 ,1 ,,2 ,2단12열,01+02,2011,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
김포 골프클럽 앞,경기도,김포시,41570,5 ,풍무로,,,37.61107199,126.725042,,,,,,3 ,2 ,1 ,,2 ,2단12열,01+02,2011,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
양능삼거리,경기도,김포시,41570,4 ,양곡로,,,37.66494057,126.6368822,,,,,,3 ,2 ,1 ,,2 ,2단12열,01+02,2011,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
대곶중부마트(김포방향),경기도,김포시,41570,4 ,대명항로,,,37.6456845,126.5578589,,,,,,3 ,2 ,1 ,,2 ,2단12열,01+02,2011,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
풍곡육교,경기도,김포시,41570,5 ,김포한강로,,,37.612589,126.7721333,,,,,,3 ,2 ,1 ,,2 ,2단12열,01+02,2011,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
풍무태리(태리방향),경기도,김포시,41570,5 ,유현로,,,37.60646329,126.7388919,,,,,,3 ,2 ,1 ,,2 ,2단12열,01+02,2011,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
쌍용예가.태장로,경기도,김포시,41570,5 ,태장로,,,37.64104191,126.6825615,,,,,,3 ,2 ,1 ,,2 ,2단12열,01+02,2018,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
김포패션아울렛,경기도,김포시,41570,5 ,김포대로,,,37.6572297914,126.6677747365,,,,,,3 ,2 ,1 ,,1 ,15단20열,01+02,2017,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
검은다리사거리,경기도,김포시,41570,5 ,김포대로,,,37.63867099,126.6900517,,,,,,3 ,2 ,1 ,,1 ,15단20열,01+02,2017,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
태장로,경기도,김포시,41570,5 ,태장로,,,37.6431313867,126.6960563453,,,,,,3 ,2 ,1 ,,2 ,2단12열,01+02,2017,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
김포레코파크(서울),경기도,김포시,41570,5 ,금포로,,,37.64610632,126.7079275,,,,,,3 ,2 ,1 ,,2 ,2단12열,01+02,2017,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
한강로 시네폴리스IC,경기도,김포시,41570,5 ,금포로,,,37.63068508,126.7393618,,,,,,3 ,2 ,1 ,,2 ,2단12열,01+02,2017,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
KCC.고창마을,경기도,김포시,41570,5 ,한강4로,,,37.64606895,126.6650425,,,,,,3 ,2 ,1 ,,2 ,2단12열,01+02,2017,김포시청,031-980-5922,2020-04-06,4090000,경기도 김포시
서수원전화국 맞은편,경기도,수원시,41110,일반,구운로,42번,1,37.278166,126.977347,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,1 ,2단10열,01+02,2008,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
평동주유소맞은편,경기도,수원시,41110,일반,매송고색로,98번,1,37.253444,126.990474,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,2 ,15단19열,01+02,2019,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
고향의 봄길(과선교),경기도,수원시,41110,일반,권선로,98번,1,37.259044,126.987758,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,1 ,2단10열,01+02,2008,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
경기일보앞,경기도,수원시,41110,일반,경수대로,1번,1,37.307105,126.999264,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,1 ,2단10열,01+02,2007,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
세권사거리,경기도,수원시,41110,일반,세권로,1번,1,37.254634,127.021146,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,1 ,2단10열,01+02,2007,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
세류 1동,경기도,수원시,41110,일반,권선로,98번,1,37.263381,127.009642,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,1 ,2단10열,01+02,2008,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
광교상현IC,경기도,수원시,41110,일반,광교산로,1번,1,37.298138,127.057881,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,1 ,2단10열,01+02,2008,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
지지대쉼터,경기도,수원시,41110,일반,경수대로,1번,1,37.325002,126.986398,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,2 ,15단19열,01+02,2019,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
비상활주로,경기도,수원시,41110,일반,경수대로,1번,1,37.230886,127.022831,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,2 ,15단19열,01+02,2018,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
입북동,경기도,수원시,41110,일반,수인로,42번,1,37.288359,126.965163,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,2 ,15단19열,01+02,2018,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
우시장사거리,경기도,수원시,41110,일반,덕영대로,42번,1,37.247433,127.029861,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,2 ,15단19열,01+02,2011,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
숙지중맞은편,경기도,수원시,41110,일반,덕영대로,42번,1,37.282502,126.991171,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,2 ,15단19열,01+02,2011,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
평화국민은행앞,전라북도,완산구,45111,02,모악로,27,02,35.792786,127.132066,7200,1200,7800,1770,6785,02,02,01,빨간색+노란색+녹색,02,2단12열,01+02,2013,전라북도 전주시청,063-281-2725,2019-01-28,4640000,전라북도 전주시
박천수정형외과앞,전라북도,완산구,45111,02,온고을로,1,02,35.833745,127.114576,3600,2400,4200,3100,6275,02,02,01,빨간색+노란색+녹색,01,10단12열,01+02,2013,전라북도 전주시청,063-281-2725,2019-01-28,4640000,전라북도 전주시
오거리국민은행,전라북도,완산구,45111,02,팔달로,27,02,35.821367,127.145796,6000,1200,6600,1770,6785,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,전라북도 전주시청,063-281-2725,2019-01-28,4640000,전라북도 전주시
전주박물관앞,전라북도,완산구,45111,02,쑥고개길,1,02,35.796838,127.087678,6000,1200,6600,1770,6785,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,전라북도 전주시청,063-281-2725,2019-01-28,4640000,전라북도 전주시
농촌진흥청앞,전라북도,완산구,45111,04,안전로,안전로,02,35.827688,127.061542,3600,2400,4200,3100,6275,02,02,01,빨간색+노란색+녹색,01,10단12열,01+02,2015,전라북도 전주시청,063-281-2725,2019-01-28,4640000,전라북도 전주시
국립원예과학원,전라북도,완주군,45710,04,혁신로,713,02,35.832932,127.045750,3600,2400,4200,3100,6275,02,02,01,빨간색+노란색+녹색,01,10단12열,01+02,2015,전라북도 완주군청,063-281-2725,2019-01-28,4640000,전라북도 전주시
국립축산과학원,전라북도,완주군,45710,04,혁신로,716,02,35.824749,127.064638,3600,2400,4200,3100,6275,02,02,01,빨간색+노란색+녹색,01,10단12열,01+02,2015,전라북도 완주군청,063-281-2725,2019-01-28,4640000,전라북도 전주시
파주스타디움(봉일천방면),경기도,파주시,41480,04,중앙로,363,01,37.753100,126.787100,,,,,,01,01,01,빨간색+노란색+녹색,02,2단 12열,01+02,2010,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
주내사거리,경기도,파주시,41480,99,술이홀로,,01,37.731700,126.802200,,,,,,01,01,01,빨간색+노란색+녹색,02,2단 12열,01+02,2010,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
말레이지아교(광탄방면),경기도,파주시,41480,99,파주로,56,01,37.463200,126.501300,,,,,,01,01,01,빨간색+노란색+녹색,02,2단 12열,01+02,2010,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
봉일천교,경기도,파주시,41480,04,고봉로,98,01,37.492300,126.483500,,,,,,01,01,01,빨간색+노란색+녹색,02,2단 12열,01+02,2010,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
파주스타디움(시청방면),경기도,파주시,41480,04,중앙로,363,01,37.752100,126.790200,,,,,,01,01,01,빨간색+노란색+녹색,02,2단 12열,01+02,2010,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
이마트앞(일산방면),경기도,파주시,41480,99,미래로,,01,37.709288,126.746500,,,,,,01,01,01,빨간색+노란색+녹색,02,2단 10열,01+02,2012,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
한빛마을8단지(일산방면),경기도,파주시,41480,04,경의로,359,01,37.708202,126.758902,,,,,,01,01,01,빨간색+노란색+녹색,02,2단 10열,01+02,2012,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
운정이마트(파주방면),경기도,파주시,41480,99,미래로,,01,37.708881,126.745985,,,,,,01,01,01,빨간색+노란색+녹색,01,12단 12열,01+02,2012,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
한빛마을8단지(금촌방면),경기도,파주시,41480,04,경의로,359,01,37.709271,126.759353,,,,,,01,01,01,빨간색+노란색+녹색,01,12단 12열,01+02,2012,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
유비파크 앞,경기도,파주시,41480,04,경의로,359,01,37.724022,126.760833,,,,,,01,01,01,칼라,01,16단 24열,01+02,2012,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
운정역,경기도,파주시,41480,99,소리천로,,01,37.724446,126.765876,,,,,,01,01,01,칼라,01,16단 24열,01+02,2012,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
가람마을입구,경기도,파주시,41480,04,경의로,359,01,37.736054,126.757786,,,,,,01,01,01,빨간색+노란색+녹색,01,12단 12열,01+02,2015,파주시청,031-940-5255,2019-09-06,4060000,경기도 파주시
대전광역시 환경전광판,대전광역시,서구,30170,지방,대덕대로,5,3,36.34449905,127.37512996,5400,3400,6000,4000,11000,1 ,1 ,1 ,빨간색+노란색+녹색,2 ,파악불가,4,2002,대전광역시,042-270-5697,2020-07-21,6300000,대전광역시
대전광역시 환경전광판,대전광역시,동구,30110,지방,동대전로,5,3,36.34790718,127.44495650,6400,4480,7000,5100,16100,1 ,1 ,1 ,빨간색+노란색+녹색,2 ,파악불가,4,2003,대전광역시,042-270-5697,2020-07-21,6300000,대전광역시
중원상대원-L-01,경기도,성남시,37800,시도,둔촌대로(시도),-,,37.3583028,127.1044861,780,120,,,,03,02,01,빨간색+노란색+녹색,02,2단12열,01+02,2011,성남시청,031-729-4553,2020-07-14,3780000,경기도 성남시
할렐루야기도원,경기도,포천시,41650,5 ,호국로,,,37.862952,127.172679,,,,,,3 ,2 ,1 ,빨간색+노란색+녹색,2 ,4단 16열,01+02+03+04,2007,경기도 포천시,031-538-3458,2020-05-08,5600000,경기도 포천시
.,충청북도,충주시,43130,5 ,국원대로,,,36.986143,127.928025,,,,,,3 ,2 ,1 ,,2 ,1단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,계명대로,,,36.982444,127.929993,,,,,,3 ,2 ,1 ,,2 ,1단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,국원대로,,,36.979788,127.927883,,,,,,3 ,2 ,1 ,,2 ,1단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,국원대로,,,36.977343,127.927094,,,,,,3 ,2 ,1 ,,2 ,1단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,예성로,,,36.967882,127.933641,,,,,,3 ,2 ,1 ,,2 ,1단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,중원대로,,,36.972122,127.921234,,,,,,3 ,2 ,1 ,,2 ,1단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,계명대로,,,36.982177,127.920211,,,,,,3 ,2 ,1 ,,2 ,1단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,탄금대로,,,36.976375,127.921886,,,,,,3 ,2 ,1 ,,2 ,1단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,국원대로,,,36.997056,127.927637,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,금봉대로,,,36.978631,127.946224,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,충원대로,,,36.981124,127.913295,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,중원대로,,,36.965039,127.924554,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2007,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,2 ,첨단산업로,,,36.974979,127.827188,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2009,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,4 ,첨단산업로,,,37.019455,127.849632,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2009,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,2 ,충원대로,,,37.084269,127.932759,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2013,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,2 ,북부로,,,37.078529,127.951123,,,,,,3 ,2 ,1 ,,2 ,3단10열,01+04,2011,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,2 ,중원대로,,,36.902006,127.961812,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2009,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,2 ,중원대로,,,37.002219,127.671186,,,,,,3 ,2 ,1 ,,2 ,3단10열,01+04,2010,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,2 ,중원대로,,,36.863883,127.973434,,,,,,3 ,2 ,1 ,,2 ,3단10열,01+04,2009,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,2 ,중원대로,,,36.836772,128.001178,,,,,,3 ,2 ,1 ,,2 ,3단10열,01+04,2009,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,2 ,북부로,,,37.078691,127.830148,,,,,,3 ,2 ,1 ,,2 ,3단10열,01+04,2012,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,2 ,북부로,,,37.103985,127.741957,,,,,,3 ,2 ,1 ,,2 ,3단10열,01+04,2012,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,2 ,중원대로,,,36.964466,127.857772,,,,,,3 ,2 ,1 ,,2 ,3단10열,01+04,2010,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,2 ,충청대로,,,36.955598,127.761733,,,,,,3 ,2 ,1 ,,2 ,3단10열,01+04,2011,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,기업도시로,,,37.001747,127.833794,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2012,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,6 ,기업도리3로,,,37.002716,127.815596,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2012,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,6 ,기업도시3로,,,37.019505,127.823945,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2012,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
,충청북도,충주시,43130,5 ,중원대로,,,36.968234,127.911843,,,,,,3 ,2 ,1 ,,2 ,2단10열,01+04,2008,충주시청,043-850-6331,2020-05-08,4390000,충청북도 충주시
인계동삼성아파트앞,경기도,수원시,41110,일반,권광로,1번,1,37.270778,127.035488,900,1800,1300,2300,5700,3 ,2 ,1 ,빨간색+노랑색+녹색,1 ,2단10열,01+02,2008,수원시 도시안전통합센터,031-228-3347,2020-07-17,3740000,경기도 수원시
