마을기업명,마을기업구분,법인명,법인형태구분,소재지도로명주소,소재지지번주소,위도,경도,마을기업설립년월,마을기업인증년월,마을기업대표자명,마을기업대표전화번호,마을기업홈페이지,마을기업회원수,마을기업목적사업,마을기업주요상품,상품관련인증정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
태산풍류 영농조합법인,자립형,태산풍류 영농조합법인,영농조합,전라북도 정읍시 칠보면 칠보산로 1507,전라북도 정읍시 칠보면 시산리 654-2,35.60291125,126.9885757,2015-05,2015-05,윤연희,063-536-7742,,10,주민소득증대 및 도농교류 활성화,"선비문화체험, 전통문화체험, 향토음식체험",,063-539-6842,전라북도 정읍시,2020-07-01,4690000,전라북도 정읍시
새미찬 영농조합법인,자립형,새미찬 영농조합법인,영농조합,전라북도 정읍시 정읍사로 538,전라북도 정읍시 시기동 78-3,35.55124754,126.8631944,2014-04,2014-04,이재정,063-531-9032,,9,모든 가정에 안전한 반찬 제공,"유기농 된장, 고추장 및 밑반찬",,063-539-6842,전라북도 정읍시,2020-07-01,4690000,전라북도 정읍시
감익는 민하마을 영농조합법인,자립형,감익는 민하마을 영농조합법인,영농조합,전라북도 정읍시 산외면 민하길 92,전라북도 정읍시 산외면 정량리 37-2,35.61830376,127.0631064,2013-09,2013-09,홍석철,063-538-9118,,20,마을기업 소득 증대 및 일자리 창출,먹시곶감,,063-539-6842,전라북도 정읍시,2020-07-01,4690000,전라북도 정읍시
농업회사법인 콩사랑 유한회사,자립형,농업회사법인 콩사랑 유한회사,기타,전라북도 정읍시 칠보면 축촌길 67-4,전라북도 정읍시 칠보면 축현리 105,35.5825752588,126.9416217184,2013-08,2013-08,서현정,063-538-1900,http://www.kongdubu.co.kr,20,귀리제품 판매를 통한 일자리 창출,귀리가공식품,,063-539-6842,전라북도 정읍시,2020-07-01,4690000,전라북도 정읍시
형제마을영농조합,자립형,형제마을영농조합,영농조합,충청남도 예산군 대흥면 의좋은형제길51,,,,,2010-06,정종열,041-333-3999,,,된장제조가공판매,된장,,041-635-2216,충남도청,2019-06-30,6440000,충청남도
농업회사법인 자연가 유한회사,자립형,농업회사법인 자연가 유한회사,기타,전라북도 정읍시 감곡면 동곡길 50-6,전라북도 정읍시 감곡면 방교리 1788,35.714368,126.9214611812,2013-05,2013-05,김지운,063-538-1900,,10,슬로푸드 및 우리농산물 판매 증진,"누룽지현미과자, 오도리 김부각, 단호박과자",,063-539-6842,전라북도 정읍시,2020-07-01,4690000,전라북도 정읍시
내장산쑥모시 영농조합법인,자립형,내장산쑥모시 영농조합법인,영농조합,전라북도 정읍시 송죽길 25,전라북도 정읍시 쌍암동 773,35.5096789,126.8920926,2013-05,2013-05,유연필,063-536-3119,,11,마을 공동체 활성화,모시떡류,,063-539-6842,전라북도 정읍시,2020-07-01,4690000,전라북도 정읍시
다문화공동체하누리 협동조합,자립형,다문화공동체하누리 협동조합,협동조합,전라북도 정읍시 구미길 62,전라북도 정읍시 수성동 456-1,35.57221128,126.8565928,2012-08,2012-08,유은경,063-537-3303,,5,다문화 이주 여성 및 소외계층 일자리 창출,커피,,063-539-6842,전라북도 정읍시,2020-07-01,4690000,전라북도 정읍시
원촌문화마을역사영농조합법인,자립형,원촌마을회,영농조합,전라북도 정읍시 칠보면 원촌1길 44-42,전라북도 정읍시 칠보면 무성리 490-2,35.6014416,126.9828671,2011-05,2011-05,김상원,000-0000-0000,,28,주민 일자리 창출,두부,,063-539-6842,전라북도 정읍시,2020-07-01,4690000,전라북도 정읍시
장수새보름영농조합법인,자립형,장수새보름영농조합법인,영농조합,전라북도 장수군 산서면 월평길 34,전라북도 장수군 산서면 백운리 1000,35.5997661150,127.4205553098,2013-04,2013-09,김태호,063-351-1264,,29,지역농산물 판로개척,두부,,063-350-2191,전라북도 장수군청,2020-01-30,4750000,전라북도 장수군
정선아라리한과농원영농조합법인,신규,정선아라리한과영농조합법인,영농조합,강원도 정선군 임계면 미락동길 21-62,강원도 정선군 임계면 낙천리 926,37.46507378,128.8452904,2013-12,2020-02,김태수,033-000-0000,,10,한과 및 약과 제조 판매,한과,,033-560-2357,강원도 정선군청,2020-06-30,4290000,강원도 정선군
정선블루베리협동조합,기타,정선 블루베리협동조합,협동조합,강원도 정선군 신동읍 의림로 171-19,강원도 정선군 신동읍 예미리 892-76,37.20834216,128.6373633,2013-05,2019-05,김관구,033-000-0000,http://www.정선블루베리.kr/,11,블루베리 가공판매 및 체험사업,블루베리,,033-560-2357,강원도 정선군청,2020-06-30,4290000,강원도 정선군
전통발효식품협동조합,기타,전통발효식품협동조합,협동조합,강원도 정선군 화암면 소금강로 1511,강원도 정선군 화암면 몰운리 471-1,37.32368782,128.8081189,2016-05,2019-05,전승일,033-000-0000,,8,학교로 찾아가는 전통발효식품 10가지 체험학습 진행,발효식품 체험학습,,033-560-2357,강원도 정선군청,2020-06-30,4290000,강원도 정선군
동강영농조합법인,기타,동강영농조합법인,영농조합,강원도 정선군 신동읍 천포양지말길 20,강원도 정선군 신동읍 천포리 240,37.20387658,128.6340049,2016-01,2017-05,전석규,033-000-0000,,9,농산물 가공 유통 판매사업,"곤드레, 무청",,033-560-2357,강원도 정선군청,2020-06-30,4290000,강원도 정선군
정선아리귀뚜라미농장,기타,구미정드림캠프협동조합,협동조합,강원도 정선군 임계면 구미동길 143,강원도 정선군 임계면 봉산리 555-1,37.48262747,128.8206254,2015-10,2016-08,이금선,033-000-0000,,6,식용곤충 사육 및 가공사업,식용곤충(귀뚜라미),,033-560-2357,강원도 정선군청,2020-06-30,4290000,강원도 정선군
하늘닿은더덕마을영농조합법인,기타,하늘닿은더덕마을영농조합법인,영농조합,강원도 정선군 화암면 송이재길 425,강원도 정선군 화암면 건천리 405-3,37.32236933,128.8403368,2008-06,2014-10,김영돈,033-562-8951,www.하늘닿은.com,7,더덕가공 판매,더덕,,033-560-2357,강원도 정선군청,2020-06-30,4290000,강원도 정선군
(주)한솥밥동네가게,2차년도,주식회사 한솥밥동네가게,주식회사,전라남도 순천시 장평로 60(풍덕동),,34.9447094711,127.4958164806,,2013-05,도미라,061-741-7989,,,매실제품 가공 및 판매,"매실액기스, 매실고추장 , 쨈 등",,061-749-5611,순천시청,2019-03-31,6460000,전라남도
개랭이영농조합법인,신규,개랭이 영농조합법인,영농조합법인,전라남도 순천시 개령2길 12(별량면),,34.8858388282,127.3953179305,,2011-05,한영배,061-745-4040,,,고들빼기 김치 및 음식 만들기 체험,고들빼기김치 담그기 체험,,061-749-5611,순천시청,2019-03-31,6460000,전라남도
에코마을사업단 (한방카페 정),2차년도,한방카페정,주식회사,전라남도 순천시 금곡길 31(영동),,34.9547399113,127.4815041338,,2011-01,허복순,000-0000-0000,,,한방카페운영,한방차,,061-749-5611,순천시청,2019-03-31,6460000,전라남도
삼공사공안테나숍㈜,2차년도,삼공사공안테나숍 주식회사,주식회사,전라남도 순천시 시민로 6(장천동),,34.9503189434,127.4861813596,,2010-01,김복희,061-745-9200,,,친환경 농산물을 이용한 제과제빵 제조 및 판매,"제과, 제빵",,061-749-5611,순천시청,2019-03-31,6460000,전라남도
호령영어조합법인,신규,호령영어조합법인,영어조합법인,전라남도 여수시 화정면 호령길 22-10,,34.5673257949,127.6482345101,,2010-01,김영호,061-666-8731,,,무소금멸치 유통및 반려동물간식 가공,낭장망무소금멸치,,061-659-3598,여수시청,2019-03-31,6460000,전라남도
영농조합법인 버들인,2차년도,영농조합법인 버들인,영농조합법인,전라남도 여수시 남면 대유길 36-2,,34.5352494561,127.7613013394,,2010-01,오정빈,000-0000-0000,,,마을농산물 활용한 농어촌체험 및 직판매,"농산물, 야영캠핑장, 낚시 체험",,061-659-3598,여수시청,2019-03-31,6460000,전라남도
농업회사법인 낭도파크㈜,2차년도,농업회사법인 낭도파크㈜,농업회사법인,전라남도 여수시 화정면 여산길 85(낭도),,34.6053844207,127.5392089250,,2018-01,황광수,000-0000-0000,,,관광객에게 특산물판매,"고구마, 마늘",,061-659-3598,여수시청,2019-03-31,6460000,전라남도
신흥 영어영농조합법인,신규,신흥 영어영농조합법인,영농조합법인,전라남도 여수시 화정면 신흥안길 39(개도),,34.5675912315,127.6718308557,,2017-10,김정숙,000-0000-0000,,,"농어촌체험 휴양마을 사업, 미역, 멸치 등 건조가공사업","미역, 멸치, 반건조우럭, 전복 등",,061-659-3598,여수시청,2019-03-31,6460000,전라남도
농업회사법인 송시마을㈜,2차년도,농업회사법인 송시마을㈜,주식회사,전라남도 여수시 돌산읍 돌산로 1478,,34.6303481762,127.7277566858,,2016-08,윤연주,061-644-2047,,,지역 친환경농산물을 이용한 먹기리 가공,"옥수수차, 조청, 강정류, 즉석반찬류",,061-659-3598,여수시청,2019-03-31,6460000,전라남도
화산마을기업(주),2차년도,화산마을기업(주),주식회사,전라남도 여수시 화정면 개도화산길 27,,34.5713649661,127.6628598474,,2016-08,정용운,000-0000-0000,,,바다낚시 체험프로그램 운영 및 농수특산물 가공 판매업,"수산물가공 판매(우럭, 전복, 등)",,061-659-3598,여수시청,2019-03-31,6460000,전라남도
영어조합법인 해담인,신규,영어조합법인 해담인,영어조합법인,전라남도 여수시 회양면 안정상동길 43-128,,,,,2015-06,강장일,061-686-7723,,,"수산물 활용 피조개,홍합,톳등 가공유통",수산물 및 수산물 가공,,061-659-3598,여수시청,2019-03-31,6460000,전라남도
행복을만드는사람들,자립형,행복을만드는사람들,기타,부산광역시 영도구 절영로 90(남항동2가),부산광역시 영도구 남항동2가 192-2,35.086747,129.039398,2010-10,2010-10,조무공,051-404-1600,,4,"목공예품 및 야외시설물 제작, 판매","목공예품 및 야외시설물 제작, 판매",해당없음,051-419-4494,부산광역시 영도구청,2020-06-19,3280000,부산광역시 영도구
조내기고구마㈜,자립형,조내기고구마㈜,주식회사,부산광역시 영도구 웃서발로 78(동삼동),부산광역시 영도구 동삼동 269-9,35.078851,129.070584,2013-02,2013-05,황외분,051-403-9996,http://sweetpo.alltheway.kr,5,"고구마카라멜, 젤리, 말랭이, 고구마가루 등","고구마카라멜, 젤리, 말랭이, 고구마가루 등",해당없음,051-419-4494,부산광역시 영도구청,2020-06-19,3280000,부산광역시 영도구
다채로운공간㈜,자립형,다채로운공간㈜,주식회사,부산광역시 영도구 동삼로59번길 43(동삼동),부산광역시 영도구 동삼동 322-80,35.0781528505,129.068226,2014-01,2014-04,조창덕,051-405-5414,,5,전통식품 및 유기농식품 판매,전통식품 및 유기농식품 판매,해당없음,051-419-4494,부산광역시 영도구청,2020-06-19,3280000,부산광역시 영도구
동삼희망㈜,자립형,동삼희망㈜,주식회사,부산광역시 영도구 동삼로 69(동삼동),부산광역시 영도구 동삼동 231-97,35.079566,129.070141,2013-02,2013-08,이송미,051-405-6004,,11,"마을카페운영, 수공예품 판매","마을카페운영, 수공예품 판매",해당없음,051-419-4494,부산광역시 영도구청,2020-06-19,3280000,부산광역시 영도구
사계 영농조합법인,2차년도,사계 영농조합법인,영농조합법인,전라남도 장성군 황룡면 맥호로 330-2,,,,,2012-05,강성우,000-0000-0000,,,"과체즙, 감말랭이 제조 판매","과체즙, 감말랭이",,061-390-7466,장성군청,2019-03-31,6460000,전라남도
주식회사카페나무,자립형,주식회사카페나무,주식회사,부산광역시 해운대구 아랫반송로 33,부산광역시 해운대구 반송동 250-2425(2층),35.2245484776,129.1492907566,2015-04,2011-08,전위봉,051-543-4451,,70,까페운영,까페운영,,051-749-4341,부산광역시 해운대구,2020-06-30,3330000,부산광역시 해운대구
해운대빵사랑협동조합,자립형,해운대빵사랑협동조합,협동조합,부산광역시 해운대구 해운대로 1232,부산광역시 해운대구 송정동 86-2,35.1949003682,129.2056329806,2014-05,2014-04,임광직,051-703-2198,,10,해운대빵 제조 판매,해운대빵 제조 판매,,051-749-4341,부산광역시 해운대구,2020-06-30,3330000,부산광역시 해운대구
에코에코 협동조합,자립형,에코에코 협동조합,협동조합,"부산광역시 해운대구 대천로 187, 210호",부산광역시 해운대구 좌동 1310,35.1714893760,129.1793373744,2015-05,2015-05,화덕헌,051-701-1712,,22,폐자원 리모델링,재활용소품,,051-749-4341,부산광역시 해운대구,2020-06-30,3330000,부산광역시 해운대구
해운대너나들이협동조합,2차년도,해운대너나들이협동조합,협동조합,부산광역시 해운대구 해운대해변로197번길 13,부산광역시 해운대구 우동 762-2,35.1591775040,129.1526649178,2017-03,2017-06,서영호,051-731-6686,neonadeuli.com,12,해운대문화관광체험투어,해운대문화관광체험투어,,051-749-4341,부산광역시 해운대구,2020-06-30,3330000,부산광역시 해운대구
해마을협동조합,신규,해마을협동조합,협동조합,부산광역시 해운대구 좌동순환로 173,부산광역시 해운대구 좌동 1407-2,35.1781622061,129.1752833976,2017-09,2018-04,김주석,051-703-2720,,15,꽃차재배판매,꽃차,,051-749-4341,부산광역시 해운대구,2020-06-30,3330000,부산광역시 해운대구
㈜도농원,자립형,㈜도농원,주식회사,서울특별시 서대문구  거북골로 118,서울특별시 서대문구 남가좌동 175-150,,,2011-06,2011-06,노영훈,02-374-8830,,300,"도시농업, 도농직거래, 텃밭분양-회원제 농장(일반회원, 영농회원)운영 및 교육), 농산",농산물 판매,,02-330-8298,서울특별시 서대문구청,2019-07-17,3120000,서울특별시 서대문구
엔젤스토리,자립형,구세군 두리홈,기타,서울특별시 서대문구 독립문로8길 41,서울특별시 서대문구 천연동 117-1,,,2010-11,2010-11,추남숙,02-363-5722,,4,"카페, 재활용 의류판매","마을카페, 재활용 의류 판매, 쿠키",,02-330-8298,서울특별시 서대문구청,2019-07-17,3120000,서울특별시 서대문구
