시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,제공기관코드,제공기관명
서시장주변시장,상설장,전라남도 여수시 서교동2길2-7(서교동),전라남도 여수시 서교동 534-20,매일,34.7409496,127.7285155,250,"야채, 어물",온누리상품권,www.yeosu.go.kr,Y,Y,1932,061-641-0159,2019-03-27,4810000,전라남도 여수시
중앙선어시장,상설장,전라남도 여수시 이순신광장로101(중앙동),전라남도 여수시 중앙동 385-11,매일,34.739397,127.7369645,29,수산물,온누리상품권,www.yeosu.go.kr,N,Y,1945,,2019-03-27,4810000,전라남도 여수시
의흥시장,5일장,경상북도 군위군 의흥면 읍내5길 7,경상북도 군위군 의흥면 읍내리 594-1,5일+10일,,,0,농축수산물+ 잡화,군위사랑상품권+ 온누리상품권,,Y,Y,1957,054-380-6233,2019-04-09,6470000,경상북도
우보시장,5일장,경상북도 군위군 우보면 이화3길 6-15,경상북도 군위군 우보면 이화리 1282,4일+9일,,,0,농축수산물+ 잡화,군위사랑상품권+ 온누리상품권,,Y,Y,1949,054-380-6233,2019-04-10,6470000,경상북도
소보시장,5일장,경상북도 군위군 소보면 송원3길 34,경상북도 군위군 소보면 송원리 722,2일+7일,,,0,농축수산물+ 잡화,군위사랑상품권+ 온누리상품권,,Y, ,1954,054-380-6233,2019-04-11,6470000,경상북도
의성읍정기시장,상설장+5일장,경상북도 의성군 전통시장2길 11-9,경상북도 의성군 의성읍 도동리 966,상설+2일+7일,36.3462468,128.6991506,117,마늘+고추+잡화류 등,온누리상품권+ 의성사랑상품권,http://www.usc.go.kr/field_information/industry_economy/market,Y,Y,1946,054-830-6233,2019-04-01,6470000,경상북도
단촌정기시장,5일장,경상북도 의성군 장터길 15,경상북도 의성군 단촌면 하화리 1097-9,5일+10일,36.4225440101,128.673903035,4,고추+마늘 등,의성사랑상품권,http://www.usc.go.kr/field_information/industry_economy/market,Y,N,1947,054-830-6233,2019-04-01,6470000,경상북도
옥산정기시장,5일장,경상북도 의성군 입암1길,경상북도 의성군 옥산면 입암리 1105-85,3일+8일,36.422542,128.673669,5,농수산물류 등,의성사랑상품권,http://www.usc.go.kr/field_information/industry_economy/market,Y,N,1958,054-830-6233,2019-04-01,6470000,경상북도
금성정기시장,5일장,경상북도 의성군 탑리1길 39,경상북도 의성군 금성면 산운리 644-2,1일+6일,36.2529830616,128.684549202,52,마늘+고추+과일류 등,온누리상품권+ 의성사랑상품권,http://www.usc.go.kr/field_information/industry_economy/market,Y,Y,1961,054-830-6233,2019-04-01,6470000,경상북도
봉양정기시장,5일장,경상북도 의성군 도리원 6길 4,경상북도 의성군 봉양면 화전리 95-4,4일+9일,36.2995000,128.5811832,37,농수축산물+잡화류 등,온누리상품권+ 의성사랑상품권,http://www.usc.go.kr/field_information/industry_economy/market,Y,N,1921,054-830-6233,2019-04-01,6470000,경상북도
안계정기시장,상설장+5일장,경상북도 의성군 안계시장길 14-11,경상북도 의성군 안계면 용기리 467-1,상설+1일+6일,36.3844241099,128.4383470882,100,농수축산물+잡화류 등,온누리상품권+ 의성사랑상품권,http://www.usc.go.kr/field_information/industry_economy/market,Y,Y,1957,054-830-6233,2019-04-01,6470000,경상북도
다인정기시장,5일장,경상북도 의성군 다인장길 21-4,경상북도 의성군 다인면 서릉리 167-1,2일+7일,36.4503174,128.3556253,31,농수축산물+잡화류 등,의성사랑상품권,http://www.usc.go.kr/field_information/industry_economy/market,Y,N,1965,054-830-6233,2019-04-01,6470000,경상북도
신평정기시장,5일장,경상북도 의성군 봉호로 2400-7,경상북도 의성군 신평면 교안리 312-6,5일+10일,36.4703582523,128.5061583246,7,농수축산물+잡화류 등,의성사랑상품권,http://www.usc.go.kr/field_information/industry_economy/market,Y,N,1970,054-830-6233,2019-04-01,6470000,경상북도
안평정기시장,5일장,경상북도 의성군 봉호로 923,경상북도 의성군 안평면 박곡리 952-3,3일+8일,36.470146,128.506117,5,마늘+고추.잡화류 등,의성사랑상품권,http://www.usc.go.kr/field_information/industry_economy/market,Y,N,1922,054-830-6233,2019-04-01,6470000,경상북도
염매정기시장,상설장,경상북도 의성군 염매시장길 11,경상북도 의성군 의성읍 후죽리 628-10,매일,36.3502750442,128.6959020074,36,농수축산물+음식+잡화 등,온누리상품권+ 의성사랑상품권,http://www.usc.go.kr/field_information/industry_economy/market,Y,Y,1980,054-830-6233,2019-04-01,6470000,경상북도
청송시장,상설장+5일장,경상북도 청송군 청송읍 현충로 106,경상북도 청송군 청송읍 월막리 423-5 외 23필,상설+4일+9일,36.4351163,129.0521850,8,분식+횟집+ 떡+ 농산물+ 생필품+ 수산물+ 잡화,온누리상품권,,Y,Y,1920,054-870-8151,2019-04-01,6470000,경상북도
부남시장,5일장,경상북도 청송군 부남면 대전로 143,경상북도 청송군 부남면 대전리 64번지 외 1필,3일+8일,36.3466832974,129.064263385,,농산물+ 생필품+ 수산물+ 잡화,온누리상품권,,Y,N,1921,054-870-8351,2019-04-01,6470000,경상북도
현동시장,5일장,경상북도 청송군 현동면 도평2길 30-1,경상북도 청송군 현동면 도평리 839-9외 1필,5일+10일,36.2896193494,129.017901688,,농산물+ 생필품+ 수산물+ 잡화,온누리상품권,,Y,N,1921,054-870-8451,2019-04-01,6470000,경상북도
현서시장,5일장,경상북도 청송군 현서면 구산북로 57,경상북도 청송군 현서면 구산리 100-14,1일+6일,36.2753243277,128.89736237,,농산물+ 생필품+ 수산물+ 잡화,온누리상품권,,Y,N,1940,054-870-8551,2019-04-01,6470000,경상북도
안덕시장,5일장,경상북도 청송군 안덕면 안덕로 70-3,경상북도 청송군 안덕면 명당리 434-5,4일+9일,36.2882471,128.9586661,,농산물+ 생필품+ 수산물+ 잡화,온누리상품권,,Y,N,1940,054-870-8651,2019-04-01,6470000,경상북도
진보시장,상설장+5일장,경상북도 청송군 진보면 진안남2길 9,경상북도 청송군 진보면 진안리 122-3 외 12필,상설+3일+8일,36.5281744634,129.046790233,39,분식+횟집+ 떡+ 농산물+ 생필품+ 수산물+ 잡화,온누리상품권,,Y,Y,1910,054-872-5915,2019-04-01,6470000,경상북도
영양시장,상설장+5일장,경상북도 영양군 영양읍 시장5길 4,경상북도 영양군 영양읍 서부리 288-3,상설+4일+9일,36.6647448788,129.116021967,62,고추+산나물+가오리찜,온누리상품권+ 영양사랑상품권,,Y,Y,1997,054-683-1058,2019-04-01,6470000,경상북도
강구시장,상설장+5일장,경상북도 영덕군 강구면 강구시장길 4,경상북도 영덕군 강구면 오포리 535-5,상설 및 3일/8일,,,52,농+수산물(대게+회)+건어물 등,온누리상품권+ 영덕사랑상품권,,Y,Y,1919,054-734-6778,2019-04-01,6470000,경상북도
영덕시장,상설장+5일장,경상북도 영덕군 영덕읍 남석길 23-48,경상북도 영덕군 영덕읍 남석리 26-50,상설 및 4일/9일,,,79,농+수산물(대게+회)+건어물 등,온누리상품권+ 영덕사랑상품권,,Y,Y,1965,054-734-0082,2019-04-01,6470000,경상북도
영해만세시장,상설장+5일장,경상북도 영덕군 영해면 예주시장5길 15,경상북도 영덕군 영해면 성내리 468-1,상설 및 5일/10일,,,91,농+수산물(대게+회)+건어물 등,온누리상품권+ 영덕사랑상품권,,Y,Y,1965,054-733-3990,2019-04-01,6470000,경상북도
청도시장,5일장,경상북도 청도군 청도읍 청도시장1길 21,경상북도 청도군 청도읍 고수리 778외,4일+9일,35.644111,128.745764,122,농산물+ 생필품+ 수산물+ 잡화 등,온누리상품권,,Y,Y,1912,054-370-2235,2019-04-01,6470000,경상북도
풍각시장,5일장,경상북도 청도군 풍각면 송서5길 10-1,경상북도 청도군 풍각면 송서리 561-1외,1일+6일,35.641161,128.618486,87,농산물+ 생필품+ 수산물+ 잡화 등,,,Y,Y,1925,054-370-2235,2019-04-01,6470000,경상북도
동곡시장,5일장,경상북도 청도군 금천면 금천로 41-2,경상북도 청도군 금천면 동곡리 776,1일+6일,35.692237,128.890923,39,농산물+ 생필품+ 수산물+ 잡화 등,,,Y,Y,1930,054-370-2235,2019-04-01,6470000,경상북도
이서시장,5일장,경상북도 청도군 이서면 학산1길 51,경상북도 청도군 이서면 학산리 578-13,3일+8일,35.662712,128.666442,11,농산물+ 생필품+ 수산물+ 잡화 등,,,Y,Y,1948,054-370-2235,2019-04-01,6470000,경상북도
고령대가야시장,상설장+5일장,경상북도 고령군 대가야읍 시장3길 29,경상북도 고령군 대가야읍 지산리 222-2,상설+4일+9일,35.7273089272,128.266673121,263,건어물+ 곡물+ 의류+ 생선+ 신발+ 잡화 등,온누리상품권,고령시장.com,Y,Y,1983,054-954-5445,2019-04-01,6470000,경상북도
성주전통시장,상설장+5일장,경상북도 성주군 성주시장길 43-1,경상북도 성주군 성주읍 경산리 718+ 718-358,상설+2일+7일,35.915603,128.285989,45,국밥외,온누리상품권+ 성주사랑상품권,http://www.sj.go.kr/main.do,Y,Y,1887,054-930-6704,2019-04-01,6470000,경상북도
종합제일시장,상설장,경상북도 구미시 구미중앙로9길 7,경상북도 구미시 원평동 118-31,상설,36.1303168006,128.32964667,82,음식점+ 의류+ 신발 등,온누리상품권,http://www.saemaulsijang.com,Y,Y,2006,054-456-9940,2019-04-01,6470000,경상북도
제일시장상가,상설장,경상북도 구미시 1공단로 192,경상북도 구미시 공단동 264-18,상설,36.1017213157,128.384108466,72,음식점+ 미용실 및 잡화,온누리상품권,,Y,Y,1988,054-462-1655,2019-04-01,6470000,경상북도
신평전통시장,상설장,경상북도 구미시 칠성로 6길48,경상북도 구미시 신평동 150-4,상설,36.1231575596,128.361146159,74,음식점+ 농수산물+ 의류+ 잡화 등,온누리상품권,,Y,N,2015,054-463-0053,2019-04-01,6470000,경상북도
영주공설시장,상설장,경상북도 영주시 구성로330번길 30,경상북도 영주시 하망동 362-4,매일,36.8225544605,128.626321156,93,생필품,온누리상품권,,Y,Y,1965,054-635-9876,2019-04-01,6470000,경상북도
풍기인삼시장,상설장,경상북도 영주시 풍기읍인삼로 8,경상북도 영주시 풍기읍 서부리 145-3,매일,36.8730276381,128.523619313,50,인삼제품,온누리상품권,,Y,Y,1989,054-636-7948,2019-04-01,6470000,경상북도
영주중앙시장,상설장,경상북도 영주시 구성로 396-1,경상북도 영주시 영주1동 547,매일,36.8260483773,128.619867738,65,생필품,온누리상품권,,Y,Y,1982,,2019-04-01,6470000,경상북도
종합시장,상설장,경상북도 영주시 선비로79번길 40-12,경상북도 영주시 휴천2동 305,매일,36.813604595,128.62217832,63,분식+문어,온누리상품권,,Y,Y,1982,,2019-04-01,6470000,경상북도
소백쇼핑몰,상설장,경상북도 영주시 중앙로80번길 33-12,경상북도 영주시 하망동 364-30,매일,36.8234899624,128.626170605,93,한복+의류,온누리상품권,,Y, ,2005,054-631-4603,2019-04-01,6470000,경상북도
골목시장,상설장,경상북도 영주시 영주로192번길 46,경상북도 영주시 영주1동 548-8,매일,36.8246524659,128.622330859,80,반찬+과일,온누리상품권,,Y,Y,2006,054-637-0078,2019-04-01,6470000,경상북도
풍기중앙시장,상설장,경상북도 영주시 풍기읍 동성로 73,경상북도 영주시 풍기읍 성내리 1-4,매일,36.8706009498,128.528200405,69,생필품+곡류,온누리상품권,,Y,Y,2006,,2019-04-01,6470000,경상북도
선비골전통시장,상설장,경상북도 영주시 영주로216번길 21,경상북도 영주시 영주1동 318-7,매일,36.8248881627,128.623281753,100,채소+순대,온누리상품권,, , ,1976,054-635-9453,2019-04-01,6470000,경상북도
풍기토종인삼시장,상설장,경상북도 영주시 풍기읍인삼로 40,경상북도 영주시 풍기읍 성내리 148,매일,36.8702895042,128.52242106,50,인삼제품,온누리상품권,,Y,Y,2009,054-633-2379,2019-04-01,6470000,경상북도
영주문화시장,상설장,경상북도 영주시 중앙로83번길 28,경상북도 영주시 영주동 376-1,매일,36.8241099098,128.623529806,207,의류,온누리상품권,, , ,2010,,2019-04-01,6470000,경상북도
신영주번개시장,상설장,경상북도 영주시 선비로79번길 5,경상북도 영주시 휴천2동 307-2,매일,36.8121981272,128.623036128,51,식료품,온누리상품권,, , ,1986,054-633-9824,2019-04-01,6470000,경상북도
영천공설시장,상설장+5일장,경상북도 영천시 시장4길 52,경상북도 영천시 완산동 982-3,매일+2일+7일,35.9642788324,128.93873566,170,돔배기+ 곰탕+ 건어물,온누리상품권,http://www.ycsj.co.kr,Y,Y,1955,054-331-1772,2019-04-08,6470000,경상북도
금호공설시장,상설장+5일장,경상북도 영천시 금호읍 금호로 101,경상북도 영천시 금호읍 교대리167-35,매일+3일+8일,35.9317324597,128.87333824,41,포도+ 복숭아 등,온누리상품권,,Y,Y,1955,,2019-04-08,6470000,경상북도
신녕공설시장,상설장+5일장,경상북도 영천시 신녕면 본관시장길3,경상북도 영천시 신녕면 화성리 866-1,매일+3일+8일,36.0420990723,128.787553261,45,마늘+ 양파 등,온누리상품권,,Y,Y,1958,,2019-04-08,6470000,경상북도
상주중앙시장,상설장+5일장,경상북도 상주시 남성로 37-6,경상북도 상주시 남성동 85-10,상설+2일+7일,36.413502,128.161513,154,의류+ 식품+ 잡화+ 생활용품 등,온누리상품권,http://www.sjsijang.co.kr/,Y,Y,1987,054-535-7443,2019-04-04,6470000,경상북도
풍물시장,상설장+5일장,경상북도 상주시 풍물시장길 16,경상북도 상주시 남성동 113-28,2일+7일,36.412983,128.160309,58,식품+ 잡화,온누리상품권,,N,N,2013,,2019-04-04,6470000,경상북도
함창시장,5일장,경상북도 상주시 함창읍 함창시장3길 36,경상북도 상주시 함창읍 구향리 122-9,1일+6일,36.567333,128.179619,16,식품+ 잡화,온누리상품권,,Y,N,1951,054-537-8901,2019-04-04,6470000,경상북도
공성시장,5일장,경상북도 상주시 공성면 옥산3길 23,경상북도 상주시 옥산리 177-3,1일+6일,36.284179,128.093217,4,식품+ 잡화,온누리상품권,,Y,N,1958,054-537-8906,2019-04-04,6470000,경상북도
화령시장,5일장,경상북도 상주시 화서면 화령남1길 10,경상북도 상주시 화서면 신봉리 126,3일+8일,36.445327,127.951327,51,식품+ 잡화,온누리상품권,,N,N,1965,054-537-8912,2019-04-04,6470000,경상북도
은척시장,5일장,경상북도 상주시 은척면 봉중1길 10,경상북도 상주시 은척면 봉중리 383-1,4일+9일,36.531906,128.071549,22,식품+ 잡화,온누리상품권,,N,N,1968,054-537-8915,2019-04-04,6470000,경상북도
문경중앙시장,상설장,경상북도 문경시 중앙시장1길 12,경상북도 문경시 점촌동 195-10,상설,36.5942041609,128.196910923,141,포목+ 어물,온누리상품권,,Y,Y,1954,054-556-1230,2019-04-01,6470000,경상북도
(유)문경시중앙시장,상설장,경상북도 문경시 중앙로 87,경상북도 문경시 점촌동 197-14,상설,36.5935366196,128.197343125,40,청년몰+ 농협+ 약국,온누리상품권,,Y,Y,1997,054-555-2402,2019-04-01,6470000,경상북도
점촌전통시장,상설장+5일장,경상북도 문경시 신흥시장길 19,경상북도 문경시 흥덕동 794-1,상설 + 3일+8일,36.6013902232,128.204165445,110,방앗간+ 과일,온누리상품권,,Y,Y,1995,054-553-3208,2019-04-01,6470000,경상북도
가은아자개시장,상설장+5일장,경상북도 문경시 가은읍 가은5길 7,경상북도 문경시 가은읍 왕능리 275-26,상설 + 4일+9일,36.6466090909,128.060988609,67,식당+ 잡화,온누리상품권,,Y,Y,1981,,2019-04-01,6470000,경상북도
문경전통시장,상설장+5일장,경상북도 문경시 문경읍 문희로 41-15,경상북도 문경시 문경읍 하리 88-2,상설 + 2일+7일,36.7355779919,128.107342088,50,정육+ 잡화,온누리상품권,,Y,Y,1965,,2019-04-01,6470000,경상북도
