시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
첨단2동 행정복지센터,광주광역시,광산구,11680,광주광역시 광산구 첨단중앙로124번길 24,광주광역시 광산구 월계동 875-5,35.2162440699,126.8433211635,1층 현관 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,첨단2동 행정복지센터,062-960-7978,2020-07-10,3630000,광주광역시 광산구
본량동 행정복지센터,광주광역시,광산구,11680,광주광역시 광산구 용진로 379,광주광역시 광산구 남산동 698-20,35.1808096951,126.7287912209,1층 현관 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,본량동 행정복지센터,062-960-7862,2020-07-10,3630000,광주광역시 광산구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 종로 55,서울특별시 종로구 관철동 291-2,37.5754504,127.0055641,1호선 지하1층 대합실,05:00,00:00,05:00,00:00,05:00,00:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 종로 지하 129,서울특별시 종로구 종로3가 10-5,37.5748385,127.0042636,1호선 12번 출구 방향,05:00,00:00,05:00,00:00,05:00,00:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 종로 359,서울특별시 종로구 숭인동 81-39,37.5732808,127.0166486,1호선 상선 승강장 2-2지점,05:00,00:00,05:00,00:00,05:00,00:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 율곡로 62,서울특별시 종로구 경운동 95,37.5717847,127.0080776,3호선 지하2층 대합실,05:00,00:00,05:00,00:00,05:00,00:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 대학로 120,서울특별시 종로구 동숭동 67-2,37.5818372,127.0022796,4호선 2번 출구 모래함 옆,05:00,00:00,05:00,00:00,05:00,00:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 율곡로 308,서울특별시 종로구 종로6가 287-1,37.5724512,127.0017170,4호선 8번 출구 방향,05:00,00:00,05:00,00:00,05:00,00:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 세종대로 175,서울특별시 종로구 당주동 11,37.5721241,126.9760848,5호선 8번 출구,05:00,00:00,05:00,00:00,05:00,00:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 삼봉로 43,서울특별시 종로구 수송동 146-2,37.5728109,126.9791251,별관 1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 자하문로19길 36,서울특별시 종로구 옥인동 45-30,37.5817901,126.9692239,2층 엘리베이터 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 종로17길 8,서울특별시 종로구 종로2가 39-2,37.5706753,126.9889587,3층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 새문안로 55,서울특별시 종로구 신문로2가 2-1,37.5700566,126.9705312,1층 로비,09:00,20:00,09:00,19:00,09:00,19:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
전동휠체어급속충전기,서울특별시,종로구,11110,서울특별시 종로구 세종대로 172,서울특별시 종로구 세종로 1-68,37.5716225534,126.976789917,해치마당 9번출구,05:00,24:00,05:00,24:00,05:00,24:00,2,Y,Y,종로구청,2148-2564,2019-01-31,3000000,서울특별시 종로구
광산구장애인복지관,광주광역시,광산구,11680,광주광역시 광산구 무진대로 276,광주광역시 광산구 우산동1595-1,35.1608974719,126.8106140185,1층 현관 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,광산구장애인복지관,062-943-0420,2020-07-10,3630000,광주광역시 광산구
증평군장애인복지관,충청북도,증평군,55700,충청북도 증평군 증평읍 보건복지로 56-1,,36.7751765123,127.5852442357,1층 정문 왼편,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,충청북도 증평군청,043-535-3532,2020-07-08,5570000,충청북도 증평군
증평군 장애인회관,충청북도,증평군,55700,충청북도 증평군 증평읍 광장로 118,,36.7840491456,127.5848008554,1층 정문,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,충청북도 증평군청,043-535-3532,2020-07-08,5570000,충청북도 증평군
초량역,부산광역시,동구,32700,부산광역시 동구 중앙대로 지하 264,부산광역시 동구 초량동 1170,35.12116646,129.0429929,8번 출구,00:00,24:00,00:00,24:00,00:00,24:00,2,N,Y,초량역,051-790-6192,2020-07-15,3270000,부산광역시 동구
부산진역,부산광역시,동구,32700,부산광역시 동구 중앙대로 지하 350,부산광역시 동구 초량동 1170,35.12775984,129.0478787,6번 출구,05:30,24:00,05:30,24:00,05:30,24:00,2,N,Y,부산진역,051-678-6115,2020-07-15,3270000,부산광역시 동구
범일역,부산광역시,동구,32700,부산광역시 동구 범일로 지하 108,부산광역시 동구 범일동 949,35.14072248,129.0593453,1번 출구,00:00,24:00,00:00,24:00,00:00,24:00,2,N,Y,범일역,051-678-6117,2020-07-15,3270000,부산광역시 동구
부산역(지하철),부산광역시,동구,32700,부산광역시 동구 중앙대로 지하 200,부산광역시 동구 초량동 1206-1,35.11443778,129.0392803,3번 출구,05:30,24:00,05:30,24:00,05:30,24:00,2,N,Y,부산역(지하철),051-678-6113,2020-07-15,3270000,부산광역시 동구
동구청,부산광역시,동구,32700,부산광역시 동구 구청로 1,부산광역시 동구 수정동 806-74,35.12929577,129.0452977,2층 당직실 옆,00:00,24:00,00:00,24:00,00:00,24:00,2,N,Y,동구청,051-440-4332,2020-07-15,3270000,부산광역시 동구
초량2동주민센터,부산광역시,동구,32700,부산광역시 동구 중앙대로209번길 30,부산광역시 동구 초량동 444-1,35.11653458,129.0384902,출입구 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,초량2동주민센터,051-440-6127,2020-07-15,3270000,부산광역시 동구
부산역(기차),부산광역시,동구,32700,부산광역시 동구 중앙대로 206,부산광역시 동구 초량동 1187-1,35.11760617,129.0450624,1층 5번 출입구,00:00,24:00,00:00,24:00,00:00,24:00,2,N,Y,부산역(기차),051-440-2157,2020-07-15,3270000,부산광역시 동구
부산역(기차),부산광역시,동구,32700,부산광역시 동구 중앙대로 206,부산광역시 동구 초량동 1187-1,35.11760617,129.0450624,2층 철도경찰 맞은편 에스컬레이터옆,00:00,24:00,00:00,24:00,00:00,24:00,2,N,Y,부산역(기차),051-440-2157,2020-07-15,3270000,부산광역시 동구
부산장애인종합회관,부산광역시,동구,32700,부산광역시 동구 중앙대로196번길 12-3,부산광역시 동구 초량동 1203-2,35.11392706,129.0407108,1층 출입구 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,부산장애인종합회관,051-863-0650,2020-07-15,3270000,부산광역시 동구
부산시민회관,부산광역시,동구,32700,부산광역시 동구 자성로133번길 16,부산광역시 동구 범일동 830-31,35.13884533,129.0652221,소극장 로비 앞,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,부산시민회관,051-630-5217,2020-07-15,3270000,부산광역시 동구
강릉역,강원도,강릉시,42150,강원도 강릉시 용지로 176,강원도 강릉시 교동 118,37.7638595863,128.8999101376,강릉역,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,강원도 강릉시,033-640-5346,2020-07-14,4200000,강원도 강릉시
정동진역,강원도,강릉시,42150,강원도 강릉시 강동면 정동역길 17,강원도 강릉시 강동면 정동진리 303,37.6913172751,129.0329132145,정동진역,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,강원도 강릉시,033-640-5346,2020-07-14,4200000,강원도 강릉시
강릉고속버스터미널,강원도,강릉시,42150,강원도 강릉시 하슬라로 15,강원도 강릉시 홍제동 992-2,37.7546405159,128.8797960007,강릉고속버스터미널,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,강원도 강릉시,033-640-5346,2020-07-14,4200000,강원도 강릉시
강릉시장애인종합복지관,강원도,강릉시,42150,강원도 강릉시 사천면 방동길 68,강원도 강릉시 사천면 방동리 산40-4,37.8197941897,128.8563190113,강릉시장애인종합복지관,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,강원도 강릉시,033-640-5346,2020-07-14,4200000,강원도 강릉시
강릉시장애인자립생활센터,강원도,강릉시,42150,강원도 강릉시 임영로131번길 12,강원도 강릉시 용강동 60-1,37.7529097612,128.8911252194,강릉시장애인자립생활센터,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,강원도 강릉시,033-640-5346,2020-07-14,4200000,강원도 강릉시
강천산군립공원,전라북도,순창군,47700,전라북도 순창군 팔덕면 강천산길 113,,35.4080949,127.0665702,매표소 옆,06:00,18:00,06:00,18:00,06:00,18:00,1,N,N,강천산군립공원,063-650-5542,2020-07-02,4770000,전라북도 순창군
태인동주민센터,전라남도,광양시,46230,전라남도 광양시 담안2길 16-15,전라남도 광양시 태인동 398,34.9434935,127.7495658,태인동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 광양시,061-797-2350,2020-03-13,4840000,전라남도 광양시
광양국민체육센터,전라남도,광양시,46230,전라남도 광양시 봉강면 매천로 695-9,전라남도 광양시 봉강면 석사리 100,34.98236083,127.5738012,광양국민체육센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 광양시,061-797-2350,2020-03-13,4840000,전라남도 광양시
광양시장애인종합복지관,전라남도,광양시,46230,전라남도 광양시 광양읍 대림오성로 117,전라남도 광양시 광양읍 덕례리 1724-3,34.96518909,127.5743592,광양시장애인종합복지관,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 광양시,061-797-2350,2020-03-13,4840000,전라남도 광양시
중마동주민센터,전라남도,광양시,46230,전라남도 광양시 중마중앙로 119,전라남도 광양시 중동 1314-2,34.9409397,127.6976742,중마동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 광양시,061-797-2350,2020-03-13,4840000,전라남도 광양시
광양읍사무소,전라남도,광양시,46230,전라남도 광양시 광양읍 남등길 6,전라남도 광양시 광양읍 칠성리 946,34.9733415,127.5810489,광양읍사무소 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 광양시,061-797-2350,2020-03-13,4840000,전라남도 광양시
광양시청,전라남도,광양시,46230,전라남도 광양시 시청로 33,전라남도 광양시 중동 1313,34.94063056,127.6959675,1층 민원지적과,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 광양시,061-797-2350,2020-03-13,4840000,전라남도 광양시
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 강상면 진변1길 39-7,경기도 양평군 강상면 교평리 438-3,37.4844477370,127.4847584051,양평파크골프장 입구(야외),00:00,23:59,00:00,23:59,00:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2311,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 양평읍 마유산로 17,경기도 양평군 양평읍 양근리 533-1,37.4970206484,127.4866807730,양평군 보건소 1층 입구,09:00,18:00,00:00,23:59,00:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2310,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,,경기도 양평군 양평읍 공흥리 310-8,37.4957564745,127.5055390905,장애인보장구수리지원센터 내,09:00,18:00,00:00,23:59,00:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2309,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 양평읍 중앙로111번길 36-1,경기도 양평군 양평읍 공흥리 310-4,37.4967778589,127.5037773161,장애인복지관 1층 장애인 노인보조기기 센터 내,09:00,18:00,00:00,23:59,00:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2308,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,,경기도 양평군 양서면 용담리 636-6,37.5377383786,127.3212714589,세미원 내 세한정 좌측,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,N,양평군청 주민복지과,031-770-2307,2020-03-06,4170000,경기도 양평군
전동휠체어 급속충전기,경기도,양평군,41830,경기도 양평군 옥천면 옥천길 21,경기도 양평군 옥천면 옥천리 865-17,37.5181061948,127.4560503022,옥천면사무소 앞 주차장 좌측,00:00,23:59,00:00,23:59,00:00,23:59,1,Y,N,양평군청 주민복지과,031-770-2306,2020-03-06,4170000,경기도 양평군
국제근육병장애인협회,대구광역시,달성군,27710,대구광역시 달성군 다사읍 대실역북로2길 101-16,대구광역시 달성군 다사읍 매곡리 1532-5,35.8630936,128.4681528296,행정사무실 입구,23:59,23:59,23:59,23:59,23:59,23:59,2,N,Y,국제근육병장애인협회6603,053-588-6603,2019-06-28,6270000,대구광역시
대구장애인자립협회,대구광역시,달성군,27710,대구광역시 달성군 다사읍 대실역북로5길 12,대구광역시 달성군 다사읍 매곡리 1530-4,35.8635896010,128.4676097206,행정사무실 안,23:59,23:59,23:59,23:59,23:59,23:59,2,Y,N,대구장애인자립협회,053-588-8640,2019-06-28,6270000,대구광역시
달성군청,대구광역시,달성군,27710,대구광역시 달성군 논공읍 달성군청로33,대구광역시 달성군 논공읍 금포리 1313,35.7746628749,128.4313244,달성군청 내 위치,23:59,23:59,23:59,23:59,23:59,23:59,2,Y,Y,대구광역시 달성군,053-668-2000,2019-06-28,6270000,대구광역시
달성군보건소,대구광역시,달성군,27710,대구광역시 달성군 현풍읍 비슬로 130길 17,대구광역시 달성군 현풍읍 원교리 93-1,35.6948119,128.4403309,모유수유실 앞,23:59,23:59,23:59,23:59,23:59,23:59,1,Y,N,달성군보건소,053-668-3333,2019-06-28,6270000,대구광역시
달성군장애인복지관,대구광역시,달성군,27710,대구광역시 달성군 논공읍 논공로242,대구광역시 달성군 논공읍 남리 717-4,35.7230095825,128.4549300358,달성군장애인복지관 내 위치,23:59,23:59,23:59,23:59,23:59,23:59,2,Y,N,달성군장애인복지관,053-616-0260,2019-06-28,6270000,대구광역시
달구벌종합복지관,대구광역시,달서구,27290,대구광역시 달서구 달구벌대로 291길 100(용산동),,35.8535473295,128.5254587761,3층체력단련실입구,09:00,18:00,09:00,14:00,00:00,00:00,2,Y,N,대구광역시 달서구,053-527-0223,2019-06-28,6270000,대구광역시
본동종합사회복지관,대구광역시,달서구,27290,대구광역시 달서구 송현로 113 (송현동),,35.8271279687,128.5433255,1층정문오른쪽,08:00,21:00,08:00,18:00,13:00,17:00,2,Y,N,대구광역시 달서구,053-636-5567,2019-06-28,6270000,대구광역시
학산종합사회복지관,대구광역시,달서구,27290,대구광역시 달서구 월성로 77,,35.8300410370,128.5283373165,1층로비,00:00,00:00,00:00,00:00,00:00,00:00,2,Y,N,대구광역시 달서구,053-634-7230,2019-06-28,6270000,대구광역시
상인종합사회복지관,대구광역시,달서구,27290,"대구광역시 달서구 상화로 371 (상인동,비둘기아파트)",,35.80861844,128.5522442604,1층 사례관리팀 사무실 내부,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,대구광역시 달서구,053-641-1100,2019-06-28,6270000,대구광역시
